work_package_id,name,item_count,capability_count,capabilities,large_package_review_required,cross_capability_review_required,reviewer_judgement,review_reason,correction,sample_requirement_ids
WP-I3-016,Settings root and drive registries,3,2,Filesystem transactions and recovery;Settings,false,false,CONFIRMED_COHESIVE,"The package is bounded to the settings root and drive registries architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-ARCH-301;CAN-LAM-FOLDER-039;CAN-SECTION-0099
WP-I4-001,Initial recursive scanner,23,3,Libraries and storage;Media ingestion and derivation;Sidecars and metadata authority,true,true,CONFIRMED_SHARED_BOUNDARY,"Reviewed cross-capability package: Initial recursive scanner is a shared architectural surface used by Libraries and storage, Media ingestion and derivation, Sidecars and metadata authority. Membership is linked by the same contract/record/workflow boundary, not source order or capacity.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-ARCH-083;CAN-LAM-ARCH-089;CAN-LAM-ARCH-090;CAN-LAM-ARCH-091;CAN-LAM-ARCH-092;CAN-LAM-ARCH-093;CAN-LAM-ARCH-150;CAN-LAM-ARCH-374
WP-I4-002,Incremental scan and watcher reconciliation,6,1,Media ingestion and derivation,false,false,CONFIRMED_COHESIVE,"The package is bounded to the incremental scan and watcher reconciliation architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-ARCH-084;CAN-LAM-ARCH-085;CAN-LAM-ARCH-086;CAN-LAM-ARCH-375;CAN-LAM-EVENT-060;CAN-SECTION-0164
WP-I4-003,Media format classification,1,1,Media ingestion and derivation,false,false,CONFIRMED_COHESIVE,"The package is bounded to the media format classification architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-ASSET-130
WP-I4-004,HEIF and RAW decode pipeline,2,1,Media ingestion and derivation,false,false,CONFIRMED_COHESIVE,"The package is bounded to the heif and raw decode pipeline architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-ASSET-004;CAN-LAM-ASSET-054
WP-I4-005,Video probing and playback assets,2,1,Media ingestion and derivation,false,false,CONFIRMED_COHESIVE,"The package is bounded to the video probing and playback assets architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-ASSET-028;CAN-SECTION-0115
WP-I4-006,Companion-media detection,5,2,Media ingestion and derivation;Metadata,false,false,CONFIRMED_COHESIVE,"The package is bounded to the companion-media detection architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-ARCH-284;CAN-LAM-ASSET-095;CAN-LAM-ASSET-128;CAN-LAM-FOLDER-042;CAN-SECTION-0134
WP-I4-007,Content hashing and verification,5,2,Libraries and storage;Media ingestion and derivation,false,false,CONFIRMED_COHESIVE,"The package is bounded to the content hashing and verification architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-ARCH-088;CAN-LAM-ARCH-283;CAN-LAM-GOV-280;CAN-SECTION-0052;CAN-SECTION-0095
WP-I4-008,Metadata extraction,17,4,Libraries and storage;Media ingestion and derivation;Metadata;Sidecars and metadata authority,false,true,CONFIRMED_SHARED_BOUNDARY,"Reviewed cross-capability package: Metadata extraction is a shared architectural surface used by Libraries and storage, Media ingestion and derivation, Metadata, Sidecars and metadata authority. Membership is linked by the same contract/record/workflow boundary, not source order or capacity.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-EDGE-03;CAN-LAM-INV-META-01;CAN-LAM-META-013;CAN-LAM-META-014;CAN-LAM-META-026;CAN-LAM-META-033;CAN-LAM-META-036;CAN-LAM-META-040
WP-I4-009,Thumbnail and preview generation,1,1,Media ingestion and derivation,false,false,CONFIRMED_COHESIVE,"The package is bounded to the thumbnail and preview generation architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-ARCH-087
WP-I4-010,Asset and path index,28,2,Libraries and storage;Media ingestion and derivation,true,false,CONFIRMED_COHESIVE,"The package is bounded to the asset and path index architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-ARCH-147;CAN-LAM-ARCH-148;CAN-LAM-ARCH-149;CAN-LAM-ARCH-151;CAN-LAM-ARCH-376;CAN-LAM-ARCH-377;CAN-LAM-ARCH-378;CAN-LAM-ARCH-379
WP-I4-011,Filesystem reconciliation,3,2,Libraries and storage;Media ingestion and derivation,false,false,CONFIRMED_COHESIVE,"The package is bounded to the filesystem reconciliation architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-AI-020;CAN-LAM-FOLDER-050;CAN-SECTION-0178
WP-I4-012,Initial textual index,1,1,Media ingestion and derivation,false,false,CONFIRMED_COHESIVE,"The package is bounded to the initial textual index architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-ASSET-129
WP-I5-001,Gallery grid and virtualization,2,1,Gallery and timeline,false,false,CONFIRMED_COHESIVE,"The package is bounded to the gallery grid and virtualization architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-ARCH-332;CAN-SECTION-0106
WP-I5-002,Timeline navigation,10,1,Gallery and timeline,false,false,CONFIRMED_COHESIVE,"The package is bounded to the timeline navigation architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-ARCH-061;CAN-LAM-ARCH-062;CAN-LAM-ARCH-063;CAN-LAM-ARCH-064;CAN-LAM-ARCH-068;CAN-LAM-ASSET-056;CAN-LAM-EVENT-015;CAN-LAM-FOLDER-012
WP-I5-003,Image viewer,8,1,Asset viewer,false,false,CONFIRMED_COHESIVE,"The package is bounded to the image viewer architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-ARCH-072;CAN-LAM-ARCH-073;CAN-LAM-ARCH-074;CAN-LAM-ARCH-075;CAN-LAM-ARCH-077;CAN-LAM-ARCH-078;CAN-LAM-ASSET-057;CAN-SECTION-0050
WP-I5-004,Video viewer,8,3,Asset viewer;Gallery and timeline;Map and location,false,true,CONFIRMED_SHARED_BOUNDARY,"Reviewed cross-capability package: Video viewer is a shared architectural surface used by Asset viewer, Gallery and timeline, Map and location. Membership is linked by the same contract/record/workflow boundary, not source order or capacity.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-ARCH-069;CAN-LAM-ARCH-070;CAN-LAM-ARCH-076;CAN-LAM-ARCH-248;CAN-LAM-ASSET-003;CAN-LAM-ASSET-030;CAN-LAM-ASSET-055;CAN-LAM-ASSET-058
WP-I5-005,Selection and keyboard navigation,5,4,Asset viewer;Gallery and timeline;Memories;Review Centre,false,true,CONFIRMED_SHARED_BOUNDARY,"Reviewed cross-capability package: Selection and keyboard navigation is a shared architectural surface used by Asset viewer, Gallery and timeline, Memories, Review Centre. Membership is linked by the same contract/record/workflow boundary, not source order or capacity.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-ARCH-065;CAN-LAM-ARCH-066;CAN-LAM-ARCH-071;CAN-LAM-ARCH-239;CAN-LAM-ARCH-277
WP-I5-006,Albums and favorites,25,4,Albums and favorites;Asset viewer;Gallery and timeline;Metadata,true,true,CONFIRMED_SHARED_BOUNDARY,"Reviewed cross-capability package: Albums and favorites is a shared architectural surface used by Albums and favorites, Asset viewer, Gallery and timeline, Metadata. Membership is linked by the same contract/record/workflow boundary, not source order or capacity.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-ARCH-027;CAN-LAM-ARCH-028;CAN-LAM-ARCH-079;CAN-LAM-ARCH-080;CAN-LAM-ARCH-231;CAN-LAM-ARCH-232;CAN-LAM-ARCH-233;CAN-LAM-ARCH-234
WP-I5-007,Memories experience,17,3,Memories;People and faces;Tags,false,true,CONFIRMED_SHARED_BOUNDARY,"Reviewed cross-capability package: Memories experience is a shared architectural surface used by Memories, People and faces, Tags. Membership is linked by the same contract/record/workflow boundary, not source order or capacity.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-ARCH-029;CAN-LAM-ARCH-238;CAN-LAM-ARCH-240;CAN-LAM-ARCH-242;CAN-LAM-ARCH-243;CAN-LAM-EVENT-052;CAN-LAM-FOLDER-034;CAN-LAM-PERF-002
WP-I5-008,Location and map browsing,28,2,Asset viewer;Map and location,true,false,CONFIRMED_COHESIVE,"The package is bounded to the location and map browsing architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-ARCH-034;CAN-LAM-ARCH-041;CAN-LAM-ARCH-081;CAN-LAM-ARCH-244;CAN-LAM-ARCH-245;CAN-LAM-ARCH-246;CAN-LAM-ARCH-247;CAN-LAM-ARCH-249
WP-I5-009,Asset inspector,22,2,Asset viewer;Review Centre,true,false,CONFIRMED_COHESIVE,"The package is bounded to the asset inspector architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-ARCH-188;CAN-LAM-ARCH-192;CAN-LAM-ARCH-195;CAN-LAM-ASSET-059;CAN-LAM-ASSET-078;CAN-LAM-ASSET-138;CAN-LAM-DUPLICATE-002;CAN-LAM-EDIT-003
WP-I5-010,Review Centre foundation,40,7,Asset viewer;Events and organization;Gallery and timeline;Jobs and notifications;Libraries and storage;People and faces;Review Centre,true,true,CONFIRMED_SHARED_BOUNDARY,"Reviewed cross-capability package: Review Centre foundation is a shared architectural surface used by Asset viewer, Events and organization, Gallery and timeline, Jobs and notifications, Libraries and storage, People and faces, Review Centre. Membership is linked by the same contract/record/workflow boundary, not source order or capacity.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-AI-043;CAN-LAM-ARCH-067;CAN-LAM-ARCH-166;CAN-LAM-ARCH-168;CAN-LAM-ARCH-169;CAN-LAM-ARCH-170;CAN-LAM-ARCH-171;CAN-LAM-ARCH-172
WP-I5-011,Saved views and filters,1,1,Asset viewer,false,false,CONFIRMED_COHESIVE,"The package is bounded to the saved views and filters architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-ASSET-032
WP-I5-012,Offline library parity proof,2,1,Asset viewer,false,false,CONFIRMED_COHESIVE,"The package is bounded to the offline library parity proof architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-ARCH-333;CAN-SECTION-0107
WP-I6-001,Manage Later non-mutating scan,19,1,Events and organization,false,false,CONFIRMED_COHESIVE,"The package is bounded to the manage later non-mutating scan architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-ARCH-048;CAN-LAM-ARCH-049;CAN-LAM-ARCH-052;CAN-LAM-ARCH-055;CAN-LAM-ARCH-056;CAN-LAM-ASSET-048;CAN-LAM-ASSET-049;CAN-LAM-ASSET-050
WP-I6-002,Event authoritative records,26,2,Events and organization;Metadata,true,false,CONFIRMED_COHESIVE,"The package is bounded to the event authoritative records architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-ARCH-095;CAN-LAM-ARCH-096;CAN-LAM-ARCH-097;CAN-LAM-ARCH-157;CAN-LAM-EVENT-003;CAN-LAM-EVENT-018;CAN-LAM-EVENT-019;CAN-LAM-EVENT-023
WP-I6-003,Manual event creation,15,2,Events and organization;Libraries and storage,false,false,CONFIRMED_COHESIVE,"The package is bounded to the manual event creation architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-ARCH-098;CAN-LAM-ARCH-100;CAN-LAM-ARCH-102;CAN-LAM-ASSET-062;CAN-LAM-EVENT-012;CAN-LAM-EVENT-079;CAN-LAM-FOLDER-021;CAN-LAM-FOLDER-031
WP-I6-004,Event inference proposals,2,2,Events and organization;Libraries and storage,false,false,CONFIRMED_COHESIVE,"The package is bounded to the event inference proposals architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-FOLDER-001;CAN-LAM-PERSON-021
WP-I6-005,Event merge plan,4,1,Events and organization,false,false,CONFIRMED_COHESIVE,"The package is bounded to the event merge plan architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-ARCH-044;CAN-LAM-ARCH-053;CAN-LAM-PERSON-018;CAN-SECTION-0045
WP-I6-006,Event split and link plans,21,3,Events and organization;Libraries and storage;Metadata,true,true,CONFIRMED_SHARED_BOUNDARY,"Reviewed cross-capability package: Event split and link plans is a shared architectural surface used by Events and organization, Libraries and storage, Metadata. Membership is linked by the same contract/record/workflow boundary, not source order or capacity.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-ARCH-045;CAN-LAM-ARCH-153;CAN-LAM-ARCH-380;CAN-LAM-ARCH-381;CAN-LAM-ASSET-097;CAN-LAM-EDGE-06;CAN-LAM-EVENT-024;CAN-LAM-EVENT-035
WP-I6-007,Event naming and normalization,7,3,Events and organization;Libraries and storage;Metadata,false,true,CONFIRMED_SHARED_BOUNDARY,"Reviewed cross-capability package: Event naming and normalization is a shared architectural surface used by Events and organization, Libraries and storage, Metadata. Membership is linked by the same contract/record/workflow boundary, not source order or capacity.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-ARCH-051;CAN-LAM-EDGE-16;CAN-LAM-EVENT-007;CAN-LAM-EVENT-046;CAN-LAM-FOLDER-068;CAN-LAM-INV-EVENT-01;CAN-SECTION-0152
WP-I6-008,Date and location boundaries,17,3,Events and organization;Libraries and storage;Map and location,false,true,CONFIRMED_SHARED_BOUNDARY,"Reviewed cross-capability package: Date and location boundaries is a shared architectural surface used by Events and organization, Libraries and storage, Map and location. Membership is linked by the same contract/record/workflow boundary, not source order or capacity.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-ARCH-036;CAN-LAM-ARCH-054;CAN-LAM-ARCH-099;CAN-LAM-ARCH-101;CAN-LAM-ASSET-038;CAN-LAM-EVENT-009;CAN-LAM-EVENT-010;CAN-LAM-EVENT-020
