canonical_id,original_requirement_ids,parent_requirement_id,requirement_type,title,statement,rationale,source_plan,source_section,source_text,source_locator,code_evidence_references,target_capability,product_invariant_relationships,acceptance_criteria,priority,mandatory_status,implementation_status,verification_method,risk_links,decision_links,normalization_status,duplicate_of,supersession_status,notes,planning_stage,primary_implementation_phase,verification_phases,removal_phase,release_gate,global_invariant,phase_mapping_rationale,legacy_work_package_id,old_primary_phase,phase_mapping_changed,legacy_target_capability,canonical_capability,normalization_reviewer_status,review_notes
CAN-LAM-ARCH-334,LAM-ARCH-334,,IMPLEMENTATION_CONSTRAINT,"The final application must not require a Node/SvelteKit server runtime, server-side routes,...","Implementation must honor this constraint: The final application must not require a Node/SvelteKit server runtime, server-side routes, SSR endpoints, or browser-to-HTTP data loading.","Semantically normalized from PRODUCT using the source clause, section, capability, current-code evidence, and final-state disposition.",01-EVERYTHING-WE-ARE-KEEPING.md,36. Target Local Architecture We Are Keeping,"The final application must not require a Node/SvelteKit server runtime, server-side routes, SSR endpoints, or browser-to-HTTP data loading.",lines 2163-2163,EXTRACTED current evidence: Codebase/e2e/src/specs/maintenance/server/database-backups.e2e-spec.ts:L1-L1 (server/database-backups.e2e-spec.ts); Codebase/server/test/repositories/metadata.repository.mock.ts:L1-L1 (metadata.repository.mock.ts); Codebase/server/test/medium/specs/services/audit.database.spec.ts:L1-L1 (audit.database.spec.ts); Codebase/server/test/medium/specs/sync/sync-user-metadata.spec.ts:L1-L1 (sync-user-metadata.spec.ts),Planning and verification governance,,"ACCEPT::Implementation must honor this constraint: The final application must not require a Node/SvelteKit server runtime, server-side routes, SSR endpoints, or browser-to-HTTP data loading.",P0,MANDATORY,NOT_STARTED,Gate 1 scope; Gate 2 compile/build; Gate 3 focused/regression; Gate 8 traceability; Gate 5 Tauri/UI,Data loss/scope drift,ADR-0001;ADR-0002,SUPERSEDED_GENERATED_TEMPLATE,,SUPERSEDED_GENERATED_TEMPLATE,"Original classification=KEEP UNCHANGED; required change=Requirement, safety, phase, proof, and autonomous-execution rules maintained under Graphify.",P1,,,,RG-FINAL,false,Planning/governance item; it constrains or verifies implementation but never owns feature implementation.,,3,true,Planning and verification governance,Planning and verification governance,NOT_APPLICABLE,"Generated broad template removed from the active canonical set; original source text remains trace evidence and active behavior is owned by explicit requirements, schemas, packages, and gates."
CAN-LAM-ARCH-335,LAM-ARCH-335,,FUNCTIONAL_REQUIREMENT,UI-to-core calls use Tauri IPC,Every UI-to-core call must use the reviewed typed Tauri IPC command and render returned local data; hard-coded production mock state is prohibited.,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior.",01-EVERYTHING-WE-ARE-KEEPING.md,36. Target Local Architecture We Are Keeping,UI-to-core calls use Tauri IPC.,lines 2163-2163,EXTRACTED current evidence: Codebase/server/package.json:L93-L93 (nest-commander); Codebase/packages/cli/package.json:L32-L32 (commander); Codebase/package.json:L1-L1 (Codebase/package.json); Codebase/web/package.json:L1-L1 (web/package.json),Desktop shell,,"Given a target screen, when it invokes the core, then the reviewed typed command is called and the visible result reflects returned local data.",P1,MANDATORY,NOT_STARTED,UI-to-core IPC fixture.,Parity or migration regression,ADR-0001;ADR-0002,EXPLICIT_REVIEWED_REWRITE,,ACTIVE,"Original classification=REWRITE; required change=Tauri 2 desktop process, static Svelte client, local commands, permissions, and packaging.",P1,I2,I2;I15,,RG-FINAL,false,"Desktop shell or trust-boundary responsibility. The decision used capability, source section, full statement, and final-state classification.",WP-I2-002,3,true,Desktop shell,Desktop shell,REVIEWED_CORRECTED,Architecture label; rewrite names the IPC contract and no-mock rule.
CAN-LAM-ARCH-336,LAM-ARCH-336,,FUNCTIONAL_REQUIREMENT,"It does not silently enable network use, and it does not prohibit a separately disclosed,...","Lamha must provide It does not silently enable network use, and it does not prohibit a separately disclosed, user-enabled outbound client for an optional feature such as map tiles.","Semantically normalized from PRODUCT using the source clause, section, capability, current-code evidence, and final-state disposition.",01-EVERYTHING-WE-ARE-KEEPING.md,36. Target Local Architecture We Are Keeping,"It does not silently enable network use, and it does not prohibit a separately disclosed, user-enabled outbound client for an optional feature such as map tiles.",lines 2165-2165,EXTRACTED current evidence: Codebase/mobile/pigeon/network_api.dart:L1-L49 (network_api.dart); Codebase/mobile/ios/Runner/Core/Network.g.swift:L1-L1 (Network.g.swift); Codebase/mobile/lib/platform/network_api.g.dart:L1-L331 (network_api.g.dart); Codebase/mobile/ios/Runner/Core/NetworkApiImpl.swift:L1-L1 (NetworkApiImpl.swift),Map and location,,"ACCEPT::Lamha must provide It does not silently enable network use, and it does not prohibit a separately disclosed, user-enabled outbound client for an optional feature such as map tiles.",P1,MANDATORY,NOT_STARTED,Gate 1 scope; Gate 2 compile/build; Gate 3 focused/regression; Gate 8 traceability,Parity or migration regression,ADR-0001;ADR-0002,SUPERSEDED_GENERATED_TEMPLATE,,SUPERSEDED_GENERATED_TEMPLATE,Original classification=REWRITE; required change=Offline-capable coordinate browsing and reviewed local location metadata.,P1,I5,I5;I15,,RG-FINAL,false,Curated capability default for Map and location; reviewed against source section and full statement because no narrower semantic rule applied.,WP-I5-014,3,true,Map and location,Map and location,NOT_APPLICABLE,"Generated broad template removed from the active canonical set; original source text remains trace evidence and active behavior is owned by explicit requirements, schemas, packages, and gates."
CAN-LAM-ARCH-337,LAM-ARCH-337,,IMPLEMENTATION_CONSTRAINT,Optional outbound clients must never become required for core behaviour or expose a listener,Implementation must honor this constraint: Optional outbound clients must never become required for core behaviour or expose a listener.,"Semantically normalized from PRODUCT using the source clause, section, capability, current-code evidence, and final-state disposition.",01-EVERYTHING-WE-ARE-KEEPING.md,36. Target Local Architecture We Are Keeping,Optional outbound clients must never become required for core behaviour or expose a listener.,lines 2165-2165,EXTRACTED current evidence: Codebase/mobile/test/presentation/widgets/images/cache_aware_listener_tracker_mixin_test.dart:L1-L183 (cache_aware_listener_tracker_mixin_test.dart); Codebase/mobile/lib/presentation/widgets/images/cache_aware_listener_tracker.mixin.dart:L1-L84 (cache_aware_listener_tracker.mixin.dart); Codebase/mobile/android/app/src/main/kotlin/app/alextran/immich/core/HttpClientManager.kt:L228-L228 (.addClientChangedListener()); Codebase/mobile/lib/widgets/photo_view/src/controller/photo_view_controller_delegate.dart:L1-L197 (_blindScaleStateListener),Planning and verification governance,,ACCEPT::Implementation must honor this constraint: Optional outbound clients must never become required for core behaviour or expose a listener.,P0,MANDATORY,NOT_STARTED,Gate 1 scope; Gate 2 compile/build; Gate 3 focused/regression; Gate 8 traceability; Gate 5 Tauri/UI,Data loss/scope drift,ADR-0001;ADR-0002,SUPERSEDED_GENERATED_TEMPLATE,,SUPERSEDED_GENERATED_TEMPLATE,"Original classification=KEEP UNCHANGED; required change=Requirement, safety, phase, proof, and autonomous-execution rules maintained under Graphify.",P1,,,,RG-FINAL,false,Planning/governance item; it constrains or verifies implementation but never owns feature implementation.,,3,true,Planning and verification governance,Planning and verification governance,NOT_APPLICABLE,"Generated broad template removed from the active canonical set; original source text remains trace evidence and active behavior is owned by explicit requirements, schemas, packages, and gates."
CAN-LAM-ARCH-338,LAM-ARCH-338,,INFORMATIONAL,Local GPU acceleration where supported,Planning context records: Local GPU acceleration where supported.,"Semantically normalized from PRODUCT using the source clause, section, capability, current-code evidence, and final-state disposition.",01-EVERYTHING-WE-ARE-KEEPING.md,37. Cross-Platform Support,Local GPU acceleration where supported,lines 2182-2182,EXTRACTED current evidence: Codebase/web/src/lib/components/admin-settings/SupportedDatetimePanel.svelte:L1-L1 (lib/components/admin-settings/SupportedDatetimePanel.svelte); Codebase/web/src/lib/components/admin-settings/SupportedVariablesPanel.svelte:L1-L1 (lib/components/admin-settings/SupportedVariablesPanel.svelte); Codebase/docs/docs/features/supported-formats.md:L1-L45 (supported-formats.md); Codebase/docs/docs/features/ml-hardware-acceleration.md:L1-L176 (ml-hardware-acceleration.md),Planning and verification governance,,,P2,MANDATORY,NOT_STARTED,Gate 1 scope; Gate 2 compile/build; Gate 3 focused/regression; Gate 8 traceability,Proof/traceability drift,ADR-0001;ADR-0002,NORMALIZED,,ACTIVE,"Original classification=KEEP UNCHANGED; required change=Requirement, safety, phase, proof, and autonomous-execution rules maintained under Graphify.",P1,,,,,false,Planning/governance item; it constrains or verifies implementation but never owns feature implementation.,,10,true,Planning and verification governance,Planning and verification governance,REVIEWED_CONFIRMED,"Semantically normalized from PRODUCT using the source clause, section, capability, current-code evidence, and final-state disposition."
CAN-LAM-ARCH-339,LAM-ARCH-339,,INFORMATIONAL,CPU fallback,Planning context records: CPU fallback.,"Semantically normalized from PRODUCT using the source clause, section, capability, current-code evidence, and final-state disposition.",01-EVERYTHING-WE-ARE-KEEPING.md,37. Cross-Platform Support,CPU fallback,lines 2183-2183,EXTRACTED current evidence: Codebase/web/src/lib/constants.ts:L81-L81 (fallbackLocale); Codebase/mobile/lib/widgets/common/feature_check.dart:L1-L38 (fallback); Codebase/server/src/repositories/server-info.repository.ts:L84-L84 (.retrieveVersionFallback()); Codebase/web/src/lib/components/shared-components/UserAvatar.svelte:L30-L30 (showFallback),Planning and verification governance,,,P2,MANDATORY,NOT_STARTED,Gate 1 scope; Gate 2 compile/build; Gate 3 focused/regression; Gate 8 traceability,Proof/traceability drift,ADR-0001;ADR-0002,NORMALIZED,,ACTIVE,"Original classification=KEEP UNCHANGED; required change=Requirement, safety, phase, proof, and autonomous-execution rules maintained under Graphify.",P1,,,,,false,Planning/governance item; it constrains or verifies implementation but never owns feature implementation.,,12,true,Planning and verification governance,Planning and verification governance,REVIEWED_CONFIRMED,"Semantically normalized from PRODUCT using the source clause, section, capability, current-code evidence, and final-state disposition."
CAN-LAM-ARCH-340,LAM-ARCH-340,,INFORMATIONAL,Clean installers/packages,Planning context records: Clean installers/packages.,"Semantically normalized from PRODUCT using the source clause, section, capability, current-code evidence, and final-state disposition.",01-EVERYTHING-WE-ARE-KEEPING.md,37. Cross-Platform Support,Clean installers/packages,lines 2184-2184,EXTRACTED current evidence: Codebase/packages/e2e-auth-server/test-keys.ts:L1-L1 (test-keys.ts); Codebase/mobile/packages/ui/test/test_utils.dart:L1-L9 (ui/test/test_utils.dart); Codebase/mobile/packages/ui/test/formatted_text_test.dart:L1-L213 (formatted_text_test.dart); Codebase/packages/cli/package.json:L29-L29 (@vitest/coverage-v8),Planning and verification governance,,,P2,MANDATORY,NOT_STARTED,Gate 1 scope; Gate 2 compile/build; Gate 3 focused/regression; Gate 8 traceability; Gate 4 cross-platform,Proof/traceability drift,ADR-0001;ADR-0002,NORMALIZED,,ACTIVE,"Original classification=KEEP UNCHANGED; required change=Requirement, safety, phase, proof, and autonomous-execution rules maintained under Graphify.",P1,,,,,false,Planning/governance item; it constrains or verifies implementation but never owns feature implementation.,,12,true,Planning and verification governance,Planning and verification governance,REVIEWED_CONFIRMED,"Semantically normalized from PRODUCT using the source clause, section, capability, current-code evidence, and final-state disposition."
CAN-LAM-ARCH-341,LAM-ARCH-341,,INFORMATIONAL,Cold startup,Planning context records: Cold startup.,"Semantically normalized from PRODUCT using the source clause, section, capability, current-code evidence, and final-state disposition.",01-EVERYTHING-WE-ARE-KEEPING.md,38. Performance and Scale,Cold startup,lines 2202-2202,Existing implementation: plan/governance or target-only evidence,Planning and verification governance,,,P2,MANDATORY,NOT_STARTED,Gate 1 scope; Gate 2 compile/build; Gate 3 focused/regression; Gate 8 traceability,Proof/traceability drift,ADR-0001;ADR-0002,NORMALIZED,,ACTIVE,"Original classification=KEEP UNCHANGED; required change=Requirement, safety, phase, proof, and autonomous-execution rules maintained under Graphify.",P1,,,,,false,Planning/governance item; it constrains or verifies implementation but never owns feature implementation.,,14,true,Planning and verification governance,Planning and verification governance,REVIEWED_CONFIRMED,"Semantically normalized from PRODUCT using the source clause, section, capability, current-code evidence, and final-state disposition."
CAN-LAM-ARCH-342,LAM-ARCH-342,,INFORMATIONAL,Warm startup,Planning context records: Warm startup.,"Semantically normalized from PRODUCT using the source clause, section, capability, current-code evidence, and final-state disposition.",01-EVERYTHING-WE-ARE-KEEPING.md,38. Performance and Scale,Warm startup,lines 2203-2203,Existing implementation: plan/governance or target-only evidence,Planning and verification governance,,,P2,MANDATORY,NOT_STARTED,Gate 1 scope; Gate 2 compile/build; Gate 3 focused/regression; Gate 8 traceability,Proof/traceability drift,ADR-0001;ADR-0002,NORMALIZED,,ACTIVE,"Original classification=KEEP UNCHANGED; required change=Requirement, safety, phase, proof, and autonomous-execution rules maintained under Graphify.",P1,,,,,false,Planning/governance item; it constrains or verifies implementation but never owns feature implementation.,,14,true,Planning and verification governance,Planning and verification governance,REVIEWED_CONFIRMED,"Semantically normalized from PRODUCT using the source clause, section, capability, current-code evidence, and final-state disposition."
CAN-LAM-ARCH-343,LAM-ARCH-343,,INFORMATIONAL,Initial scan,Planning context records: Initial scan.,"Semantically normalized from PRODUCT using the source clause, section, capability, current-code evidence, and final-state disposition.",01-EVERYTHING-WE-ARE-KEEPING.md,38. Performance and Scale,Initial scan,lines 2204-2204,EXTRACTED current evidence: Codebase/mobile/lib/widgets/settings/free_up_space_settings.dart:L1-L909 (_hasScanned); Codebase/mobile/lib/presentation/widgets/images/image_provider.dart:L1-L193 (isCancelled),Planning and verification governance,,,P2,MANDATORY,NOT_STARTED,Gate 1 scope; Gate 2 compile/build; Gate 3 focused/regression; Gate 8 traceability,Proof/traceability drift,ADR-0001;ADR-0002,NORMALIZED,,ACTIVE,"Original classification=KEEP UNCHANGED; required change=Requirement, safety, phase, proof, and autonomous-execution rules maintained under Graphify.",P1,,,,,false,Planning/governance item; it constrains or verifies implementation but never owns feature implementation.,,14,true,Planning and verification governance,Planning and verification governance,REVIEWED_CONFIRMED,"Semantically normalized from PRODUCT using the source clause, section, capability, current-code evidence, and final-state disposition."
CAN-LAM-ARCH-344,LAM-ARCH-344,,INFORMATIONAL,Incremental scan,Planning context records: Incremental scan.,"Semantically normalized from PRODUCT using the source clause, section, capability, current-code evidence, and final-state disposition.",01-EVERYTHING-WE-ARE-KEEPING.md,38. Performance and Scale,Incremental scan,lines 2205-2205,EXTRACTED current evidence: Codebase/e2e/tsconfig.json:L15-L15 (incremental); Codebase/server/tsconfig.json:L16-L16 (incremental); Codebase/packages/cli/tsconfig.json:L15-L15 (incremental),Planning and verification governance,,,P2,MANDATORY,NOT_STARTED,Gate 1 scope; Gate 2 compile/build; Gate 3 focused/regression; Gate 8 traceability,Proof/traceability drift,ADR-0001;ADR-0002,NORMALIZED,,ACTIVE,"Original classification=KEEP UNCHANGED; required change=Requirement, safety, phase, proof, and autonomous-execution rules maintained under Graphify.",P1,,,,,false,Planning/governance item; it constrains or verifies implementation but never owns feature implementation.,,14,true,Planning and verification governance,Planning and verification governance,REVIEWED_CONFIRMED,"Semantically normalized from PRODUCT using the source clause, section, capability, current-code evidence, and final-state disposition."
CAN-LAM-ARCH-345,LAM-ARCH-345,CAN-SECTION-0108,ACCEPTANCE_CRITERION,Timeline scroll,Timeline scroll must remain responsive within the reviewed performance budget and preserve the prior position when data loads fail.,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior.",01-EVERYTHING-WE-ARE-KEEPING.md,38. Performance and Scale,Timeline scroll,lines 2208-2208,EXTRACTED current evidence: Codebase/web/src/routes/(user)/map/[[photos=photos]]/[[assetId=id]]/MapTimelinePanel.svelte:L1-L1 (MapTimelinePanel.svelte); Codebase/docs/src/components/timeline.tsx:L1-L1 (timeline.tsx); Codebase/e2e/src/ui/generators/timeline.ts:L1-L1 (timeline.ts); Codebase/e2e/src/ui/specs/timeline/utils.ts:L1-L1 (specs/timeline/utils.ts),Gallery and timeline,,"Given a large timeline, when the user scrolls, then responsiveness stays within budget and a failed load preserves the prior position.",P1,MANDATORY,NOT_STARTED,Timeline-scroll benchmark.,Parity or migration regression,ADR-0001;ADR-0002,EXPLICIT_REVIEWED_REWRITE,,ACTIVE,"Original classification=PORT; required change=Virtualized chronological browsing, selection, filters, and local-first asset loading.",P1,I14,I5;I15,,RG-FINAL,false,"Offline library experience responsibility. The decision used capability, source section, full statement, and final-state classification.",WP-I5-001,14,true,Gallery and timeline,Gallery and timeline,REVIEWED_CORRECTED,Performance label; rewrite adds the budget and stability results.
CAN-LAM-ARCH-346,LAM-ARCH-346,CAN-SECTION-0109,ACCEPTANCE_CRITERION,Mind-map loading,Mind-map loading must derive the map from canonical records within the reviewed performance budget and show a typed state when loading fails.,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior.",01-EVERYTHING-WE-ARE-KEEPING.md,38. Performance and Scale,Mind-map loading,lines 2213-2213,"EXTRACTED current evidence: Codebase/web/src/lib/components/shared-components/map/Map.svelte:L71-L71 ({
    mapMarkers = $bindable(),
    showSettings = true,
    zoom = undefined,
    center = $bindable(undefined),
    hash = false,
    simplified = false,
    clickable = false,
    useLocationPin = false,
    onOpenInMapView = undefined,
    onSelect = () => {},
    onClusterSelect,
    onClickPoint = () => {},
    popup,
    rounded = false,
    showSimpleControls = true,
    autoFitBounds = true,
  }); Codebase/server/src/services/map.service.ts:L1-L1 (map.service.ts); Codebase/server/src/controllers/map.controller.ts:L1-L1 (map.controller.ts); Codebase/server/src/repositories/map.repository.ts:L1-L1 (map.repository.ts)",Map and location,,"Given canonical records, when a mind map loads, then it renders within budget and failure shows a typed state.",P1,MANDATORY,NOT_STARTED,Mind-map load benchmark.,Parity or migration regression,ADR-0001;ADR-0002,EXPLICIT_REVIEWED_REWRITE,,ACTIVE,Original classification=REWRITE; required change=Offline-capable coordinate browsing and reviewed local location metadata.,P1,I9,I9;I15,,RG-FINAL,false,"Knowledge-graph projection responsibility. The decision used capability, source section, full statement, and final-state classification.",WP-I9-001,14,true,Map and location,Mind-map projections,REVIEWED_CORRECTED,Performance label; rewrite adds the budget and failure state.
CAN-LAM-ARCH-347,LAM-ARCH-347,,INFORMATIONAL,Idle CPU,Planning context records: Idle CPU.,"Semantically normalized from PRODUCT using the source clause, section, capability, current-code evidence, and final-state disposition.",01-EVERYTHING-WE-ARE-KEEPING.md,38. Performance and Scale,Idle CPU,lines 2215-2215,Existing implementation: plan/governance or target-only evidence,Planning and verification governance,,,P2,MANDATORY,NOT_STARTED,Gate 1 scope; Gate 2 compile/build; Gate 3 focused/regression; Gate 8 traceability,Proof/traceability drift,ADR-0001;ADR-0002,NORMALIZED,,ACTIVE,"Original classification=KEEP UNCHANGED; required change=Requirement, safety, phase, proof, and autonomous-execution rules maintained under Graphify.",P1,,,,,false,Planning/governance item; it constrains or verifies implementation but never owns feature implementation.,,14,true,Planning and verification governance,Planning and verification governance,REVIEWED_CONFIRMED,"Semantically normalized from PRODUCT using the source clause, section, capability, current-code evidence, and final-state disposition."
CAN-LAM-ARCH-348,LAM-ARCH-348,,IMPLEMENTATION_CONSTRAINT,The app must remain usable while background work runs,Implementation must honor this constraint: The app must remain usable while background work runs.,"Semantically normalized from PRODUCT using the source clause, section, capability, current-code evidence, and final-state disposition.",01-EVERYTHING-WE-ARE-KEEPING.md,38. Performance and Scale,The app must remain usable while background work runs.,lines 2219-2219,EXTRACTED current evidence: Codebase/mobile/pigeon/background_worker_api.dart:L1-L54 (background_worker_api.dart); Codebase/mobile/pigeon/background_worker_lock_api.dart:L1-L17 (background_worker_lock_api.dart); Codebase/mobile/lib/platform/background_worker_api.g.dart:L1-L365 (background_worker_api.g.dart); Codebase/mobile/ios/Runner/Background/BackgroundWorker.swift:L1-L1 (BackgroundWorker.swift),Planning and verification governance,,ACCEPT::Implementation must honor this constraint: The app must remain usable while background work runs.,P2,MANDATORY,NOT_STARTED,Gate 1 scope; Gate 2 compile/build; Gate 3 focused/regression; Gate 8 traceability,Proof/traceability drift,ADR-0001;ADR-0002,SUPERSEDED_GENERATED_TEMPLATE,,SUPERSEDED_GENERATED_TEMPLATE,"Original classification=KEEP UNCHANGED; required change=Requirement, safety, phase, proof, and autonomous-execution rules maintained under Graphify.",P1,,,,RG-FINAL,false,Planning/governance item; it constrains or verifies implementation but never owns feature implementation.,,14,true,Planning and verification governance,Planning and verification governance,NOT_APPLICABLE,"Generated broad template removed from the active canonical set; original source text remains trace evidence and active behavior is owned by explicit requirements, schemas, packages, and gates."
CAN-LAM-ARCH-349,LAM-ARCH-349,CAN-SECTION-0110,ACCEPTANCE_CRITERION,AGPL notices,The release bundle must include the required AGPL notices and the release gate must fail when any AGPL-covered component lacks its notice.,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior.",01-EVERYTHING-WE-ARE-KEEPING.md,39. Required Legal and Attribution Material We Are Keeping,AGPL notices,lines 2228-2228,EXTRACTED current evidence: Codebase/mobile/lib/utils/licenses.dart:L1-L42 (licenses.dart); Codebase/server/src/dtos/license.dto.ts:L1-L1 (license.dto.ts); Codebase/web/src/lib/utils/license-utils.ts:L1-L1 (license-utils.ts); Codebase/server/src/emails/license.email.tsx:L1-L1 (license.email.tsx),Legal and rebranding,,"Given the release manifest, when AGPL-notice validation runs, then every AGPL-covered component has its notice or release fails.",P1,MANDATORY,NOT_STARTED,AGPL-notice release check.,Parity or migration regression,ADR-0001;ADR-0002,EXPLICIT_REVIEWED_REWRITE,,ACTIVE,"Original classification=KEEP UNCHANGED; required change=Lamha identity with preserved AGPL, copyright, third-party, model, codec, binary, and font obligations.",P1,I1,I1;I15,,RG-FINAL,false,"Identity/legal responsibility. The decision used capability, source section, full statement, and final-state classification.",WP-I1-004,2,true,Legal and rebranding,Legal and rebranding,REVIEWED_CORRECTED,Legal-surface label; rewrite adds presence and release blocking.
CAN-LAM-ARCH-350,LAM-ARCH-350,CAN-SECTION-0110,ACCEPTANCE_CRITERION,Third-party licences,Third-party licences must be inventoried with attribution and redistribution review and the release gate must fail while any licence is unresolved.,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior.",01-EVERYTHING-WE-ARE-KEEPING.md,39. Required Legal and Attribution Material We Are Keeping,Third-party licences,lines 2230-2230,EXTRACTED current evidence: Codebase/mobile/lib/utils/licenses.dart:L1-L42 (licenses.dart); Codebase/server/src/dtos/license.dto.ts:L1-L1 (license.dto.ts); Codebase/web/src/lib/utils/license-utils.ts:L1-L1 (license-utils.ts); Codebase/server/src/emails/license.email.tsx:L1-L1 (license.email.tsx),Legal and rebranding,,"Given the third-party inventory, when licence validation runs, then every licence is recorded with attribution and unresolved rows block release.",P1,MANDATORY,NOT_STARTED,Third-party licence gate.,Parity or migration regression,ADR-0001;ADR-0002,EXPLICIT_REVIEWED_REWRITE,,ACTIVE,"Original classification=KEEP UNCHANGED; required change=Lamha identity with preserved AGPL, copyright, third-party, model, codec, binary, and font obligations.",P1,I1,I1;I15,,RG-FINAL,false,"Identity/legal responsibility. The decision used capability, source section, full statement, and final-state classification.",WP-I1-004,2,true,Legal and rebranding,Legal and rebranding,REVIEWED_CORRECTED,Legal-surface label; rewrite adds inventory and release blocking.
CAN-LAM-ARCH-351,LAM-ARCH-351,CAN-SECTION-0110,ACCEPTANCE_CRITERION,Codec licences,Codec licences must be inventoried with redistribution review and the release gate must fail while any codec licence is unresolved.,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior.",01-EVERYTHING-WE-ARE-KEEPING.md,39. Required Legal and Attribution Material We Are Keeping,Codec licences,lines 2232-2232,EXTRACTED current evidence: Codebase/mobile/lib/utils/licenses.dart:L1-L42 (licenses.dart); Codebase/server/src/dtos/license.dto.ts:L1-L1 (license.dto.ts); Codebase/web/src/lib/utils/license-utils.ts:L1-L1 (license-utils.ts); Codebase/server/src/emails/license.email.tsx:L1-L1 (license.email.tsx),Legal and rebranding,,"Given the codec inventory, when licence validation runs, then every codec has a reviewed licence and unresolved codecs block release.",P1,MANDATORY,NOT_STARTED,Codec-licence gate.,Parity or migration regression,ADR-0001;ADR-0002,EXPLICIT_REVIEWED_REWRITE,,ACTIVE,"Original classification=KEEP UNCHANGED; required change=Lamha identity with preserved AGPL, copyright, third-party, model, codec, binary, and font obligations.",P1,I1,I1;I15,,RG-FINAL,false,"Identity/legal responsibility. The decision used capability, source section, full statement, and final-state classification.",WP-I1-004,2,true,Legal and rebranding,Legal and rebranding,REVIEWED_CORRECTED,Legal-surface label; rewrite adds inventory and release blocking.
CAN-LAM-ARCH-352,LAM-ARCH-352,,INFORMATIONAL,Confirmed absence requiring new implementation,Planning context records: Confirmed absence requiring new implementation.,"Semantically normalized from GOVERNANCE using the source clause, section, capability, current-code evidence, and final-state disposition.",01-EVERYTHING-WE-ARE-KEEPING.md,40. Graphify Requirement,Confirmed absence requiring new implementation,lines 2246-2246,Existing implementation: plan/governance or target-only evidence,Planning and verification governance,,,P2,MANDATORY,NOT_STARTED,Gate 1 scope; Gate 2 compile/build; Gate 3 focused/regression; Gate 8 traceability; Gate 5 Tauri/UI,Proof/traceability drift,ADR-0001;ADR-0002,NORMALIZED,,ACTIVE,"Original classification=KEEP UNCHANGED; required change=Requirement, safety, phase, proof, and autonomous-execution rules maintained under Graphify.",P1,,,,,false,Planning/governance item; it constrains or verifies implementation but never owns feature implementation.,,1,true,Planning and verification governance,Planning and verification governance,REVIEWED_CONFIRMED,"Semantically normalized from GOVERNANCE using the source clause, section, capability, current-code evidence, and final-state disposition."
CAN-LAM-ARCH-353,LAM-ARCH-353,,INFORMATIONAL,Requirement ID,Planning context records: Requirement ID.,"Semantically normalized from GOVERNANCE using the source clause, section, capability, current-code evidence, and final-state disposition.",01-EVERYTHING-WE-ARE-KEEPING.md,40. Graphify Requirement,Requirement ID,lines 2250-2250,EXTRACTED current evidence: Codebase/docs/docs/install/requirements.md:L1-L80 (requirements.md),Planning and verification governance,,,P2,MANDATORY,NOT_STARTED,Gate 1 scope; Gate 2 compile/build; Gate 3 focused/regression; Gate 8 traceability; Gate 5 Tauri/UI,Proof/traceability drift,ADR-0001;ADR-0002,NORMALIZED,,ACTIVE,"Original classification=KEEP UNCHANGED; required change=Requirement, safety, phase, proof, and autonomous-execution rules maintained under Graphify.",P1,,,,,false,Planning/governance item; it constrains or verifies implementation but never owns feature implementation.,,1,true,Planning and verification governance,Planning and verification governance,REVIEWED_CONFIRMED,"Semantically normalized from GOVERNANCE using the source clause, section, capability, current-code evidence, and final-state disposition."
CAN-LAM-ARCH-354,LAM-ARCH-354,,INFORMATIONAL,Current line range,Planning context records: Current line range.,"Semantically normalized from GOVERNANCE using the source clause, section, capability, current-code evidence, and final-state disposition.",01-EVERYTHING-WE-ARE-KEEPING.md,40. Graphify Requirement,Current line range,lines 2254-2254,EXTRACTED current evidence: Codebase/mobile/lib/domain/services/timeline.service.dart:L1-L242 (timeline.service.dart); Codebase/web/src/lib/managers/timeline-manager/internal/search-support.svelte.ts:L39-L39 (findTimelineMonthForAsset()),Planning and verification governance,,,P2,MANDATORY,NOT_STARTED,Gate 1 scope; Gate 2 compile/build; Gate 3 focused/regression; Gate 8 traceability,Proof/traceability drift,ADR-0001;ADR-0002,NORMALIZED,,ACTIVE,"Original classification=KEEP UNCHANGED; required change=Requirement, safety, phase, proof, and autonomous-execution rules maintained under Graphify.",P1,,,,,false,Planning/governance item; it constrains or verifies implementation but never owns feature implementation.,,1,true,Planning and verification governance,Planning and verification governance,REVIEWED_CONFIRMED,"Semantically normalized from GOVERNANCE using the source clause, section, capability, current-code evidence, and final-state disposition."
