work_package_id,prerequisite_work_package_id,dependency_type,technical_rationale,evidence,review_status,reviewer_type,review_revision,reviewer_status,artificial_adjacency
WP-I2-011,WP-I2-007,REQUIRES_CONTRACT,The frontend bridge is generated from approved IPC contracts.,Prior curated dependency source: The frontend bridge is generated from approved IPC contracts.,REVIEWED_CONFIRMED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I2-013,WP-I2-003,REQUIRES_PLATFORM_PROOF,Shell smoke proof exercises the packaged local launch path.,Prior curated dependency source: Shell smoke proof exercises the packaged local launch path.,REVIEWED_CONFIRMED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I3-001,WP-I2-007,REQUIRES_COMMAND_CONTRACT,Authoritative records exposed through the desktop boundary require the stable versioned IPC envelope.,Record envelope and IPC versioning,REVIEWED_CONFIRMED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I3-002,WP-I3-001,REQUIRES_SCHEMA,Stable asset identity is an authoritative versioned record.,Prior curated dependency source: Stable asset identity is an authoritative versioned record.,REVIEWED_CONFIRMED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I3-003,WP-I2-004,REQUIRES_SECURITY_BOUNDARY,Root authority is enforced inside the granted Tauri capability.,Prior curated dependency source: Root authority is enforced inside the granted Tauri capability.,REVIEWED_CONFIRMED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I3-004,WP-I3-003,REQUIRES_SECURITY_BOUNDARY,Containment and reparse checks require an authorized-root model.,Prior curated dependency source: Containment and reparse checks require an authorized-root model.,REVIEWED_CONFIRMED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I3-005,WP-I3-001,REQUIRES_SCHEMA,Sidecar parsing targets a versioned record envelope.,Prior curated dependency source: Sidecar parsing targets a versioned record envelope.,REVIEWED_CONFIRMED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I3-006,WP-I3-005,REQUIRES_SCHEMA,Safe writes preserve and round-trip fields understood by the reader.,Prior curated dependency source: Safe writes preserve and round-trip fields understood by the reader.,REVIEWED_CONFIRMED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I3-007,WP-I3-001,REQUIRES_SCHEMA,Authoritative schema migrations require the closed record envelope and revision semantics.,Record envelope schema,REVIEWED_CONFIRMED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I3-008,WP-I3-001,REQUIRES_SCHEMA,Derived tables must trace to authoritative record fields.,Prior curated dependency source: Derived tables must trace to authoritative record fields.,REVIEWED_CONFIRMED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
