work_package_id,prerequisite_work_package_id,dependency_type,technical_rationale,evidence,review_status,reviewer_type,review_revision,reviewer_status,artificial_adjacency
WP-I10-011,WP-I0-004,REQUIRES_COMPONENT_DECISION,WP-I10-011 consumes the finalized ONNX Runtime decision owned by WP-I0-004.,Pass C component ledger; component ONNX Runtime.,REVIEWED_CONFIRMED,PASS_C_DEPENDENCY_REVIEWER,2026-08-06-pass-c,REVIEWED,false
WP-I10-011,WP-I10-009,REQUIRES_COMPONENT_DECISION,WP-I10-011 consumes the finalized OCR model/runtime decision owned by WP-I10-009.,Pass C component ledger; component OCR model/runtime.,REVIEWED_CONFIRMED,PASS_C_DEPENDENCY_REVIEWER,2026-08-06-pass-c,REVIEWED,false
WP-I10-011,WP-I10-010,REQUIRES_COMPONENT_DECISION,WP-I10-011 consumes the finalized Embedding model/runtime decision owned by WP-I10-010.,Pass C component ledger; component Embedding model/runtime.,REVIEWED_CONFIRMED,PASS_C_DEPENDENCY_REVIEWER,2026-08-06-pass-c,REVIEWED,false
WP-I10-011,WP-I3-002,REQUIRES_SCHEMA,Duplicate candidates reference stable asset identities and hashes.,Prior curated dependency source: Duplicate candidates reference stable asset identities and hashes.,REVIEWED_CORRECTED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I10-012,WP-I10-003,REQUIRES_MODEL_REGISTRY,"Location proposals must pin the selected model, version, and compatibility evidence.",AI candidate and model schemas,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I10-013,WP-I5-010,REQUIRES_REVIEW_PROTOCOL,AI suppression and invalidation require the Review Centre decision states and history semantics.,Review item and AI candidate schemas,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I11-001,WP-I3-006,REQUIRES_STORAGE,Metadata mutation persists via the safe sidecar protocol.,Prior curated dependency source: Metadata mutation persists via the safe sidecar protocol.,REVIEWED_CORRECTED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I11-001,WP-I3-011,REQUIRES_CONTRACT,Mutating batches require previewed operation plans.,Prior curated dependency source: Mutating batches require previewed operation plans.,REVIEWED_CORRECTED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I11-002,WP-I11-001,REQUIRES_COMMAND_CONTRACT,Batch metadata plans require the authority-aware editor command and conflict model.,Metadata editor contract,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I11-003,WP-I11-001,REQUIRES_SCHEMA,Metadata privacy removal must read authority and provenance before planning field removal.,Metadata authority editor,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I11-004,WP-I3-001,REQUIRES_SCHEMA,Non-destructive edits are versioned authoritative recipes.,Prior curated dependency source: Non-destructive edits are versioned authoritative recipes.,REVIEWED_CORRECTED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I11-006,WP-I11-004,REQUIRES_SCHEMA,Edited-copy export reads the revisioned non-destructive edit recipe record to materialize the output.,Pass 2 technical DAG review; explicit technical prerequisite.,REVIEWED_CORRECTED,,,,false
WP-I11-006,WP-I3-012,REQUIRES_STORAGE,Derivative export uses the filesystem transaction protocol.,Prior curated dependency source: Derivative export uses the filesystem transaction protocol.,REVIEWED_CORRECTED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I11-009,WP-I11-003,REQUIRES_SCHEMA,Privacy export recipes require the reviewed privacy-removal field and preservation semantics.,Privacy export recipe schema,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I11-010,WP-I3-006,REQUIRES_STORAGE,Metadata snapshots and restore require the transactional sidecar write protocol.,Sidecar write and snapshot schemas,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I11-011,WP-I3-015,REQUIRES_TRANSACTION_ENGINE,Edit revision conflicts require record revision and optimistic concurrency preconditions.,Revision precondition contract,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I11-012,WP-I3-014,REQUIRES_TRANSACTION_ENGINE,Editing recovery requires the durable crash recovery engine and journal terminal states.,Crash recovery engine,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I12-001,WP-I3-003,REQUIRES_SECURITY_BOUNDARY,Drive identity extends the authorized-root model.,Prior curated dependency source: Drive identity extends the authorized-root model.,REVIEWED_CORRECTED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I12-004,WP-I12-001,REQUIRES_STORAGE,Detached experience uses the external-drive registry records.,Pass 2 technical DAG review; explicit technical prerequisite.,REVIEWED_CORRECTED,,,,false
WP-I12-004,WP-I4-010,REQUIRES_INDEX,Detached browsing resolves records from the asset and path index.,Pass 2 technical DAG review; explicit technical prerequisite.,REVIEWED_CORRECTED,,,,false
WP-I12-005,WP-I12-004,REQUIRES_STORAGE,Pending sidecar overlays are the durable write path exposed by detached read-only mode.,Pending overlay authority,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I12-006,WP-I12-001,REQUIRES_IDENTITY,Root and asset relinking require stable drive identity independent of mount path.,Drive registry schema,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I12-007,WP-I3-014,REQUIRES_TRANSACTION_ENGINE,"Cross-volume copy-and-verify requires durable staging, verification, and crash recovery.",Filesystem transaction engine,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I12-008,WP-I3-004,REQUIRES_FILESYSTEM_AUTHORITY,Cross-platform adapters must enforce normalized paths and root escape protection.,Path normalization and escape tests,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I12-009,WP-I12-007,REQUIRES_TRANSACTION_ENGINE,Drive transaction recovery replays cross-volume copy-and-verify states after disconnection.,Cross-volume transaction states,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I13-001,WP-I3-001,REQUIRES_SCHEMA,Backup manifests inventory authoritative record revisions.,Prior curated dependency source: Backup manifests inventory authoritative record revisions.,REVIEWED_CORRECTED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I13-002,WP-I13-001,REQUIRES_SCHEMA,Backup execution consumes an approved manifest.,Prior curated dependency source: Backup execution consumes an approved manifest.,REVIEWED_CORRECTED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I13-002,WP-I3-012,REQUIRES_STORAGE,"Backup copies use staged, verified filesystem operations.","Prior curated dependency source: Backup copies use staged, verified filesystem operations.",REVIEWED_CORRECTED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I13-003,WP-I13-002,REQUIRES_STORAGE,Backup verification requires completed backup outputs and their manifest hashes.,Backup manifest and execution,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I13-005,WP-I0-004,REQUIRES_COMPONENT_DECISION,WP-I13-005 requires the WP-I0-004 component/path decision before exact implementation locations can be finalized.,Pass B path-strategy review; decision package WP-I0-004.,REVIEWED_CONFIRMED,PASS_B_DEPENDENCY_REVIEWER,2026-08-06-pass-b,REVIEWED,false
WP-I13-005,WP-I13-003,REQUIRES_STORAGE,Restore requires a verified backup set.,Prior curated dependency source: Restore requires a verified backup set.,REVIEWED_CORRECTED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I13-005,WP-I3-011,REQUIRES_CONTRACT,Restore collisions and effects are previewed as an operation plan.,Prior curated dependency source: Restore collisions and effects are previewed as an operation plan.,REVIEWED_CORRECTED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I13-006,WP-I3-010,REQUIRES_STORAGE,Trash operations journal through the filesystem operation journal.,Pass 2 technical DAG review; explicit technical prerequisite.,REVIEWED_CORRECTED,,,,false
WP-I13-006,WP-I3-011,REQUIRES_CONTRACT,Trash is a planned reversible move of a logical asset bundle.,Prior curated dependency source: Trash is a planned reversible move of a logical asset bundle.,REVIEWED_CORRECTED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I13-006,WP-I3-012,REQUIRES_TRANSACTION_ENGINE,Reversible trash commits through the prepare/stage transaction engine.,Pass 2 technical DAG review; explicit technical prerequisite.,REVIEWED_CORRECTED,,,,false
WP-I13-008,WP-I3-014,REQUIRES_TRANSACTION_ENGINE,Recovery records and audit derive from durable operation and crash-recovery states.,Operation journal and recovery engine,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I13-009,WP-I3-009,REQUIRES_DERIVED_INDEX,SQLite rebuild executes the previously defined derived-index rebuild contract and authority map.,Derived-index rebuild contract,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I13-010,WP-I10-003,REQUIRES_COMPONENT,AI cache rebuild regenerates projections from the reviewed model registry.,Pass 2 technical DAG review; explicit technical prerequisite.,REVIEWED_CORRECTED,,,,false
WP-I13-010,WP-I10-007,REQUIRES_MODEL_REGISTRY,AI cache rebuild requires task provenance and model compatibility to decide valid recomputation.,AI task and model registry,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I13-010,WP-I13-009,REQUIRES_INDEX,AI cache rebuild uses the SQLite index rebuild contract.,Pass 2 technical DAG review; explicit technical prerequisite.,REVIEWED_CORRECTED,,,,false
WP-I13-011,WP-I3-009,REQUIRES_INDEX,Full rebuild uses the authoritative-to-derived rebuild contract.,Prior curated dependency source: Full rebuild uses the authoritative-to-derived rebuild contract.,REVIEWED_CORRECTED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I14-001,WP-I0-007,REQUIRES_PLATFORM_PROOF,Performance comparisons require a recorded baseline harness.,Prior curated dependency source: Performance comparisons require a recorded baseline harness.,REVIEWED_CORRECTED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I14-003,WP-I14-001,REQUIRES_PLATFORM_PROOF,Gallery and viewer performance requires the reviewed scale fixtures and measurement protocol.,Performance fixture definitions,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I14-003,WP-I5-001,REQUIRES_COMPONENT,Gallery performance measures the production virtualized gallery rather than a synthetic component.,Gallery component,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I14-004,WP-I10-006,REQUIRES_AI_WORKER,AI resource budgets measure the production scheduler and worker lifecycle.,AI scheduler,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I14-004,WP-I14-001,REQUIRES_PLATFORM_PROOF,AI performance and resource budgets require the reviewed fixture sizes and measurement protocol.,Performance fixture definitions,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I14-005,WP-I2-002,REQUIRES_UI_SHELL,Accessibility semantics apply to the real static frontend.,Prior curated dependency source: Accessibility semantics apply to the real static frontend.,REVIEWED_CORRECTED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I14-009,WP-I10-008,REQUIRES_COMMAND_CONTRACT,"Background-job controls require typed progress, cancellation, and retry behavior.",AI progress commands,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I14-010,WP-I10-005,REQUIRES_PLATFORM_PROOF,Resource and power controls require the hardware assessment and provider capability results.,Hardware assessment,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I14-011,WP-I14-001,REQUIRES_PLATFORM_PROOF,Scheduling budgets are measured against the reviewed performance fixtures.,Pass 2 technical DAG review; explicit technical prerequisite.,REVIEWED_CORRECTED,,,,false
WP-I14-011,WP-I4-009,REQUIRES_COMPONENT,Thumbnail scheduling consumes the reviewed preview-generation component.,Pass 2 technical DAG review; explicit technical prerequisite.,REVIEWED_CORRECTED,,,,false
WP-I14-012,WP-I10-008,REQUIRES_RUNTIME,Cancellation latency applies to AI worker progress and retry state.,Pass 2 technical DAG review; explicit technical prerequisite.,REVIEWED_CORRECTED,,,,false
WP-I14-012,WP-I14-001,REQUIRES_PLATFORM_PROOF,Responsiveness budgets reference the reviewed fixture definitions.,Pass 2 technical DAG review; explicit technical prerequisite.,REVIEWED_CORRECTED,,,,false
WP-I14-013,WP-I14-001,REQUIRES_PLATFORM_PROOF,Accessibility fixtures reuse the reviewed fixture harness.,Pass 2 technical DAG review; explicit technical prerequisite.,REVIEWED_CORRECTED,,,,false
WP-I14-013,WP-I2-001,REQUIRES_UI_SHELL,Accessibility semantics apply to the real Tauri desktop shell surfaces.,Pass 2 technical DAG review; explicit technical prerequisite.,REVIEWED_CORRECTED,,,,false
WP-I14-013,WP-I9-001,REQUIRES_GRAPH_MODEL,Graph accessibility renders the canonical knowledge-graph projection.,Pass 2 technical DAG review; explicit technical prerequisite.,REVIEWED_CORRECTED,,,,false
WP-I14-014,WP-I0-004,REQUIRES_COMPONENT_DECISION,WP-I14-014 requires the WP-I0-004 component/path decision before exact implementation locations can be finalized.,Pass B path-strategy review; decision package WP-I0-004.,REVIEWED_CONFIRMED,PASS_B_DEPENDENCY_REVIEWER,2026-08-06-pass-b,REVIEWED,false
WP-I14-014,WP-I14-001,REQUIRES_PLATFORM_PROOF,Evidence collection reuses the declared performance fixtures.,Pass 2 technical DAG review; explicit technical prerequisite.,REVIEWED_CORRECTED,,,,false
WP-I14-014,WP-I15-001,REQUIRES_PLATFORM_PROOF,Per-platform evidence follows the cross-platform package proof requirements.,Pass 2 technical DAG review; explicit technical prerequisite.,REVIEWED_CORRECTED,,,,false
WP-I15-001,WP-I15-006,REQUIRES_COMPONENT_DECISION,Cross-platform packaging waits for final component/version/licence decisions.,Prior curated dependency source: Cross-platform packaging waits for final component/version/licence decisions.,REVIEWED_CORRECTED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I15-001,WP-I2-013,REQUIRES_PLATFORM_PROOF,Release packaging requires a proven desktop launch path.,Prior curated dependency source: Release packaging requires a proven desktop launch path.,REVIEWED_CORRECTED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I15-005,WP-I15-001,REQUIRES_RELEASE_GATE,Signing and notarization operate on the verified cross-platform package outputs.,Package build outputs,REVIEWED_CONFIRMED,PASS_B_DEPENDENCY_REVIEWER,2026-08-06-pass-b,REVIEWED,false
WP-I15-006,WP-I0-005,REQUIRES_DECISION,Runtime component licence decisions require exact selected toolchain and component versions.,Toolchain and component inventory,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I15-007,WP-I15-001,REQUIRES_RELEASE_GATE,The SBOM must describe the exact clean-machine package contents.,Cross-platform package outputs,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I15-007,WP-I15-006,REQUIRES_COMPONENT,"The SBOM and notices require final reviewed component identities, versions, and licence decisions.",Component licence manifest,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I15-008,WP-I15-001,REQUIRES_RELEASE_GATE,Integrated retained-feature parity runs against the final cross-platform package shape.,Clean-machine package proof,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I15-008,WP-I5-012,REQUIRES_RELEASE_GATE,Integrated parity requires the offline library parity surface.,Offline library parity,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I15-008,WP-I6-010,REQUIRES_RELEASE_GATE,Integrated parity includes event and Manage Later workflows.,Event UI package,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I15-008,WP-I7-011,REQUIRES_RELEASE_GATE,"Integrated parity includes people, group, and face curation workflows.",People UI package,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I15-014,WP-I0-010,REQUIRES_PROVENANCE,Final outbound verification compares runtime observations against the baseline outbound integration inventory.,Outbound inventory,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I15-014,WP-I7-010,REQUIRES_RELEASE_GATE,Final outbound verification includes the AI privacy and deletion surface.,Pass 2 technical DAG review; explicit technical prerequisite.,REVIEWED_CORRECTED,,,,false
WP-I15-015,WP-I15-008,REQUIRES_REPLACEMENT_VERIFIED,Legacy removal requires integrated retained-feature parity and migrated-caller proof before source deletion.,Prior curated dependency source: Legacy removal requires integrated retained-feature parity and migrated-caller proof before source deletion.,REVIEWED_CORRECTED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I15-015,WP-I15-014,REQUIRES_RELEASE_GATE,Legacy service and network-path removal requires final outbound and listener verification evidence.,Prior curated dependency source: Legacy service and network-path removal requires final outbound and listener verification evidence.,REVIEWED_CORRECTED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I2-001,WP-I0-005,REQUIRES_COMPONENT_DECISION,The Rust/Tauri shell cannot be selected or compiled before toolchain proof. WP-I2-001 consumes the finalized Rust toolchain decision owned by WP-I0-005.,Prior curated dependency source: The Rust/Tauri shell cannot be selected or compiled before toolchain proof.;Pass C component ledger;component Rust toolchain.,REVIEWED_CORRECTED,GPT_5_6_FINAL_REVIEW,2026-08-08-gpt-5.6-final,REVIEWED,false
WP-I2-002,WP-I0-004,REQUIRES_COMPONENT_DECISION,Static packaging depends on a reconciled frontend toolchain. WP-I2-002 requires the WP-I0-004 component/path decision before exact implementation locations can be finalized.,Prior curated dependency source: Static packaging depends on a reconciled frontend toolchain.;Pass B path-strategy review;decision package WP-I0-004.,REVIEWED_CORRECTED,GPT_5_6_FINAL_REVIEW,2026-08-08-gpt-5.6-final,REVIEWED,false
WP-I2-003,WP-I0-004,REQUIRES_COMPONENT_DECISION,WP-I2-003 requires the WP-I0-004 component/path decision before exact implementation locations can be finalized.,Pass B path-strategy review; decision package WP-I0-004.,REVIEWED_CONFIRMED,PASS_B_DEPENDENCY_REVIEWER,2026-08-06-pass-b,REVIEWED,false
WP-I2-003,WP-I2-001,REQUIRES_COMPONENT_DECISION,Offline launch requires a bootstrapped desktop runtime. WP-I2-003 consumes the finalized Tauri decision owned by WP-I2-001.,Prior curated dependency source: Offline launch requires a bootstrapped desktop runtime.;Pass C component ledger;component Tauri.,REVIEWED_CORRECTED,GPT_5_6_FINAL_REVIEW,2026-08-08-gpt-5.6-final,REVIEWED,false
WP-I2-003,WP-I2-002,REQUIRES_RUNTIME,Offline launch requires static frontend artifacts.,Prior curated dependency source: Offline launch requires static frontend artifacts.,REVIEWED_CORRECTED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
