"RelativePath","Classification","Disposition","Reason"
"docs/docs/FAQ.mdx","UPSTREAM PRODUCT/ARCHITECTURE/INSTALL DOCUMENTATION","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"docs/docs/features/casting.md","UPSTREAM PRODUCT/ARCHITECTURE/INSTALL DOCUMENTATION","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"docs/docs/features/command-line-interface.md","UPSTREAM PRODUCT/ARCHITECTURE/INSTALL DOCUMENTATION","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"docs/docs/features/duplicates-utility.md","UPSTREAM PRODUCT/ARCHITECTURE/INSTALL DOCUMENTATION","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"docs/docs/features/editing.mdx","UPSTREAM PRODUCT/ARCHITECTURE/INSTALL DOCUMENTATION","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"docs/docs/features/facial-recognition.md","UPSTREAM PRODUCT/ARCHITECTURE/INSTALL DOCUMENTATION","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"docs/docs/features/folder-view.md","UPSTREAM PRODUCT/ARCHITECTURE/INSTALL DOCUMENTATION","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"docs/docs/features/hardware-transcoding.md","UPSTREAM PRODUCT/ARCHITECTURE/INSTALL DOCUMENTATION","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"docs/docs/features/libraries.md","UPSTREAM PRODUCT/ARCHITECTURE/INSTALL DOCUMENTATION","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"docs/docs/features/ml-hardware-acceleration.md","UPSTREAM PRODUCT/ARCHITECTURE/INSTALL DOCUMENTATION","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"docs/docs/features/mobile-app.mdx","UPSTREAM PRODUCT/ARCHITECTURE/INSTALL DOCUMENTATION","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"docs/docs/features/mobile-backup.md","UPSTREAM PRODUCT/ARCHITECTURE/INSTALL DOCUMENTATION","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"docs/docs/features/monitoring.md","UPSTREAM PRODUCT/ARCHITECTURE/INSTALL DOCUMENTATION","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"docs/docs/features/partner-sharing.md","UPSTREAM PRODUCT/ARCHITECTURE/INSTALL DOCUMENTATION","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"docs/docs/features/reverse-geocoding.md","UPSTREAM PRODUCT/ARCHITECTURE/INSTALL DOCUMENTATION","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"docs/docs/features/searching.md","UPSTREAM PRODUCT/ARCHITECTURE/INSTALL DOCUMENTATION","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"docs/docs/features/sharing.md","UPSTREAM PRODUCT/ARCHITECTURE/INSTALL DOCUMENTATION","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"docs/docs/features/supported-formats.md","UPSTREAM PRODUCT/ARCHITECTURE/INSTALL DOCUMENTATION","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"docs/docs/features/tags.md","UPSTREAM PRODUCT/ARCHITECTURE/INSTALL DOCUMENTATION","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"docs/docs/features/user-settings.md","UPSTREAM PRODUCT/ARCHITECTURE/INSTALL DOCUMENTATION","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"docs/docs/features/xmp-sidecars.md","UPSTREAM PRODUCT/ARCHITECTURE/INSTALL DOCUMENTATION","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"docs/docs/guides/better-facial-clusters.md","UPSTREAM PRODUCT/ARCHITECTURE/INSTALL DOCUMENTATION","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"docs/docs/guides/custom-locations.md","UPSTREAM PRODUCT/ARCHITECTURE/INSTALL DOCUMENTATION","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"docs/docs/guides/custom-map-styles.md","UPSTREAM PRODUCT/ARCHITECTURE/INSTALL DOCUMENTATION","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"docs/docs/guides/database-gui.md","UPSTREAM PRODUCT/ARCHITECTURE/INSTALL DOCUMENTATION","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"docs/docs/guides/database-queries.md","UPSTREAM PRODUCT/ARCHITECTURE/INSTALL DOCUMENTATION","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"docs/docs/guides/docker-help.md","UPSTREAM PRODUCT/ARCHITECTURE/INSTALL DOCUMENTATION","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"docs/docs/guides/external-library.md","UPSTREAM PRODUCT/ARCHITECTURE/INSTALL DOCUMENTATION","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"docs/docs/guides/python-file-upload.md","UPSTREAM PRODUCT/ARCHITECTURE/INSTALL DOCUMENTATION","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"docs/docs/guides/remote-access.md","UPSTREAM PRODUCT/ARCHITECTURE/INSTALL DOCUMENTATION","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"docs/docs/guides/remote-machine-learning.md","UPSTREAM PRODUCT/ARCHITECTURE/INSTALL DOCUMENTATION","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"docs/docs/guides/scaling-immich.md","UPSTREAM PRODUCT/ARCHITECTURE/INSTALL DOCUMENTATION","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"docs/docs/guides/smtp-gmail.md","UPSTREAM PRODUCT/ARCHITECTURE/INSTALL DOCUMENTATION","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"docs/docs/guides/template-backup-script.md","UPSTREAM PRODUCT/ARCHITECTURE/INSTALL DOCUMENTATION","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"docs/docs/install/all-in-one.md","UPSTREAM PRODUCT/ARCHITECTURE/INSTALL DOCUMENTATION","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"docs/docs/install/config-file.md","UPSTREAM PRODUCT/ARCHITECTURE/INSTALL DOCUMENTATION","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"docs/docs/install/docker-compose.mdx","UPSTREAM PRODUCT/ARCHITECTURE/INSTALL DOCUMENTATION","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"docs/docs/install/environment-variables.md","UPSTREAM PRODUCT/ARCHITECTURE/INSTALL DOCUMENTATION","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"docs/docs/install/kubernetes.md","UPSTREAM PRODUCT/ARCHITECTURE/INSTALL DOCUMENTATION","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"docs/docs/install/one-click.md","UPSTREAM PRODUCT/ARCHITECTURE/INSTALL DOCUMENTATION","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"docs/docs/install/portainer.md","UPSTREAM PRODUCT/ARCHITECTURE/INSTALL DOCUMENTATION","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"docs/docs/install/post-install.mdx","UPSTREAM PRODUCT/ARCHITECTURE/INSTALL DOCUMENTATION","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"docs/docs/install/requirements.md","UPSTREAM PRODUCT/ARCHITECTURE/INSTALL DOCUMENTATION","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"docs/docs/install/script.md","UPSTREAM PRODUCT/ARCHITECTURE/INSTALL DOCUMENTATION","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"docs/docs/install/synology.md","UPSTREAM PRODUCT/ARCHITECTURE/INSTALL DOCUMENTATION","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"docs/docs/install/truenas.md","UPSTREAM PRODUCT/ARCHITECTURE/INSTALL DOCUMENTATION","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"docs/docs/install/unraid.md","UPSTREAM PRODUCT/ARCHITECTURE/INSTALL DOCUMENTATION","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"docs/docs/install/upgrading.md","UPSTREAM PRODUCT/ARCHITECTURE/INSTALL DOCUMENTATION","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"docs/docs/overview/comparison.md","UPSTREAM PRODUCT/ARCHITECTURE/INSTALL DOCUMENTATION","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"docs/docs/overview/help.md","UPSTREAM PRODUCT/ARCHITECTURE/INSTALL DOCUMENTATION","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"docs/docs/overview/quick-start.mdx","UPSTREAM PRODUCT/ARCHITECTURE/INSTALL DOCUMENTATION","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"docs/docs/overview/support-the-project.md","UPSTREAM PRODUCT/ARCHITECTURE/INSTALL DOCUMENTATION","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"docs/docs/partials/_docker-compose-install-steps.mdx","UPSTREAM PRODUCT/ARCHITECTURE/INSTALL DOCUMENTATION","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"docs/docs/partials/_mobile-app-backup.md","UPSTREAM PRODUCT/ARCHITECTURE/INSTALL DOCUMENTATION","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"docs/docs/partials/_mobile-app-download.md","UPSTREAM PRODUCT/ARCHITECTURE/INSTALL DOCUMENTATION","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"docs/docs/partials/_mobile-app-login.md","UPSTREAM PRODUCT/ARCHITECTURE/INSTALL DOCUMENTATION","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"docs/docs/partials/_register-admin.md","UPSTREAM PRODUCT/ARCHITECTURE/INSTALL DOCUMENTATION","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"docs/docs/partials/_server-backup.md","UPSTREAM PRODUCT/ARCHITECTURE/INSTALL DOCUMENTATION","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"docs/docs/partials/_storage-template.md","UPSTREAM PRODUCT/ARCHITECTURE/INSTALL DOCUMENTATION","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"docs/docs/partials/_user-create.md","UPSTREAM PRODUCT/ARCHITECTURE/INSTALL DOCUMENTATION","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"docs/README.md","UPSTREAM PRODUCT/ARCHITECTURE/INSTALL DOCUMENTATION","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"docs/src/pages/errors.md","UPSTREAM PRODUCT/ARCHITECTURE/INSTALL DOCUMENTATION","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"fastlane/README.md","PACKAGE/SUBSYSTEM README","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"machine-learning/README.md","PACKAGE/SUBSYSTEM README","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"machine-learning/README_es_ES.md","PACKAGE/SUBSYSTEM README","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"machine-learning/README_fr_FR.md","PACKAGE/SUBSYSTEM README","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"mobile/android/fastlane/README.md","PACKAGE/SUBSYSTEM README","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"mobile/ios/fastlane/README.md","PACKAGE/SUBSYSTEM README","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"mobile/ios/Runner/Assets.xcassets/LaunchImage.imageset/README.md","PACKAGE/SUBSYSTEM README","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"mobile/lib/domain/README.md","PACKAGE/SUBSYSTEM README","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"mobile/lib/infrastructure/README.md","PACKAGE/SUBSYSTEM README","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"mobile/openapi/README.md","GENERATED CLIENT DOCUMENTATION","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"mobile/README.md","PACKAGE/SUBSYSTEM README","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"packages/cli/README.md","PACKAGE/SUBSYSTEM README","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"packages/sdk/README.md","PACKAGE/SUBSYSTEM README","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"README.md","PACKAGE/SUBSYSTEM README","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"readme_i18n/README_ar_JO.md","UPSTREAM TRANSLATED README","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"readme_i18n/README_ca_ES.md","UPSTREAM TRANSLATED README","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"readme_i18n/README_de_DE.md","UPSTREAM TRANSLATED README","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"readme_i18n/README_es_ES.md","UPSTREAM TRANSLATED README","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"readme_i18n/README_fr_FR.md","UPSTREAM TRANSLATED README","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"readme_i18n/README_it_IT.md","UPSTREAM TRANSLATED README","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"readme_i18n/README_ja_JP.md","UPSTREAM TRANSLATED README","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"readme_i18n/README_ko_KR.md","UPSTREAM TRANSLATED README","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"readme_i18n/README_nl_NL.md","UPSTREAM TRANSLATED README","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"readme_i18n/README_pt_BR.md","UPSTREAM TRANSLATED README","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"readme_i18n/README_ru_RU.md","UPSTREAM TRANSLATED README","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"readme_i18n/README_sv_SE.md","UPSTREAM TRANSLATED README","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"readme_i18n/README_th_TH.md","UPSTREAM TRANSLATED README","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"readme_i18n/README_tr_TR.md","UPSTREAM TRANSLATED README","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"readme_i18n/README_uk_UA.md","UPSTREAM TRANSLATED README","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"readme_i18n/README_vi_VN.md","UPSTREAM TRANSLATED README","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"readme_i18n/README_zh_CN.md","UPSTREAM TRANSLATED README","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"readme_i18n/README_zh_TW.md","UPSTREAM TRANSLATED README","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"SECURITY.md","LEGAL/GOVERNANCE","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
"web/README.md","PACKAGE/SUBSYSTEM README","RETAIN AND CLASSIFY","Permitted repository documentation; not Lamha planning or Graphify output"
