"RelativePath","TopLevel","Extension","Bytes","Category","GraphPolicy","Reason"
"deployment/.gitignore","deployment",".gitignore","843","DEPLOYMENT","MAP","Container/deployment/packaging configuration"
"deployment/mise.lock","deployment",".lock","3526","DEPLOYMENT","MAP","Container/deployment/packaging configuration"
"deployment/mise.toml","deployment",".toml","404","DEPLOYMENT","MAP","Container/deployment/packaging configuration"
"deployment/modules/cloudflare/docs/.terraform.lock.hcl","deployment",".hcl","2124","DEPLOYMENT","MAP","Container/deployment/packaging configuration"
"deployment/modules/cloudflare/docs/config.tf","deployment",".tf","179","DEPLOYMENT","MAP","Container/deployment/packaging configuration"
"deployment/modules/cloudflare/docs/domain.tf","deployment",".tf","1302","DEPLOYMENT","MAP","Container/deployment/packaging configuration"
"deployment/modules/cloudflare/docs/locals.tf","deployment",".tf","345","DEPLOYMENT","MAP","Container/deployment/packaging configuration"
"deployment/modules/cloudflare/docs/providers.tf","deployment",".tf","121","DEPLOYMENT","MAP","Container/deployment/packaging configuration"
"deployment/modules/cloudflare/docs/remote-state.tf","deployment",".tf","358","DEPLOYMENT","MAP","Container/deployment/packaging configuration"
"deployment/modules/cloudflare/docs/terragrunt.hcl","deployment",".hcl","416","DEPLOYMENT","MAP","Container/deployment/packaging configuration"
"deployment/modules/cloudflare/docs/variables.tf","deployment",".tf","136","DEPLOYMENT","MAP","Container/deployment/packaging configuration"
"deployment/modules/cloudflare/docs-release/.terraform.lock.hcl","deployment",".hcl","2124","DEPLOYMENT","MAP","Container/deployment/packaging configuration"
"deployment/modules/cloudflare/docs-release/config.tf","deployment",".tf","179","DEPLOYMENT","MAP","Container/deployment/packaging configuration"
"deployment/modules/cloudflare/docs-release/domain.tf","deployment",".tf","582","DEPLOYMENT","MAP","Container/deployment/packaging configuration"
"deployment/modules/cloudflare/docs-release/providers.tf","deployment",".tf","121","DEPLOYMENT","MAP","Container/deployment/packaging configuration"
"deployment/modules/cloudflare/docs-release/remote-state.tf","deployment",".tf","575","DEPLOYMENT","MAP","Container/deployment/packaging configuration"
"deployment/modules/cloudflare/docs-release/terragrunt.hcl","deployment",".hcl","345","DEPLOYMENT","MAP","Container/deployment/packaging configuration"
"deployment/modules/cloudflare/docs-release/variables.tf","deployment",".tf","104","DEPLOYMENT","MAP","Container/deployment/packaging configuration"
"deployment/state.hcl","deployment",".hcl","494","DEPLOYMENT","MAP","Container/deployment/packaging configuration"
"design/.DS_Store","design",".ds_store","6148","OS_METADATA","EXPLICIT EXCLUSION","Operating-system metadata with no source or product semantics"
"design/immich-logo.png","design",".png","100972","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"design/immich-logo.svg","design",".svg","2053","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"design/immich-logo-inline-dark.png","design",".png","58890","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"design/immich-logo-inline-dark.svg","design",".svg","5610","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"design/immich-logo-inline-light.png","design",".png","58826","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"design/immich-logo-inline-light.svg","design",".svg","5555","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"design/immich-logo-stacked-dark.png","design",".png","113000","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"design/immich-logo-stacked-dark.svg","design",".svg","5665","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"design/immich-logo-stacked-light.png","design",".png","112951","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"design/immich-logo-stacked-light.svg","design",".svg","5665","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"design/immich-screenshots.png","design",".png","1875922","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"design/immich-text-dark.png","design",".png","36878","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"design/immich-text-light.png","design",".png","36839","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"docker/.gitignore","docker",".gitignore","4","DEPLOYMENT","MAP","Container/deployment/packaging configuration"
"docker/docker-compose.dev.yml","docker",".yml","6351","DEPLOYMENT","MAP","Container/deployment/packaging configuration"
"docker/docker-compose.prod.yml","docker",".yml","3168","DEPLOYMENT","MAP","Container/deployment/packaging configuration"
"docker/docker-compose.rootless.yml","docker",".yml","3307","DEPLOYMENT","MAP","Container/deployment/packaging configuration"
"docker/docker-compose.yml","docker",".yml","2829","DEPLOYMENT","MAP","Container/deployment/packaging configuration"
"docker/example.env","docker",".env","979","DEPLOYMENT","MAP","Container/deployment/packaging configuration"
"docker/hwaccel.ml.yml","docker",".yml","1421","DEPLOYMENT","MAP","Container/deployment/packaging configuration"
"docker/hwaccel.transcoding.yml","docker",".yml","1679","DEPLOYMENT","MAP","Container/deployment/packaging configuration"
"docker/prometheus.yml","docker",".yml","260","DEPLOYMENT","MAP","Container/deployment/packaging configuration"
"docker/README.md","docker",".md","239","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/.gitignore","docs",".gitignore","265","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/.prettierignore","docs",".prettierignore","20","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/.prettierrc","docs",".prettierrc","89","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/babel.config.js","docs",".js","89","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/administration/_category_.json","docs",".json","49","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/administration/backup-and-restore.md","docs",".md","17996","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/administration/email-notification.mdx","docs",".mdx","1157","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/administration/img/administration-panel.webp","docs",".webp","8832","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/administration/img/admin-jobs.webp","docs",".webp","330740","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/administration/img/admin-nightly-tasks.webp","docs",".webp","86946","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/administration/img/authentik-redirect.webp","docs",".webp","18626","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/administration/img/authentik-redirect-uris-example.webp","docs",".webp","56406","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/administration/img/delete-user.webp","docs",".webp","7296","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/administration/img/disable-password-login.webp","docs",".webp","3444","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/administration/img/enable-password-login.webp","docs",".webp","3350","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/administration/img/google-redirect-uris-example.webp","docs",".webp","10990","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/administration/img/immediately-remove-user.webp","docs",".webp","56578","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/administration/img/immich-email-notefaction.webp","docs",".webp","18550","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/administration/img/keycloak-access-settings.webp","docs",".webp","65934","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/administration/img/keycloak-capability-config.webp","docs",".webp","50792","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/administration/img/keycloak-general-settings.webp","docs",".webp","43384","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/administration/img/list-users.webp","docs",".webp","16960","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/administration/img/password-login-settings.webp","docs",".webp","4968","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/administration/img/reset-admin-password.webp","docs",".webp","9066","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/administration/img/restore-from-onboarding.webp","docs",".webp","69940","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/administration/img/restore-from-settings.webp","docs",".webp","101940","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/administration/img/send-user-email-notification.webp","docs",".webp","2810","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/administration/img/server-stats.webp","docs",".webp","105256","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/administration/img/user-edit-menu.webp","docs",".webp","79936","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/administration/img/user-management-update.webp","docs",".webp","15830","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/administration/img/user-notifications-settings.webp","docs",".webp","33800","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/administration/img/user-notifications-templates.webp","docs",".webp","78876","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/administration/img/user-quota-size.webp","docs",".webp","98628","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/administration/img/user-storage-label.webp","docs",".webp","35682","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/administration/jobs-workers.md","docs",".md","2710","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/administration/maintenance-mode.md","docs",".md","1024","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/administration/oauth.md","docs",".md","18428","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/administration/postgres-standalone.md","docs",".md","7756","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/administration/reverse-proxy.md","docs",".md","4321","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/administration/server-commands.md","docs",".md","4184","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/administration/server-stats.md","docs",".md","302","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/administration/storage-template.mdx","docs",".mdx","108","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/administration/system-integrity.md","docs",".md","2101","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/administration/system-settings.md","docs",".md","14529","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/administration/user-management.mdx","docs",".mdx","3181","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/api.md","docs",".md","1023","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/developer/_category_.json","docs",".json","44","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/developer/architecture.mdx","docs",".mdx","7161","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/developer/database-migrations.md","docs",".md","908","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/developer/devcontainers.md","docs",".md","15308","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/developer/directories.md","docs",".md","1544","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/developer/img/app-architecture.drawio.xml","docs",".xml","16281","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/developer/img/app-architecture.webp","docs",".webp","17476","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/developer/img/immich_mobile_architecture.drawio","docs",".drawio","9632","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/developer/img/immich_mobile_architecture.svg","docs",".svg","20882","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/developer/pr-checklist.md","docs",".md","2833","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/developer/setup.md","docs",".md","8075","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/developer/testing.md","docs",".md","729","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/developer/translations.md","docs",".md","1093","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/developer/troubleshooting.md","docs",".md","853","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/FAQ.mdx","docs",".mdx","29431","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/features/_category_.json","docs",".json","43","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/features/casting.md","docs",".md","1288","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/features/command-line-interface.md","docs",".md","7393","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/features/duplicates-utility.md","docs",".md","2586","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/features/editing.mdx","docs",".mdx","742","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/features/facial-recognition.md","docs",".md","8425","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/features/folder-view.md","docs",".md","865","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/features/hardware-transcoding.md","docs",".md","6544","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/features/img/advanced-search-filters.webp","docs",".webp","69338","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/features/img/android-backup-options.webp","docs",".webp","15926","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/features/img/background-app-refresh.webp","docs",".webp","13698","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/features/img/backup-album-selection.webp","docs",".webp","47478","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/features/img/backup-album-sync.webp","docs",".webp","27772","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/features/img/backup-options.webp","docs",".webp","43636","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/features/img/backup-settings-access.webp","docs",".webp","15062","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/features/img/enable-backup-button.webp","docs",".webp","52592","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/features/img/facial-recognition-1.webp","docs",".webp","77744","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/features/img/facial-recognition-2.webp","docs",".webp","97992","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/features/img/facial-recognition-3.webp","docs",".webp","293248","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/features/img/facial-recognition-4.webp","docs",".webp","78836","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/features/img/folder-access.webp","docs",".webp","13888","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/features/img/folder-view-1.webp","docs",".webp","112562","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/features/img/folder-view-enable.webp","docs",".webp","17512","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/features/img/free-up-space.webp","docs",".webp","138110","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/features/img/gcast-enable.webp","docs",".webp","18036","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/features/img/library-custom-scan-interval.webp","docs",".webp","60398","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/features/img/me.webp","docs",".webp","15884","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/features/img/mobile-upload-open-photo.webp","docs",".webp","20354","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/features/img/mobile-upload-selected-photos.webp","docs",".webp","236090","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/features/img/obtain-api-key.webp","docs",".webp","7988","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/features/img/obtain-api-key-2.webp","docs",".webp","74370","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/features/img/partner-sharing-1.webp","docs",".webp","89966","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/features/img/partner-sharing-2.webp","docs",".webp","19802","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/features/img/partner-sharing-3.webp","docs",".webp","19452","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/features/img/partner-sharing-4.webp","docs",".webp","34292","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/features/img/partner-sharing-5.webp","docs",".webp","45708","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/features/img/partner-sharing-6.webp","docs",".webp","9606","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/features/img/partner-sharing-7.webp","docs",".webp","40006","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/features/img/partner-sharing-8.webp","docs",".webp","12544","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/features/img/public-shared-link-album.webp","docs",".webp","28070","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/features/img/public-shared-link-form.webp","docs",".webp","38882","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/features/img/public-shared-link-individual.webp","docs",".webp","326584","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/features/img/read-only-mode.webp","docs",".webp","173876","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/features/img/reverse-geocoding-mobile1.webp","docs",".webp","153490","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/features/img/reverse-geocoding-mobile2.webp","docs",".webp","101202","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/features/img/reverse-geocoding-mobile3.webp","docs",".webp","70318","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/features/img/shared-album.webp","docs",".webp","114788","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/features/img/shared-album-mobile.webp","docs",".webp","234656","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/features/img/shared-album-user-selection.webp","docs",".webp","34226","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/features/img/sidecar-jobs.webp","docs",".webp","12788","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/features/img/tag-creation.webp","docs",".webp","20162","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/features/img/tag-enable.webp","docs",".webp","40030","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/features/img/tag-form.webp","docs",".webp","6086","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/features/img/tag-view.webp","docs",".webp","75004","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/features/img/user-change-password.webp","docs",".webp","4802","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/features/img/user-popup.webp","docs",".webp","3164","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/features/img/user-profile.webp","docs",".webp","6894","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/features/img/user-settings-1.webp","docs",".webp","2984","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/features/img/user-settings-2.webp","docs",".webp","9006","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/features/img/user-settings-3.webp","docs",".webp","58816","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/features/img/web-edit-download.webp","docs",".webp","137696","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/features/img/web-edit-interface.webp","docs",".webp","95388","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/features/libraries.md","docs",".md","11986","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"docs/docs/features/ml-hardware-acceleration.md","docs",".md","10809","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
