Package ID,Canonical ID,Requirement statement,Capability,Phase,Authority owner,Read or mutation classification,Existing Codebase path,Planned Codebase path,Contract owner,Schema owner,Command owner,Persistence owner,Test owner,Failure owner,Recovery owner,Candidate package,Final package,Alternative package considered,Keep or move decision,Item-specific rationale,Evidence,Reviewer role,Review revision,Review status
WP-I5-014,CAN-LAM-ARCH-271,"When a reviewer reviews items one by one, Lamha must present one item at a time and record each decision before advancing.",Review Centre,I5,Review filters and queue operations,MIXED,Codebase/server/src/repositories/workflow.repository.ts;Codebase/server/src/services/workflow.service.ts;Codebase/web/src/lib/components/asset-viewer/PhotoSphereViewerAdapter.svelte,Codebase/src-tauri/src/wp_i5_014/,WP-I5-014,WP-I5-014,,WP-I5-014,WP-I5-014,WP-I5-014,WP-I5-014,WP-I5-014,WP-I5-014,,KEEP,"Source 01-EVERYTHING-WE-ARE-KEEPING.md section '27. Review Centre' locator 'lines 1838-1838' clause 'One by one' requires 'When a reviewer reviews items one by one, Lamha must present one item at a time and record each decision before advancing.'. The reviewed actor is The Review Centre subsystem; trigger is 'a reviewer reviews items one by one'; observable result is 'Given a queue, when one-by-one review runs, then one item is presented at a time and each decision is recorded before advancing.'; verification is 'One-by-one review fixture.'; authority is Owned by Review Centre in I5; writes execute only through the reviewed WP-I5-014 boundary; Codebase evidence: EXISTING_VERIFIED (Verified existing paths: ['Codebase/web/src/lib/components/asset-viewer/PhotoSphereViewerAdapter.svelte', 'Codebase/serv). Decision: CONFIRMED because no semantic defect was found.",reviewed-actionable-requirements-v3.csv; reviewed-package-codebase-map-v1.csv,PASS_B_MEMBER_REVIEWER,2026-08-06-pass-b-final,REVIEWED_CONFIRMED
WP-I5-010,CAN-LAM-ARCH-272,"When a reviewer approves an item, Lamha must commit the approved transition with provenance and revision and leave other items unchanged.",Review Centre,I5,Review-state mutations,MIXED,Codebase/server/src/repositories/workflow.repository.ts;Codebase/server/src/services/workflow.service.ts;Codebase/web/src/lib/components/asset-viewer/PhotoSphereViewerAdapter.svelte,Codebase/src-tauri/src/wp_i5_010/,WP-I5-010,WP-I5-010,review.list;review.get;review.approve;review.reject;review.defer,WP-I5-010,WP-I5-010,WP-I5-010,WP-I5-010,WP-I5-010,WP-I5-010,,KEEP,"Source 01-EVERYTHING-WE-ARE-KEEPING.md section '27. Review Centre' locator 'lines 1840-1840' clause 'Approve' requires 'When a reviewer approves an item, Lamha must commit the approved transition with provenance and revision and leave other items unchanged.'. The reviewed actor is The Review Centre subsystem; trigger is 'a reviewer approves an item'; observable result is 'Given a pending item, when approval is confirmed, then that item commits with provenance and other items remain unchanged.'; verification is 'Approve fixture with scope checks.'; authority is Owned by Review Centre in I5; writes execute only through the reviewed WP-I5-010 boundary; Codebase evidence: EXISTING_VERIFIED (Verified existing paths: ['Codebase/web/src/lib/components/asset-viewer/PhotoSphereViewerAdapter.svelte', 'Codebase/serv). Decision: CONFIRMED because no semantic defect was found.",reviewed-actionable-requirements-v3.csv; reviewed-package-codebase-map-v1.csv,PASS_B_MEMBER_REVIEWER,2026-08-06-pass-b-final,REVIEWED_CONFIRMED
WP-I5-010,CAN-LAM-ARCH-273,"When a reviewer suppresses an item, Lamha must persist the suppression and exclude the item and matching future items from review queues.",Review Centre,I5,Review-state mutations,MIXED,Codebase/server/src/repositories/workflow.repository.ts;Codebase/server/src/services/workflow.service.ts;Codebase/web/src/lib/components/asset-viewer/PhotoSphereViewerAdapter.svelte,Codebase/src-tauri/src/wp_i5_010/,WP-I5-010,WP-I5-010,review.list;review.get;review.approve;review.reject;review.defer,WP-I5-010,WP-I5-010,WP-I5-010,WP-I5-010,WP-I5-010,WP-I5-010,,KEEP,"Source 01-EVERYTHING-WE-ARE-KEEPING.md section '27. Review Centre' locator 'lines 1842-1842' clause 'Suppress' requires 'When a reviewer suppresses an item, Lamha must persist the suppression and exclude the item and matching future items from review queues.'. The reviewed actor is The Review Centre subsystem; trigger is 'a reviewer suppresses an item'; observable result is 'Given a pending item, when suppression is confirmed, then the item is suppressed and matching future items are excluded.'; verification is 'Suppress fixture with exclusion checks.'; authority is Owned by Review Centre in I5; writes execute only through the reviewed WP-I5-010 boundary; Codebase evidence: EXISTING_VERIFIED (Verified existing paths: ['Codebase/web/src/lib/components/asset-viewer/PhotoSphereViewerAdapter.svelte', 'Codebase/serv). Decision: CONFIRMED because no semantic defect was found.",reviewed-actionable-requirements-v3.csv; reviewed-package-codebase-map-v1.csv,PASS_B_MEMBER_REVIEWER,2026-08-06-pass-b-final,REVIEWED_CONFIRMED
WP-I5-010,CAN-LAM-ARCH-274,"When a reviewer defers an item, Lamha must persist the deferred state and restore the item to the queue unchanged on reopen.",Review Centre,I5,Review-state mutations,MIXED,Codebase/server/src/repositories/workflow.repository.ts;Codebase/server/src/services/workflow.service.ts;Codebase/web/src/lib/components/asset-viewer/PhotoSphereViewerAdapter.svelte,Codebase/src-tauri/src/wp_i5_010/,WP-I5-010,WP-I5-010,review.list;review.get;review.approve;review.reject;review.defer,WP-I5-010,WP-I5-010,WP-I5-010,WP-I5-010,WP-I5-010,WP-I5-010,,KEEP,"Source 01-EVERYTHING-WE-ARE-KEEPING.md section '27. Review Centre' locator 'lines 1843-1843' clause 'Defer' requires 'When a reviewer defers an item, Lamha must persist the deferred state and restore the item to the queue unchanged on reopen.'. The reviewed actor is The Review Centre subsystem; trigger is 'a reviewer defers an item'; observable result is 'Given a pending item, when deferral is confirmed, then the item is deferred and reopen restores it unchanged.'; verification is 'Defer/reopen fixture.'; authority is Owned by Review Centre in I5; writes execute only through the reviewed WP-I5-010 boundary; Codebase evidence: EXISTING_VERIFIED (Verified existing paths: ['Codebase/web/src/lib/components/asset-viewer/PhotoSphereViewerAdapter.svelte', 'Codebase/serv). Decision: CONFIRMED because no semantic defect was found.",reviewed-actionable-requirements-v3.csv; reviewed-package-codebase-map-v1.csv,PASS_B_MEMBER_REVIEWER,2026-08-06-pass-b-final,REVIEWED_CONFIRMED
WP-I5-014,CAN-LAM-ARCH-275,"When a reviewer skips an item, Lamha must move to the next item without changing the skipped item's state.",Review Centre,I5,Review filters and queue operations,MIXED,Codebase/server/src/repositories/workflow.repository.ts;Codebase/server/src/services/workflow.service.ts;Codebase/web/src/lib/components/asset-viewer/PhotoSphereViewerAdapter.svelte,Codebase/src-tauri/src/wp_i5_014/,WP-I5-014,WP-I5-014,,WP-I5-014,WP-I5-014,WP-I5-014,WP-I5-014,WP-I5-014,WP-I5-014,,KEEP,"Source 01-EVERYTHING-WE-ARE-KEEPING.md section '27. Review Centre' locator 'lines 1844-1844' clause 'Skip' requires 'When a reviewer skips an item, Lamha must move to the next item without changing the skipped item's state.'. The reviewed actor is The Review Centre subsystem; trigger is 'a reviewer skips an item'; observable result is 'Given a queue, when skip is chosen, then the next item is presented and the skipped item's state remains unchanged.'; verification is 'Skip fixture with no-mutation assertion.'; authority is Owned by Review Centre in I5; writes execute only through the reviewed WP-I5-014 boundary; Codebase evidence: EXISTING_VERIFIED (Verified existing paths: ['Codebase/web/src/lib/components/asset-viewer/PhotoSphereViewerAdapter.svelte', 'Codebase/serv). Decision: CONFIRMED because no semantic defect was found.",reviewed-actionable-requirements-v3.csv; reviewed-package-codebase-map-v1.csv,PASS_B_MEMBER_REVIEWER,2026-08-06-pass-b-final,REVIEWED_CONFIRMED
WP-I5-010,CAN-LAM-ARCH-276,"When a reviewer marks an item intentional, Lamha must persist the intentional marker with provenance and exclude the item from future duplicate or suggestion queues.",Review Centre,I5,Review-state mutations,MIXED,Codebase/server/src/repositories/workflow.repository.ts;Codebase/server/src/services/workflow.service.ts;Codebase/web/src/lib/components/asset-viewer/PhotoSphereViewerAdapter.svelte,Codebase/src-tauri/src/wp_i5_010/,WP-I5-010,WP-I5-010,review.list;review.get;review.approve;review.reject;review.defer,WP-I5-010,WP-I5-010,WP-I5-010,WP-I5-010,WP-I5-010,WP-I5-010,,KEEP,"Source 01-EVERYTHING-WE-ARE-KEEPING.md section '27. Review Centre' locator 'lines 1845-1845' clause 'Mark intentional' requires 'When a reviewer marks an item intentional, Lamha must persist the intentional marker with provenance and exclude the item from future duplicate or suggestion queues.'. The reviewed actor is The Review Centre subsystem; trigger is 'a reviewer marks an item intentional'; observable result is 'Given a review item, when it is marked intentional, then the marker is persisted and the item is excluded from matching future queues.'; verification is 'Mark-intentional fixture.'; authority is Owned by Review Centre in I5; writes execute only through the reviewed WP-I5-010 boundary; Codebase evidence: EXISTING_VERIFIED (Verified existing paths: ['Codebase/web/src/lib/components/asset-viewer/PhotoSphereViewerAdapter.svelte', 'Codebase/serv). Decision: CONFIRMED because no semantic defect was found.",reviewed-actionable-requirements-v3.csv; reviewed-package-codebase-map-v1.csv,PASS_B_MEMBER_REVIEWER,2026-08-06-pass-b-final,REVIEWED_CONFIRMED
WP-I5-010,CAN-LAM-ARCH-277,"When a reviewer applies a decision to a selection, Lamha must commit the decision to exactly the selected items and report per-item results.",Review Centre,I5,Review-state mutations,MIXED,Codebase/mobile/lib/providers/cleanup.provider.dart;Codebase/mobile/lib/widgets/common/selection_sliver_app_bar.dart;Codebase/web/src/lib/modals/AssetSelectionChangeDateModal.svelte,Codebase/src-tauri/src/wp_i5_010/,WP-I5-010,WP-I5-010,review.list;review.get;review.approve;review.reject;review.defer,WP-I5-010,WP-I5-010,WP-I5-010,WP-I5-010,WP-I5-010,WP-I5-010,,KEEP,"Source 01-EVERYTHING-WE-ARE-KEEPING.md section '27. Review Centre' locator 'lines 1846-1846' clause 'Apply to selection' requires 'When a reviewer applies a decision to a selection, Lamha must commit the decision to exactly the selected items and report per-item results.'. The reviewed actor is The Review Centre subsystem; trigger is 'a reviewer applies a decision to a selection'; observable result is 'Given a selected set, when the decision is applied, then exactly the selected items change and each result is reported.'; verification is 'Apply-to-selection fixture.'; authority is Owned by Review Centre in I5; writes execute only through the reviewed WP-I5-010 boundary; Codebase evidence: EXISTING_VERIFIED (Verified existing paths: ['Codebase/mobile/lib/providers/cleanup.provider.dart', 'Codebase/web/src/lib/modals/PartnerSel). Decision: CONFIRMED because no semantic defect was found.",reviewed-actionable-requirements-v3.csv; reviewed-package-codebase-map-v1.csv,PASS_B_MEMBER_REVIEWER,2026-08-06-pass-b-final,REVIEWED_CONFIRMED
WP-I5-013,CAN-LAM-ARCH-278,"When a reviewer asks for the suggestion reason, Lamha must display the model, source, and configuration provenance behind the suggestion without changing its state.",Review Centre,I5,Read and navigation surfaces,MIXED,Codebase/mobile/openapi/lib/model/search_suggestion_type.dart;Codebase/server/src/dtos/search.dto.ts;Codebase/server/src/services/search.service.ts,Codebase/src-tauri/src/wp_i5_013/,WP-I5-013,WP-I5-013,,WP-I5-013,WP-I5-013,WP-I5-013,WP-I5-013,WP-I5-013,WP-I5-013,,KEEP,"Source 01-EVERYTHING-WE-ARE-KEEPING.md section '27. Review Centre' locator 'lines 1852-1852' clause 'See suggestion reason' requires 'When a reviewer asks for the suggestion reason, Lamha must display the model, source, and configuration provenance behind the suggestion without changing its state.'. The reviewed actor is The Review Centre subsystem; trigger is 'a reviewer asks for the suggestion reason'; observable result is 'Given a suggestion, when its reason is requested, then model, source, and configuration provenance are displayed and no state change occurs.'; verification is 'Suggestion-reason fixture.'; authority is Owned by Review Centre in I5; writes execute only through the reviewed WP-I5-013 boundary; Codebase evidence: EXISTING_VERIFIED (Verified existing paths: ['Codebase/mobile/openapi/lib/model/search_suggestion_type.dart', 'Codebase/web/src/lib/modals/). Decision: CONFIRMED because no semantic defect was found.",reviewed-actionable-requirements-v3.csv; reviewed-package-codebase-map-v1.csv,PASS_B_MEMBER_REVIEWER,2026-08-06-pass-b-final,REVIEWED_CONFIRMED
WP-I3-011,CAN-LAM-ARCH-279,"When a file or folder operation would collide, Lamha must detect the collision, preview the conflict, and apply nothing until the user approves a safe resolution.",Filesystem transactions and recovery,I3,File-operation plan contract,MIXED,Codebase/machine-learning/immich_ml/models/facial_recognition/detection.py;Codebase/machine-learning/immich_ml/models/ocr/detection.py;Codebase/mobile/openapi/lib/model/duplicate_detection_config.dart,Codebase/src-tauri/src/wp_i3_011/,WP-I3-011,WP-I3-011,operations.simulate;operations.get;operations.list;operations.diagnostics_export,WP-I3-011,WP-I3-011,WP-I3-011,WP-I3-011,WP-I3-011,WP-I3-011,,KEEP,"Source 01-EVERYTHING-WE-ARE-KEEPING.md section '28. File and Folder Management' locator 'lines 1872-1872' clause 'Collision detection' requires 'When a file or folder operation would collide, Lamha must detect the collision, preview the conflict, and apply nothing until the user approves a safe resolution.'. The reviewed actor is The Filesystem transactions and recovery subsystem; trigger is 'a file or folder operation would collide'; observable result is 'Given a colliding operation, when the collision is detected, then the conflict is previewed and no change occurs until approval.'; verification is 'Collision fixture with approval checks.'; authority is Owned by Filesystem transactions and recovery in I3; writes execute only through the reviewed WP-I3-011 boundary; Codebase evidence: EXISTING_VERIFIED (Verified existing paths: ['Codebase/machine-learning/immich_ml/models/ocr/detection.py', 'Codebase/mobile/openapi/lib/mo). Decision: CONFIRMED because no semantic defect was found.",reviewed-actionable-requirements-v3.csv; reviewed-package-codebase-map-v1.csv,PASS_B_MEMBER_REVIEWER,2026-08-06-pass-b-final,REVIEWED_CONFIRMED
WP-I3-011,CAN-LAM-ARCH-280,"Before any file or folder mutation commits, Lamha must show a preview of the planned changes and require explicit approval.",Filesystem transactions and recovery,I3,File-operation plan contract,MIXED,Codebase/server/src/controllers/library.controller.ts;Codebase/server/src/repositories/library.repository.ts;Codebase/server/src/services/library.service.ts,Codebase/src-tauri/src/wp_i3_011/,WP-I3-011,WP-I3-011,operations.simulate;operations.get;operations.list;operations.diagnostics_export,WP-I3-011,WP-I3-011,WP-I3-011,WP-I3-011,WP-I3-011,WP-I3-011,,KEEP,"Source 01-EVERYTHING-WE-ARE-KEEPING.md section '28. File and Folder Management' locator 'lines 1873-1873' clause 'Preview' requires 'Before any file or folder mutation commits, Lamha must show a preview of the planned changes and require explicit approval.'. The reviewed actor is The Filesystem transactions and recovery subsystem; trigger is 'Preview'; observable result is 'Given a planned mutation, when preview runs, then the changes are shown and commit requires approval.'; verification is 'Mutation-preview fixture.'; authority is Owned by Filesystem transactions and recovery in I3; writes execute only through the reviewed WP-I3-011 boundary; Codebase evidence: EXISTING_VERIFIED (Verified existing paths: ['Codebase/server/src/services/library.service.ts', 'Codebase/server/src/services/storage.servi). Decision: CONFIRMED because no semantic defect was found.",reviewed-actionable-requirements-v3.csv; reviewed-package-codebase-map-v1.csv,PASS_B_MEMBER_REVIEWER,2026-08-06-pass-b-final,REVIEWED_CONFIRMED
WP-I3-011,CAN-LAM-ARCH-281,"When a move or rename commits, Lamha must verify source and destination hashes and leave a typed error with unchanged paths if verification fails.",Filesystem transactions and recovery,I3,File-operation plan contract,MIXED,Codebase/mobile/lib/widgets/forms/pin_verification_form.dart;Codebase/mobile/openapi/lib/model/system_config_storage_template_dto.dart;Codebase/web/src/routes/(user)/utilities/duplicates/[[photos=photos]]/[[assetId=id]]/+page.svelte,Codebase/src-tauri/src/wp_i3_011/,WP-I3-011,WP-I3-011,operations.simulate;operations.get;operations.list;operations.diagnostics_export,WP-I3-011,WP-I3-011,WP-I3-011,WP-I3-011,WP-I3-011,WP-I3-011,,KEEP,"Source 01-EVERYTHING-WE-ARE-KEEPING.md section '28. File and Folder Management' locator 'lines 1874-1874' clause 'Hash verification' requires 'When a move or rename commits, Lamha must verify source and destination hashes and leave a typed error with unchanged paths if verification fails.'. The reviewed actor is The Filesystem transactions and recovery subsystem; trigger is 'a move or rename commits'; observable result is 'Given a planned move or rename, when commit runs, then hashes verify at both ends and failure leaves paths unchanged.'; verification is 'Hash-verification fixture.'; authority is Owned by Filesystem transactions and recovery in I3; writes execute only through the reviewed WP-I3-011 boundary; Codebase evidence: EXISTING_VERIFIED (Verified existing paths: ['Codebase/mobile/openapi/lib/model/system_config_storage_template_dto.dart', 'Codebase/mobile/). Decision: CONFIRMED because no semantic defect was found.",reviewed-actionable-requirements-v3.csv; reviewed-package-codebase-map-v1.csv,PASS_B_MEMBER_REVIEWER,2026-08-06-pass-b-final,REVIEWED_CONFIRMED
WP-I3-014,CAN-LAM-ARCH-282,"When a sidecar is repaired, Lamha must preserve the original bytes until a validated replacement is committed and must record the repair in history.",Filesystem transactions and recovery,I3,Crash recovery engine,MIXED,Codebase/server/src/controllers/asset.controller.ts;Codebase/server/src/repositories/metadata.repository.ts;Codebase/server/src/services/metadata.service.ts,Codebase/src-tauri/src/wp_i3_014/,WP-I3-014,WP-I3-014,operations.recover;operations.rollback,WP-I3-014,WP-I3-014,WP-I3-014,WP-I3-014,WP-I3-014,WP-I3-014,,KEEP,"Source 01-EVERYTHING-WE-ARE-KEEPING.md section '28. File and Folder Management' locator 'lines 1880-1880' clause 'Sidecar repair' requires 'When a sidecar is repaired, Lamha must preserve the original bytes until a validated replacement is committed and must record the repair in history.'. The reviewed actor is The Filesystem transactions and recovery subsystem; trigger is 'a sidecar is repaired'; observable result is 'Given a malformed sidecar, when repair commits, then the validated replacement is stored, the original is preserved until commit, and the repair is recorded.'; verification is 'Sidecar-repair fixture.'; authority is Owned by Filesystem transactions and recovery in I3; writes execute only through the reviewed WP-I3-014 boundary; Codebase evidence: EXISTING_VERIFIED (Verified existing paths: ['Codebase/server/src/services/metadata.service.ts', 'Codebase/server/src/repositories/metadata). Decision: CONFIRMED because no semantic defect was found.",reviewed-actionable-requirements-v3.csv; reviewed-package-codebase-map-v1.csv,PASS_B_MEMBER_REVIEWER,2026-08-06-pass-b-final,REVIEWED_CONFIRMED
WP-I4-007,CAN-LAM-ARCH-283,"When consistency detection compares the recorded hash with the current hash, Lamha must report matches and mismatches and never overwrite or delete the file on mismatch.",Media ingestion and derivation,I4,Content hashing and verification,MIXED,Codebase/server/src/services/duplicate.service.ts;Codebase/web/src/routes/(user)/utilities/duplicates/[[photos=photos]]/[[assetId=id]]/+page.svelte;Codebase/web/src/routes/(user)/utilities/duplicates/[[photos=photos]]/[[assetId=id]]/+page.ts,Codebase/src-tauri/src/wp_i4_007/,WP-I4-007,WP-I4-007,assets.hash_verify,WP-I4-007,WP-I4-007,WP-I4-007,WP-I4-007,WP-I4-007,WP-I4-007,,KEEP,"Source 01-EVERYTHING-WE-ARE-KEEPING.md section '29. Consistency Detection' locator 'lines 1898-1898' clause 'Recorded hash versus current hash' requires 'When consistency detection compares the recorded hash with the current hash, Lamha must report matches and mismatches and never overwrite or delete the file on mismatch.'. The reviewed actor is The Media ingestion and derivation subsystem; trigger is 'consistency detection compares the recorded hash with the current hash'; observable result is 'Given an asset, when hash comparison runs, then the result is reported and mismatched files remain unchanged.'; verification is 'Hash-consistency fixture.'; authority is Owned by Media ingestion and derivation in I4; writes execute only through the reviewed WP-I4-007 boundary; Codebase evidence: EXISTING_VERIFIED (Verified existing paths: ['Codebase/web/src/routes/(user)/utilities/duplicates/[[photos=photos]]/[[assetId=id]]/+page.ts). Decision: CONFIRMED because no semantic defect was found.",reviewed-actionable-requirements-v3.csv; reviewed-package-codebase-map-v1.csv,PASS_B_MEMBER_REVIEWER,2026-08-06-pass-b-final,REVIEWED_CONFIRMED
WP-I4-006,CAN-LAM-ARCH-284,"When an orphan sidecar is found, Lamha must create a review item with the sidecar and suspected asset without deleting or modifying the sidecar.",Media ingestion and derivation,I4,Companion-media detection,MIXED,Codebase/server/src/controllers/asset.controller.ts;Codebase/server/src/repositories/metadata.repository.ts;Codebase/server/src/services/metadata.service.ts,Codebase/src-tauri/src/wp_i4_006/,WP-I4-006,WP-I4-006,,WP-I4-006,WP-I4-006,WP-I4-006,WP-I4-006,WP-I4-006,WP-I4-006,,KEEP,"Source 01-EVERYTHING-WE-ARE-KEEPING.md section '29. Consistency Detection' locator 'lines 1902-1902' clause 'Orphan sidecar' requires 'When an orphan sidecar is found, Lamha must create a review item with the sidecar and suspected asset without deleting or modifying the sidecar.'. The reviewed actor is The Media ingestion and derivation subsystem; trigger is 'an orphan sidecar is found'; observable result is 'Given an orphan sidecar, when consistency detection runs, then a review item is created and the sidecar remains unchanged.'; verification is 'Orphan-sidecar fixture.'; authority is Owned by Media ingestion and derivation in I4; writes execute only through the reviewed WP-I4-006 boundary; Codebase evidence: EXISTING_VERIFIED (Verified existing paths: ['Codebase/server/src/services/metadata.service.ts', 'Codebase/server/src/repositories/metadata). Decision: CONFIRMED because no semantic defect was found.",reviewed-actionable-requirements-v3.csv; reviewed-package-codebase-map-v1.csv,PASS_B_MEMBER_REVIEWER,2026-08-06-pass-b-final,REVIEWED_CONFIRMED
WP-I11-003,CAN-LAM-ARCH-291,"When privacy removal targets GPS metadata, Lamha must create a reviewed mutation/export plan that preserves source provenance and the managed original while removing approved coordinate fields only from the selected output or authoritative revision.",Metadata privacy removal,I11,Metadata privacy removal,MIXED,Codebase/server/src/controllers/asset.controller.ts;Codebase/server/src/repositories/metadata.repository.ts;Codebase/server/src/services/metadata.service.ts,Codebase/src-tauri/src/wp_i11_003/,WP-I11-003,WP-I11-003,,WP-I11-003,WP-I11-003,WP-I11-003,WP-I11-003,WP-I11-003,WP-I11-003,,KEEP,"Source 01-EVERYTHING-WE-ARE-KEEPING.md section '30.2 Remove embedded metadata' locator 'lines 1932-1932' clause 'GPS' requires 'When privacy removal targets GPS metadata, Lamha must create a reviewed mutation/export plan that preserves source provenance and the managed original while removing approved coordinate fields only from the selected output or authoritative revision.'. The reviewed actor is The Metadata privacy removal subsystem; trigger is 'privacy removal targets GPS metadata'; observable result is 'When privacy removal targets GPS metadata, Lamha must create a reviewed mutation/export plan that preserves source provenance and the managed original while removing approved coordinate fields only from the selected output or authoritative revision.'; verification is 'Given an asset with embedded, JSON, and XMP coordinates, when a privacy-clean export is approved, then the export contains none of the selected GPS fields, the managed original hash is unchanged, and the recipe records every removed field.'; authority is Owned by Metadata privacy removal in I11; writes execute only through the reviewed WP-I11-003 boundary; Codebase evidence: EXISTING_VERIFIED (Verified existing paths: ['Codebase/server/src/services/metadata.service.ts', 'Codebase/server/src/repositories/metadata). Decision: CONFIRMED because no semantic defect was found.",reviewed-actionable-requirements-v3.csv; reviewed-package-codebase-map-v1.csv,PASS_B_MEMBER_REVIEWER,2026-08-06-pass-b-final,REVIEWED_CONFIRMED
WP-I11-003,CAN-LAM-ARCH-292,"When embedded-metadata removal targets device serial data, Lamha must remove it from the exported copy while preserving the original file.",Editing,I11,Metadata privacy removal,MIXED,Codebase/e2e/src/ui/generators/timeline/timeline-config.ts;Codebase/server/src/controllers/asset.controller.ts;Codebase/server/src/repositories/metadata.repository.ts,Codebase/src-tauri/src/wp_i11_003/,WP-I11-003,WP-I11-003,,WP-I11-003,WP-I11-003,WP-I11-003,WP-I11-003,WP-I11-003,WP-I11-003,,KEEP,"Source 01-EVERYTHING-WE-ARE-KEEPING.md section '30.2 Remove embedded metadata' locator 'lines 1933-1933' clause 'Device serial data' requires 'When embedded-metadata removal targets device serial data, Lamha must remove it from the exported copy while preserving the original file.'. The reviewed actor is The Editing subsystem; trigger is 'embedded-metadata removal targets device serial data'; observable result is 'Given a privacy export targeting device serial data, when the export runs, then the field is absent from the copy and the original remains unchanged.'; verification is 'Device-serial removal fixture.'; authority is Owned by Editing in I11; writes execute only through the reviewed WP-I11-003 boundary; Codebase evidence: EXISTING_VERIFIED (Verified existing paths: ['Codebase/server/src/services/metadata.service.ts', 'Codebase/server/src/repositories/metadata). Decision: CONFIRMED because no semantic defect was found.",reviewed-actionable-requirements-v3.csv; reviewed-package-codebase-map-v1.csv,PASS_B_MEMBER_REVIEWER,2026-08-06-pass-b-final,REVIEWED_CONFIRMED
WP-I11-003,CAN-LAM-ARCH-293,"When embedded-metadata removal targets identifying camera fields, Lamha must remove them from the exported copy while preserving the original file.",Editing,I11,Metadata privacy removal,MIXED,Codebase/server/src/controllers/asset.controller.ts;Codebase/server/src/repositories/metadata.repository.ts;Codebase/server/src/services/metadata.service.ts,Codebase/src-tauri/src/wp_i11_003/,WP-I11-003,WP-I11-003,,WP-I11-003,WP-I11-003,WP-I11-003,WP-I11-003,WP-I11-003,WP-I11-003,,KEEP,"Source 01-EVERYTHING-WE-ARE-KEEPING.md section '30.2 Remove embedded metadata' locator 'lines 1934-1934' clause 'Identifying camera fields' requires 'When embedded-metadata removal targets identifying camera fields, Lamha must remove them from the exported copy while preserving the original file.'. The reviewed actor is The Editing subsystem; trigger is 'embedded-metadata removal targets identifying camera fields'; observable result is 'Given a privacy export targeting identifying camera fields, when the export runs, then those fields are absent from the copy and the original remains unchanged.'; verification is 'Camera-field removal fixture.'; authority is Owned by Editing in I11; writes execute only through the reviewed WP-I11-003 boundary; Codebase evidence: EXISTING_VERIFIED (Verified existing paths: ['Codebase/server/src/services/metadata.service.ts', 'Codebase/server/src/repositories/metadata). Decision: CONFIRMED because no semantic defect was found.",reviewed-actionable-requirements-v3.csv; reviewed-package-codebase-map-v1.csv,PASS_B_MEMBER_REVIEWER,2026-08-06-pass-b-final,REVIEWED_CONFIRMED
WP-I11-003,CAN-LAM-ARCH-294,"When embedded-metadata removal targets author or creator fields, Lamha must remove them from the exported copy while preserving the original file.",Editing,I11,Metadata privacy removal,MIXED,Codebase/server/src/controllers/asset.controller.ts;Codebase/server/src/repositories/metadata.repository.ts;Codebase/server/src/services/metadata.service.ts,Codebase/src-tauri/src/wp_i11_003/,WP-I11-003,WP-I11-003,,WP-I11-003,WP-I11-003,WP-I11-003,WP-I11-003,WP-I11-003,WP-I11-003,,KEEP,"Source 01-EVERYTHING-WE-ARE-KEEPING.md section '30.2 Remove embedded metadata' locator 'lines 1935-1935' clause 'Author/creator' requires 'When embedded-metadata removal targets author or creator fields, Lamha must remove them from the exported copy while preserving the original file.'. The reviewed actor is The Editing subsystem; trigger is 'embedded-metadata removal targets author or creator fields'; observable result is 'Given a privacy export targeting author/creator fields, when the export runs, then those fields are absent from the copy and the original remains unchanged.'; verification is 'Author-field removal fixture.'; authority is Owned by Editing in I11; writes execute only through the reviewed WP-I11-003 boundary; Codebase evidence: EXISTING_VERIFIED (Verified existing paths: ['Codebase/server/src/services/metadata.service.ts', 'Codebase/server/src/repositories/metadata). Decision: CONFIRMED because no semantic defect was found.",reviewed-actionable-requirements-v3.csv; reviewed-package-codebase-map-v1.csv,PASS_B_MEMBER_REVIEWER,2026-08-06-pass-b-final,REVIEWED_CONFIRMED
WP-I11-003,CAN-LAM-ARCH-295,"When embedded-metadata removal targets comments, Lamha must remove them from the exported copy while preserving the original file.",Editing,I11,Metadata privacy removal,MIXED,Codebase/e2e/tsconfig.json;Codebase/packages/cli/tsconfig.json;Codebase/packages/plugin-sdk/tsconfig.json,Codebase/src-tauri/src/wp_i11_003/,WP-I11-003,WP-I11-003,,WP-I11-003,WP-I11-003,WP-I11-003,WP-I11-003,WP-I11-003,WP-I11-003,,KEEP,"Source 01-EVERYTHING-WE-ARE-KEEPING.md section '30.2 Remove embedded metadata' locator 'lines 1936-1936' clause 'Comments' requires 'When embedded-metadata removal targets comments, Lamha must remove them from the exported copy while preserving the original file.'. The reviewed actor is The Editing subsystem; trigger is 'embedded-metadata removal targets comments'; observable result is 'Given a privacy export targeting comments, when the export runs, then comments are absent from the copy and the original remains unchanged.'; verification is 'Comment-removal fixture.'; authority is Owned by Editing in I11; writes execute only through the reviewed WP-I11-003 boundary; Codebase evidence: EXISTING_VERIFIED (Verified existing paths: ['Codebase/e2e/tsconfig.json', 'Codebase/server/tsconfig.json', 'Codebase/packages/cli/tsconfig). Decision: CONFIRMED because no semantic defect was found.",reviewed-actionable-requirements-v3.csv; reviewed-package-codebase-map-v1.csv,PASS_B_MEMBER_REVIEWER,2026-08-06-pass-b-final,REVIEWED_CONFIRMED
