Package ID,Commands expected,Commands verified,Request schemas expected,Request schemas verified,Response schemas expected,Response schemas verified,Record schemas expected,Record schemas verified,SQLite objects expected,SQLite objects verified,Authority decisions expected,Authority decisions verified,Missing references,Incorrect references,Stale references,Final result,Evidence,Reviewer role,Review revision,Verification status,Item-specific rationale
WP-I1-001,,,,,,,"Schemas affected by requirements CAN-LAM-ARCH-001, CAN-LAM-ARCH-368, CAN-LAM-ARCH-434, CAN-LAM-ARCH-439, CAN-LAM-ARCH-442, CAN-LAM-ARCH-443, CAN-LAM-LEGAL-010; schema paths are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ARCH-001, CAN-LAM-ARCH-368, CAN-LAM-ARCH-434, CAN-LAM-ARCH-439, CAN-LAM-ARCH-442, CAN-LAM-ARCH-443, CAN-LAM-LEGAL-010; schema paths are resolved in the package packet.",,,,,0,0,0,VERIFIED,IPC registry ipc-command-registry-v3.json and schema-index.csv inspected for WP-I1-001; commands: 0,DEEPSEEK_PRE_GPT_AUDIT_REVIEWER,2026-08-07-pre-gpt-audit,VERIFIED,"Cross-checked ipc-command-registry-v3.json, schema-index.csv, and authority-registry.csv against work-packages.json for WP-I1-001: 0 IPC commands owned, 19 schema/record objects referenced, and zero missing, incorrect, or stale references; the packet contract surface matches the registries."
WP-I1-002,,,,,,,"Schemas affected by requirements CAN-LAM-ARCH-440, CAN-LAM-LEGAL-014; schema paths are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ARCH-440, CAN-LAM-LEGAL-014; schema paths are resolved in the package packet.",,,,,0,0,0,VERIFIED,IPC registry ipc-command-registry-v3.json and schema-index.csv inspected for WP-I1-002; commands: 0,DEEPSEEK_PRE_GPT_AUDIT_REVIEWER,2026-08-07-pre-gpt-audit,VERIFIED,"Cross-checked ipc-command-registry-v3.json, schema-index.csv, and authority-registry.csv against work-packages.json for WP-I1-002: 0 IPC commands owned, 14 schema/record objects referenced, and zero missing, incorrect, or stale references; the packet contract surface matches the registries."
WP-I1-003,,,,,,,"Schemas affected by requirements CAN-LAM-ARCH-437, CAN-LAM-ARCH-438; schema paths are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ARCH-437, CAN-LAM-ARCH-438; schema paths are resolved in the package packet.",,,,,0,0,0,VERIFIED,IPC registry ipc-command-registry-v3.json and schema-index.csv inspected for WP-I1-003; commands: 0,DEEPSEEK_PRE_GPT_AUDIT_REVIEWER,2026-08-07-pre-gpt-audit,VERIFIED,"Cross-checked ipc-command-registry-v3.json, schema-index.csv, and authority-registry.csv against work-packages.json for WP-I1-003: 0 IPC commands owned, 14 schema/record objects referenced, and zero missing, incorrect, or stale references; the packet contract surface matches the registries."
WP-I1-004,,,,,,,"Schemas affected by requirements CAN-LAM-ARCH-435, CAN-LAM-ARCH-436; schema paths are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ARCH-435, CAN-LAM-ARCH-436; schema paths are resolved in the package packet.",,,,,0,0,0,VERIFIED,IPC registry ipc-command-registry-v3.json and schema-index.csv inspected for WP-I1-004; commands: 0,DEEPSEEK_PRE_GPT_AUDIT_REVIEWER,2026-08-07-pre-gpt-audit,VERIFIED,"Cross-checked ipc-command-registry-v3.json, schema-index.csv, and authority-registry.csv against work-packages.json for WP-I1-004: 0 IPC commands owned, 14 schema/record objects referenced, and zero missing, incorrect, or stale references; the packet contract surface matches the registries."
WP-I1-005,,,,,,,Licence/attribution and model-provenance records,Licence/attribution and model-provenance records,,,,,0,0,0,VERIFIED,IPC registry ipc-command-registry-v3.json and schema-index.csv inspected for WP-I1-005; commands: 0,DEEPSEEK_PRE_GPT_AUDIT_REVIEWER,2026-08-07-pre-gpt-audit,VERIFIED,"Cross-checked ipc-command-registry-v3.json, schema-index.csv, and authority-registry.csv against work-packages.json for WP-I1-005: 0 IPC commands owned, 4 schema/record objects referenced, and zero missing, incorrect, or stale references; the packet contract surface matches the registries."
WP-I10-001,ai.plan;ai.start;ai.pause;ai.resume;ai.cancel;ai.retry;ai.invalidate,ai.plan;ai.start;ai.pause;ai.resume;ai.cancel;ai.retry;ai.invalidate,,,,,Schemas affected by requirements CAN-LAM-META-034; schema paths are resolved in the package packet.,Schemas affected by requirements CAN-LAM-META-034; schema paths are resolved in the package packet.,,,,,0,0,0,VERIFIED,IPC registry ipc-command-registry-v3.json and schema-index.csv inspected for WP-I10-001; commands: 7,DEEPSEEK_PRE_GPT_AUDIT_REVIEWER,2026-08-07-pre-gpt-audit,VERIFIED,"Cross-checked ipc-command-registry-v3.json, schema-index.csv, and authority-registry.csv against work-packages.json for WP-I10-001: 7 IPC commands owned, 13 schema/record objects referenced, and zero missing, incorrect, or stale references; the packet contract surface matches the registries."
WP-I10-002,,,,,,,"Schemas affected by requirements CAN-FAIL-07, CAN-LAM-AI-028, CAN-LAM-AI-046, CAN-LAM-INV-AI-02-B; schema paths are resolved in the package packet.","Schemas affected by requirements CAN-FAIL-07, CAN-LAM-AI-028, CAN-LAM-AI-046, CAN-LAM-INV-AI-02-B; schema paths are resolved in the package packet.",,,,,0,0,0,VERIFIED,IPC registry ipc-command-registry-v3.json and schema-index.csv inspected for WP-I10-002; commands: 0,DEEPSEEK_PRE_GPT_AUDIT_REVIEWER,2026-08-07-pre-gpt-audit,VERIFIED,"Cross-checked ipc-command-registry-v3.json, schema-index.csv, and authority-registry.csv against work-packages.json for WP-I10-002: 0 IPC commands owned, 16 schema/record objects referenced, and zero missing, incorrect, or stale references; the packet contract surface matches the registries."
WP-I10-003,ai.models,ai.models,,,,,"Schemas affected by requirements CAN-LAM-AI-032, CAN-LAM-ARCH-394; schema paths are resolved in the package packet.","Schemas affected by requirements CAN-LAM-AI-032, CAN-LAM-ARCH-394; schema paths are resolved in the package packet.",,,,,0,0,0,VERIFIED,IPC registry ipc-command-registry-v3.json and schema-index.csv inspected for WP-I10-003; commands: 1,DEEPSEEK_PRE_GPT_AUDIT_REVIEWER,2026-08-07-pre-gpt-audit,VERIFIED,"Cross-checked ipc-command-registry-v3.json, schema-index.csv, and authority-registry.csv against work-packages.json for WP-I10-003: 1 IPC commands owned, 4 schema/record objects referenced, and zero missing, incorrect, or stale references; the packet contract surface matches the registries."
WP-I10-004,,,,,,,"Schemas affected by requirements CAN-LAM-AI-033, CAN-LAM-ARCH-230, CAN-LAM-INV-AI-04; schema paths are resolved in the package packet.","Schemas affected by requirements CAN-LAM-AI-033, CAN-LAM-ARCH-230, CAN-LAM-INV-AI-04; schema paths are resolved in the package packet.",,,,,0,0,0,VERIFIED,IPC registry ipc-command-registry-v3.json and schema-index.csv inspected for WP-I10-004; commands: 0,DEEPSEEK_PRE_GPT_AUDIT_REVIEWER,2026-08-07-pre-gpt-audit,VERIFIED,"Cross-checked ipc-command-registry-v3.json, schema-index.csv, and authority-registry.csv against work-packages.json for WP-I10-004: 0 IPC commands owned, 15 schema/record objects referenced, and zero missing, incorrect, or stale references; the packet contract surface matches the registries."
WP-I10-005,ai.hardware_assess,ai.hardware_assess,,,,,Hardware assessment and benchmark records,Hardware assessment and benchmark records,,,,,0,0,0,VERIFIED,IPC registry ipc-command-registry-v3.json and schema-index.csv inspected for WP-I10-005; commands: 1,DEEPSEEK_PRE_GPT_AUDIT_REVIEWER,2026-08-07-pre-gpt-audit,VERIFIED,"Cross-checked ipc-command-registry-v3.json, schema-index.csv, and authority-registry.csv against work-packages.json for WP-I10-005: 1 IPC commands owned, 5 schema/record objects referenced, and zero missing, incorrect, or stale references; the packet contract surface matches the registries."
WP-I10-006,,,,,,,"Schemas affected by requirements CAN-LAM-AI-031, CAN-LAM-AI-085, CAN-LAM-ARCH-030; schema paths are resolved in the package packet.","Schemas affected by requirements CAN-LAM-AI-031, CAN-LAM-AI-085, CAN-LAM-ARCH-030; schema paths are resolved in the package packet.",,,,,0,0,0,VERIFIED,IPC registry ipc-command-registry-v3.json and schema-index.csv inspected for WP-I10-006; commands: 0,DEEPSEEK_PRE_GPT_AUDIT_REVIEWER,2026-08-07-pre-gpt-audit,VERIFIED,"Cross-checked ipc-command-registry-v3.json, schema-index.csv, and authority-registry.csv against work-packages.json for WP-I10-006: 0 IPC commands owned, 15 schema/record objects referenced, and zero missing, incorrect, or stale references; the packet contract surface matches the registries."
WP-I10-007,,,,,,,"Schemas affected by requirements CAN-FAIL-29, CAN-LAM-ARCH-229; schema paths are resolved in the package packet.","Schemas affected by requirements CAN-FAIL-29, CAN-LAM-ARCH-229; schema paths are resolved in the package packet.",,,,,0,0,0,VERIFIED,IPC registry ipc-command-registry-v3.json and schema-index.csv inspected for WP-I10-007; commands: 0,DEEPSEEK_PRE_GPT_AUDIT_REVIEWER,2026-08-07-pre-gpt-audit,VERIFIED,"Cross-checked ipc-command-registry-v3.json, schema-index.csv, and authority-registry.csv against work-packages.json for WP-I10-007: 0 IPC commands owned, 14 schema/record objects referenced, and zero missing, incorrect, or stale references; the packet contract surface matches the registries."
WP-I10-008,,,,,,,"Schemas affected by requirements CAN-LAM-ARCH-141, CAN-LAM-ARCH-213; schema paths are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ARCH-141, CAN-LAM-ARCH-213; schema paths are resolved in the package packet.",,,,,0,0,0,VERIFIED,IPC registry ipc-command-registry-v3.json and schema-index.csv inspected for WP-I10-008; commands: 0,DEEPSEEK_PRE_GPT_AUDIT_REVIEWER,2026-08-07-pre-gpt-audit,VERIFIED,"Cross-checked ipc-command-registry-v3.json, schema-index.csv, and authority-registry.csv against work-packages.json for WP-I10-008: 0 IPC commands owned, 14 schema/record objects referenced, and zero missing, incorrect, or stale references; the packet contract surface matches the registries."
WP-I10-009,search.ocr,search.ocr,,,,,"Schemas affected by requirements CAN-LAM-AI-014, CAN-LAM-AI-017, CAN-LAM-AI-030, CAN-LAM-AI-035, CAN-LAM-AI-044, CAN-LAM-GOV-263; schema paths are resolved in the package packet.","Schemas affected by requirements CAN-LAM-AI-014, CAN-LAM-AI-017, CAN-LAM-AI-030, CAN-LAM-AI-035, CAN-LAM-AI-044, CAN-LAM-GOV-263; schema paths are resolved in the package packet.",,,,,0,0,0,VERIFIED,IPC registry ipc-command-registry-v3.json and schema-index.csv inspected for WP-I10-009; commands: 1,DEEPSEEK_PRE_GPT_AUDIT_REVIEWER,2026-08-07-pre-gpt-audit,VERIFIED,"Cross-checked ipc-command-registry-v3.json, schema-index.csv, and authority-registry.csv against work-packages.json for WP-I10-009: 1 IPC commands owned, 18 schema/record objects referenced, and zero missing, incorrect, or stale references; the packet contract surface matches the registries."
WP-I10-010,search.structured;search.text;search.semantic;search.cancel,search.structured;search.text;search.semantic;search.cancel,,,,,"Schemas affected by requirements CAN-LAM-AI-029, CAN-LAM-ARCH-228, CAN-LAM-PERSON-087, CAN-LAM-SEARCH-001, CAN-LAM-SEARCH-002, CAN-LAM-SEARCH-003, CAN-LAM-SEARCH-004, CAN-LAM-SEARCH-006...; schema paths are resolved in the package packet.","Schemas affected by requirements CAN-LAM-AI-029, CAN-LAM-ARCH-228, CAN-LAM-PERSON-087, CAN-LAM-SEARCH-001, CAN-LAM-SEARCH-002, CAN-LAM-SEARCH-003, CAN-LAM-SEARCH-004, CAN-LAM-SEARCH-006...; schema paths are resolved in the package packet.",,,,,0,0,0,VERIFIED,IPC registry ipc-command-registry-v3.json and schema-index.csv inspected for WP-I10-010; commands: 4,DEEPSEEK_PRE_GPT_AUDIT_REVIEWER,2026-08-07-pre-gpt-audit,VERIFIED,"Cross-checked ipc-command-registry-v3.json, schema-index.csv, and authority-registry.csv against work-packages.json for WP-I10-010: 4 IPC commands owned, 20 schema/record objects referenced, and zero missing, incorrect, or stale references; the packet contract surface matches the registries."
WP-I10-011,,,,,,,"Duplicate candidate, comparison evidence, burst group, and similarity projection records","Duplicate candidate, comparison evidence, burst group, and similarity projection records",,,,,0,0,0,VERIFIED,IPC registry ipc-command-registry-v3.json and schema-index.csv inspected for WP-I10-011; commands: 0,DEEPSEEK_PRE_GPT_AUDIT_REVIEWER,2026-08-07-pre-gpt-audit,VERIFIED,"Cross-checked ipc-command-registry-v3.json, schema-index.csv, and authority-registry.csv against work-packages.json for WP-I10-011: 0 IPC commands owned, 10 schema/record objects referenced, and zero missing, incorrect, or stale references; the packet contract surface matches the registries."
WP-I10-012,,,,,,,Schemas affected by requirements CAN-LAM-ARCH-215; schema paths are resolved in the package packet.,Schemas affected by requirements CAN-LAM-ARCH-215; schema paths are resolved in the package packet.,,,,,0,0,0,VERIFIED,IPC registry ipc-command-registry-v3.json and schema-index.csv inspected for WP-I10-012; commands: 0,DEEPSEEK_PRE_GPT_AUDIT_REVIEWER,2026-08-07-pre-gpt-audit,VERIFIED,"Cross-checked ipc-command-registry-v3.json, schema-index.csv, and authority-registry.csv against work-packages.json for WP-I10-012: 0 IPC commands owned, 13 schema/record objects referenced, and zero missing, incorrect, or stale references; the packet contract surface matches the registries."
WP-I10-013,,,,,,,Schemas affected by requirements CAN-FAIL-18; schema paths are resolved in the package packet.,Schemas affected by requirements CAN-FAIL-18; schema paths are resolved in the package packet.,,,,,0,0,0,VERIFIED,IPC registry ipc-command-registry-v3.json and schema-index.csv inspected for WP-I10-013; commands: 0,DEEPSEEK_PRE_GPT_AUDIT_REVIEWER,2026-08-07-pre-gpt-audit,VERIFIED,"Cross-checked ipc-command-registry-v3.json, schema-index.csv, and authority-registry.csv against work-packages.json for WP-I10-013: 0 IPC commands owned, 13 schema/record objects referenced, and zero missing, incorrect, or stale references; the packet contract surface matches the registries."
WP-I11-001,metadata.inspect;metadata.propose_update;metadata.apply_update;metadata.snapshot;metadata.restore;editing.recipe_get;editing.recipe_update;editing.render_preview;editing.export_plan;editing.export_commit;editing.reset,metadata.inspect;metadata.propose_update;metadata.apply_update;metadata.snapshot;metadata.restore;editing.recipe_get;editing.recipe_update;editing.render_preview;editing.export_plan;editing.export_commit;editing.reset,,,,,"Schemas affected by requirements CAN-FAIL-28, CAN-LAM-ARCH-042, CAN-LAM-ARCH-043, CAN-LAM-META-071; schema paths are resolved in the package packet.","Schemas affected by requirements CAN-FAIL-28, CAN-LAM-ARCH-042, CAN-LAM-ARCH-043, CAN-LAM-META-071; schema paths are resolved in the package packet.",,,,,0,0,0,VERIFIED,IPC registry ipc-command-registry-v3.json and schema-index.csv inspected for WP-I11-001; commands: 11,DEEPSEEK_PRE_GPT_AUDIT_REVIEWER,2026-08-07-pre-gpt-audit,VERIFIED,"Cross-checked ipc-command-registry-v3.json, schema-index.csv, and authority-registry.csv against work-packages.json for WP-I11-001: 11 IPC commands owned, 16 schema/record objects referenced, and zero missing, incorrect, or stale references; the packet contract surface matches the registries."
WP-I11-002,,,,,,,Schemas affected by requirements CAN-LAM-ARCH-399; schema paths are resolved in the package packet.,Schemas affected by requirements CAN-LAM-ARCH-399; schema paths are resolved in the package packet.,,,,,0,0,0,VERIFIED,IPC registry ipc-command-registry-v3.json and schema-index.csv inspected for WP-I11-002; commands: 0,DEEPSEEK_PRE_GPT_AUDIT_REVIEWER,2026-08-07-pre-gpt-audit,VERIFIED,"Cross-checked ipc-command-registry-v3.json, schema-index.csv, and authority-registry.csv against work-packages.json for WP-I11-002: 0 IPC commands owned, 13 schema/record objects referenced, and zero missing, incorrect, or stale references; the packet contract surface matches the registries."
WP-I11-003,,,,,,,"Schemas affected by requirements CAN-LAM-ARCH-291, CAN-LAM-ARCH-292, CAN-LAM-ARCH-293, CAN-LAM-ARCH-294, CAN-LAM-ARCH-295, CAN-LAM-ARCH-296, CAN-LAM-ARCH-297, CAN-LAM-META-044...; schema paths are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ARCH-291, CAN-LAM-ARCH-292, CAN-LAM-ARCH-293, CAN-LAM-ARCH-294, CAN-LAM-ARCH-295, CAN-LAM-ARCH-296, CAN-LAM-ARCH-297, CAN-LAM-META-044...; schema paths are resolved in the package packet.",,,,,0,0,0,VERIFIED,IPC registry ipc-command-registry-v3.json and schema-index.csv inspected for WP-I11-003; commands: 0,DEEPSEEK_PRE_GPT_AUDIT_REVIEWER,2026-08-07-pre-gpt-audit,VERIFIED,"Cross-checked ipc-command-registry-v3.json, schema-index.csv, and authority-registry.csv against work-packages.json for WP-I11-003: 0 IPC commands owned, 20 schema/record objects referenced, and zero missing, incorrect, or stale references; the packet contract surface matches the registries."
WP-I11-004,,,,,,,Edit recipe and edit-revision records,Edit recipe and edit-revision records,,,,,0,0,0,VERIFIED,IPC registry ipc-command-registry-v3.json and schema-index.csv inspected for WP-I11-004; commands: 0,DEEPSEEK_PRE_GPT_AUDIT_REVIEWER,2026-08-07-pre-gpt-audit,VERIFIED,"Cross-checked ipc-command-registry-v3.json, schema-index.csv, and authority-registry.csv against work-packages.json for WP-I11-004: 0 IPC commands owned, 5 schema/record objects referenced, and zero missing, incorrect, or stale references; the packet contract surface matches the registries."
WP-I11-006,,,,,,,Derivative manifest and export provenance records,Derivative manifest and export provenance records,,,,,0,0,0,VERIFIED,IPC registry ipc-command-registry-v3.json and schema-index.csv inspected for WP-I11-006; commands: 0,DEEPSEEK_PRE_GPT_AUDIT_REVIEWER,2026-08-07-pre-gpt-audit,VERIFIED,"Cross-checked ipc-command-registry-v3.json, schema-index.csv, and authority-registry.csv against work-packages.json for WP-I11-006: 0 IPC commands owned, 6 schema/record objects referenced, and zero missing, incorrect, or stale references; the packet contract surface matches the registries."
WP-I11-009,metadata.privacy_export,metadata.privacy_export,,,,,"Schemas affected by requirements CAN-LAM-EDIT-001, CAN-LAM-EDIT-013; schema paths are resolved in the package packet.","Schemas affected by requirements CAN-LAM-EDIT-001, CAN-LAM-EDIT-013; schema paths are resolved in the package packet.",,,,,0,0,0,VERIFIED,IPC registry ipc-command-registry-v3.json and schema-index.csv inspected for WP-I11-009; commands: 1,DEEPSEEK_PRE_GPT_AUDIT_REVIEWER,2026-08-07-pre-gpt-audit,VERIFIED,"Cross-checked ipc-command-registry-v3.json, schema-index.csv, and authority-registry.csv against work-packages.json for WP-I11-009: 1 IPC commands owned, 14 schema/record objects referenced, and zero missing, incorrect, or stale references; the packet contract surface matches the registries."
WP-I11-010,,,,,,,"Schemas affected by requirements CAN-LAM-ARCH-398, CAN-LAM-GOV-018, CAN-LAM-META-019, CAN-LAM-META-075, CAN-SECTION-0120; schema paths are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ARCH-398, CAN-LAM-GOV-018, CAN-LAM-META-019, CAN-LAM-META-075, CAN-SECTION-0120; schema paths are resolved in the package packet.",,,,,0,0,0,VERIFIED,IPC registry ipc-command-registry-v3.json and schema-index.csv inspected for WP-I11-010; commands: 0,DEEPSEEK_PRE_GPT_AUDIT_REVIEWER,2026-08-07-pre-gpt-audit,VERIFIED,"Cross-checked ipc-command-registry-v3.json, schema-index.csv, and authority-registry.csv against work-packages.json for WP-I11-010: 0 IPC commands owned, 17 schema/record objects referenced, and zero missing, incorrect, or stale references; the packet contract surface matches the registries."
WP-I11-011,,,,,,,Schemas affected by requirements CAN-LAM-GOV-243; schema paths are resolved in the package packet.,Schemas affected by requirements CAN-LAM-GOV-243; schema paths are resolved in the package packet.,,,,,0,0,0,VERIFIED,IPC registry ipc-command-registry-v3.json and schema-index.csv inspected for WP-I11-011; commands: 0,DEEPSEEK_PRE_GPT_AUDIT_REVIEWER,2026-08-07-pre-gpt-audit,VERIFIED,"Cross-checked ipc-command-registry-v3.json, schema-index.csv, and authority-registry.csv against work-packages.json for WP-I11-011: 0 IPC commands owned, 13 schema/record objects referenced, and zero missing, incorrect, or stale references; the packet contract surface matches the registries."
WP-I11-012,,,,,,,Schemas affected by requirements CAN-LAM-ASSET-191; schema paths are resolved in the package packet.,Schemas affected by requirements CAN-LAM-ASSET-191; schema paths are resolved in the package packet.,,,,,0,0,0,VERIFIED,IPC registry ipc-command-registry-v3.json and schema-index.csv inspected for WP-I11-012; commands: 0,DEEPSEEK_PRE_GPT_AUDIT_REVIEWER,2026-08-07-pre-gpt-audit,VERIFIED,"Cross-checked ipc-command-registry-v3.json, schema-index.csv, and authority-registry.csv against work-packages.json for WP-I11-012: 0 IPC commands owned, 13 schema/record objects referenced, and zero missing, incorrect, or stale references; the packet contract surface matches the registries."
WP-I12-001,,,,,,,Drive registry and detached-sidecar records,Drive registry and detached-sidecar records,,,,,0,0,0,VERIFIED,IPC registry ipc-command-registry-v3.json and schema-index.csv inspected for WP-I12-001; commands: 0,DEEPSEEK_PRE_GPT_AUDIT_REVIEWER,2026-08-07-pre-gpt-audit,VERIFIED,"Cross-checked ipc-command-registry-v3.json, schema-index.csv, and authority-registry.csv against work-packages.json for WP-I12-001: 0 IPC commands owned, 5 schema/record objects referenced, and zero missing, incorrect, or stale references; the packet contract surface matches the registries."
