Package ID,Requirement ID,Capability,Exact architectural owner,Exact shared implementation mechanism,Exact shared files,Exact shared contracts,Exact shared schemas,Exact shared command handlers,Exact shared state,Exact shared tests,Exact shared recovery behaviour,Alternative package,Final keep/move decision,Item-specific rationale,Reviewer role,Review revision,Review status
WP-I0-011,CAN-LAM-GOV-179,Active-plan authority adoption,Active-plan authority adoption,"Every member governs planning execution authority, evidence completion, or audit completeness rather than a product feature.",,Planning tracker and completion-status contracts,Completion tracker and planning evidence records,,reviewed package state,"Fixture suite asserting requirement/package status transitions require evidence, tracker revisions are preserved, planning passes reject incomplete maps, and stubs cannot satisfy gates.",Tracker updates are journaled; failed validation preserves the prior revision.,,KEEP,"Requirement CAN-LAM-GOV-179 shares the Active-plan authority, completion tracker, evidence gates, and planning pass obligations surface and reviewed package evidence with 20 other members.",PASS_B_MULTI_REVIEWER,2026-08-06-pass-b-final,REVIEWED_CONFIRMED
WP-I0-011,CAN-LAM-GOV-180,Active-plan authority adoption,Active-plan authority adoption,"Every member governs planning execution authority, evidence completion, or audit completeness rather than a product feature.",,Planning tracker and completion-status contracts,Completion tracker and planning evidence records,,reviewed package state,"Fixture suite asserting requirement/package status transitions require evidence, tracker revisions are preserved, planning passes reject incomplete maps, and stubs cannot satisfy gates.",Tracker updates are journaled; failed validation preserves the prior revision.,,KEEP,"Requirement CAN-LAM-GOV-180 shares the Active-plan authority, completion tracker, evidence gates, and planning pass obligations surface and reviewed package evidence with 20 other members.",PASS_B_MULTI_REVIEWER,2026-08-06-pass-b-final,REVIEWED_CONFIRMED
WP-I0-011,CAN-LAM-GOV-264,Planning and verification governance,Active-plan authority adoption,"Every member governs planning execution authority, evidence completion, or audit completeness rather than a product feature.",Codebase/server/src/controllers/map.controller.ts;Codebase/server/src/repositories/map.repository.ts;Codebase/server/src/services/map.service.ts;Codebase/web/src/lib/components/shared-components/map/Map.svelte,Planning tracker and completion-status contracts,Completion tracker and planning evidence records,,reviewed package state,"Fixture suite asserting requirement/package status transitions require evidence, tracker revisions are preserved, planning passes reject incomplete maps, and stubs cannot satisfy gates.",Tracker updates are journaled; failed validation preserves the prior revision.,,KEEP,"Requirement CAN-LAM-GOV-264 shares the Active-plan authority, completion tracker, evidence gates, and planning pass obligations surface and reviewed package evidence with 20 other members.",PASS_B_MULTI_REVIEWER,2026-08-06-pass-b-final,REVIEWED_CONFIRMED
WP-I0-011,CAN-LAM-GOV-265,Planning and verification governance,Active-plan authority adoption,"Every member governs planning execution authority, evidence completion, or audit completeness rather than a product feature.",Codebase/mobile/openapi/lib/api/database_backups_admin_api.dart;Codebase/packages/plugin-sdk/src/types.ts;Codebase/server/src/controllers/database-backup.controller.ts;Codebase/web/src/lib/services/workflow.service.ts,Planning tracker and completion-status contracts,Completion tracker and planning evidence records,,reviewed package state,"Fixture suite asserting requirement/package status transitions require evidence, tracker revisions are preserved, planning passes reject incomplete maps, and stubs cannot satisfy gates.",Tracker updates are journaled; failed validation preserves the prior revision.,,KEEP,"Requirement CAN-LAM-GOV-265 shares the Active-plan authority, completion tracker, evidence gates, and planning pass obligations surface and reviewed package evidence with 20 other members.",PASS_B_MULTI_REVIEWER,2026-08-06-pass-b-final,REVIEWED_CONFIRMED
WP-I0-011,CAN-LAM-GOV-266,Planning and verification governance,Active-plan authority adoption,"Every member governs planning execution authority, evidence completion, or audit completeness rather than a product feature.",Codebase/mobile/lib/presentation/widgets/asset_viewer/asset_details/technical_details.widget.dart;Codebase/server/src/controllers/map.controller.ts;Codebase/server/src/services/map.service.ts;Codebase/web/src/lib/components/shared-components/map/Map.svelte,Planning tracker and completion-status contracts,Completion tracker and planning evidence records,,reviewed package state,"Fixture suite asserting requirement/package status transitions require evidence, tracker revisions are preserved, planning passes reject incomplete maps, and stubs cannot satisfy gates.",Tracker updates are journaled; failed validation preserves the prior revision.,,KEEP,"Requirement CAN-LAM-GOV-266 shares the Active-plan authority, completion tracker, evidence gates, and planning pass obligations surface and reviewed package evidence with 20 other members.",PASS_B_MULTI_REVIEWER,2026-08-06-pass-b-final,REVIEWED_CONFIRMED
WP-I0-011,CAN-LAM-GOV-270,Planning and verification governance,Active-plan authority adoption,"Every member governs planning execution authority, evidence completion, or audit completeness rather than a product feature.",Codebase/mobile/lib/presentation/widgets/images/animated_image_stream_completer.dart;Codebase/mobile/lib/presentation/widgets/images/one_frame_multi_image_stream_completer.dart;Codebase/server/test/medium.factory.ts;Codebase/server/test/medium/specs/sync/sync-complete.spec.ts,Planning tracker and completion-status contracts,Completion tracker and planning evidence records,,reviewed package state,"Fixture suite asserting requirement/package status transitions require evidence, tracker revisions are preserved, planning passes reject incomplete maps, and stubs cannot satisfy gates.",Tracker updates are journaled; failed validation preserves the prior revision.,,KEEP,"Requirement CAN-LAM-GOV-270 shares the Active-plan authority, completion tracker, evidence gates, and planning pass obligations surface and reviewed package evidence with 20 other members.",PASS_B_MULTI_REVIEWER,2026-08-06-pass-b-final,REVIEWED_CONFIRMED
WP-I0-011,CAN-LAM-GOV-273,Active-plan authority adoption,Active-plan authority adoption,"Every member governs planning execution authority, evidence completion, or audit completeness rather than a product feature.",,Planning tracker and completion-status contracts,Completion tracker and planning evidence records,,reviewed package state,"Fixture suite asserting requirement/package status transitions require evidence, tracker revisions are preserved, planning passes reject incomplete maps, and stubs cannot satisfy gates.",Tracker updates are journaled; failed validation preserves the prior revision.,,KEEP,"Requirement CAN-LAM-GOV-273 shares the Active-plan authority, completion tracker, evidence gates, and planning pass obligations surface and reviewed package evidence with 20 other members.",PASS_B_MULTI_REVIEWER,2026-08-06-pass-b-final,REVIEWED_CONFIRMED
WP-I0-011,CAN-LAM-TEST-020,Active-plan authority adoption,Active-plan authority adoption,"Every member governs planning execution authority, evidence completion, or audit completeness rather than a product feature.",,Planning tracker and completion-status contracts,Completion tracker and planning evidence records,,reviewed package state,"Fixture suite asserting requirement/package status transitions require evidence, tracker revisions are preserved, planning passes reject incomplete maps, and stubs cannot satisfy gates.",Tracker updates are journaled; failed validation preserves the prior revision.,,KEEP,"Requirement CAN-LAM-TEST-020 shares the Active-plan authority, completion tracker, evidence gates, and planning pass obligations surface and reviewed package evidence with 20 other members.",PASS_B_MULTI_REVIEWER,2026-08-06-pass-b-final,REVIEWED_CONFIRMED
WP-I0-011,CAN-LAM-TEST-021,Active-plan authority adoption,Active-plan authority adoption,"Every member governs planning execution authority, evidence completion, or audit completeness rather than a product feature.",Codebase/mobile/lib/presentation/widgets/images/animated_image_stream_completer.dart;Codebase/mobile/lib/presentation/widgets/images/one_frame_multi_image_stream_completer.dart;Codebase/mobile/lib/presentation/widgets/map/map_utils.dart;Codebase/server/test/medium/specs/sync/sync-complete.spec.ts,Planning tracker and completion-status contracts,Completion tracker and planning evidence records,,reviewed package state,"Fixture suite asserting requirement/package status transitions require evidence, tracker revisions are preserved, planning passes reject incomplete maps, and stubs cannot satisfy gates.",Tracker updates are journaled; failed validation preserves the prior revision.,,KEEP,"Requirement CAN-LAM-TEST-021 shares the Active-plan authority, completion tracker, evidence gates, and planning pass obligations surface and reviewed package evidence with 20 other members.",PASS_B_MULTI_REVIEWER,2026-08-06-pass-b-final,REVIEWED_CONFIRMED
WP-I0-011,CAN-MISSION-I0-011,Repository proof and feasibility,Active-plan authority adoption,"Every member governs planning execution authority, evidence completion, or audit completeness rather than a product feature.",,Planning tracker and completion-status contracts,Completion tracker and planning evidence records,,reviewed package state,"Fixture suite asserting requirement/package status transitions require evidence, tracker revisions are preserved, planning passes reject incomplete maps, and stubs cannot satisfy gates.",Tracker updates are journaled; failed validation preserves the prior revision.,,KEEP,"Requirement CAN-MISSION-I0-011 shares the Active-plan authority, completion tracker, evidence gates, and planning pass obligations surface and reviewed package evidence with 20 other members.",PASS_B_MULTI_REVIEWER,2026-08-06-pass-b-final,REVIEWED_CONFIRMED
WP-I10-011,CAN-LAM-AI-018,Duplicates,Duplicate and similarity candidates,All members produce or compare duplicate/similarity evidence and keep every destructive outcome behind explicit review/plan approval.,Codebase/server/src/dtos/duplicate.dto.ts;Codebase/server/src/utils/duplicate.spec.ts;Codebase/server/src/utils/duplicate.ts;Codebase/web/src/lib/utils/duplicate-utils.ts,"Duplicate candidate, comparison, burst, preview, retained-file, and AI-data-control contracts","Duplicate candidate, comparison evidence, burst group, and similarity projection records",,reviewed package state,"Fixture suite covering hash/similarity detection, comparison evidence for each dimension, burst grouping, preview, retained selection, no-auto-delete/merge, and similarity-data rebuild.",Candidate creation is reviewable and journaled; no file mutation occurs before confirmed plan.,,KEEP,"Requirement CAN-LAM-AI-018 shares the Duplicate/similarity detection, comparison evidence, reviewable candidates, burst grouping, and duplicate data control surface and reviewed package evidence with 21 other members.",PASS_B_MULTI_REVIEWER,2026-08-06-pass-b-final,REVIEWED_CONFIRMED
WP-I10-011,CAN-LAM-AI-039,Duplicates,Duplicate and similarity candidates,All members produce or compare duplicate/similarity evidence and keep every destructive outcome behind explicit review/plan approval.,Codebase/mobile/lib/services/background_upload.service.dart;Codebase/mobile/lib/services/cleanup.service.dart;Codebase/mobile/lib/services/foreground_upload.service.dart;Codebase/server/src/services/metadata.service.ts,"Duplicate candidate, comparison, burst, preview, retained-file, and AI-data-control contracts","Duplicate candidate, comparison evidence, burst group, and similarity projection records",,reviewed package state,"Fixture suite covering hash/similarity detection, comparison evidence for each dimension, burst grouping, preview, retained selection, no-auto-delete/merge, and similarity-data rebuild.",Candidate creation is reviewable and journaled; no file mutation occurs before confirmed plan.,,KEEP,"Requirement CAN-LAM-AI-039 shares the Duplicate/similarity detection, comparison evidence, reviewable candidates, burst grouping, and duplicate data control surface and reviewed package evidence with 21 other members.",PASS_B_MULTI_REVIEWER,2026-08-06-pass-b-final,REVIEWED_CONFIRMED
WP-I10-011,CAN-LAM-ARCH-024,Duplicates,Duplicate and similarity candidates,All members produce or compare duplicate/similarity evidence and keep every destructive outcome behind explicit review/plan approval.,Codebase/machine-learning/immich_ml/models/facial_recognition/detection.py;Codebase/machine-learning/immich_ml/models/ocr/detection.py;Codebase/mobile/openapi/lib/model/duplicate_detection_config.dart;Codebase/server/src/utils/misc.ts,"Duplicate candidate, comparison, burst, preview, retained-file, and AI-data-control contracts","Duplicate candidate, comparison evidence, burst group, and similarity projection records",,reviewed package state,"Fixture suite covering hash/similarity detection, comparison evidence for each dimension, burst grouping, preview, retained selection, no-auto-delete/merge, and similarity-data rebuild.",Candidate creation is reviewable and journaled; no file mutation occurs before confirmed plan.,,KEEP,"Requirement CAN-LAM-ARCH-024 shares the Duplicate/similarity detection, comparison evidence, reviewable candidates, burst grouping, and duplicate data control surface and reviewed package evidence with 21 other members.",PASS_B_MULTI_REVIEWER,2026-08-06-pass-b-final,REVIEWED_CONFIRMED
WP-I10-011,CAN-LAM-ARCH-040,Duplicates,Duplicate and similarity candidates,All members produce or compare duplicate/similarity evidence and keep every destructive outcome behind explicit review/plan approval.,Codebase/web/src/lib/utils.ts;Codebase/web/src/routes/(user)/utilities/duplicates/[[photos=photos]]/[[assetId=id]]/+page.svelte;Codebase/web/src/routes/(user)/utilities/duplicates/[[photos=photos]]/[[assetId=id]]/+page.ts;Codebase/web/src/routes/(user)/utilities/duplicates/[[photos=photos]]/[[assetId=id]]/DuplicatesCompareControl.svelte,"Duplicate candidate, comparison, burst, preview, retained-file, and AI-data-control contracts","Duplicate candidate, comparison evidence, burst group, and similarity projection records",,reviewed package state,"Fixture suite covering hash/similarity detection, comparison evidence for each dimension, burst grouping, preview, retained selection, no-auto-delete/merge, and similarity-data rebuild.",Candidate creation is reviewable and journaled; no file mutation occurs before confirmed plan.,,KEEP,"Requirement CAN-LAM-ARCH-040 shares the Duplicate/similarity detection, comparison evidence, reviewable candidates, burst grouping, and duplicate data control surface and reviewed package evidence with 21 other members.",PASS_B_MULTI_REVIEWER,2026-08-06-pass-b-final,REVIEWED_CONFIRMED
WP-I10-011,CAN-LAM-ARCH-251,Duplicates,Duplicate and similarity candidates,All members produce or compare duplicate/similarity evidence and keep every destructive outcome behind explicit review/plan approval.,Codebase/docs/docs/overview/comparison.md;Codebase/e2e/tsconfig.json;Codebase/web/src/lib/utils/duplicate-utils.ts;Codebase/web/tsconfig.json,"Duplicate candidate, comparison, burst, preview, retained-file, and AI-data-control contracts","Duplicate candidate, comparison evidence, burst group, and similarity projection records",,reviewed package state,"Fixture suite covering hash/similarity detection, comparison evidence for each dimension, burst grouping, preview, retained selection, no-auto-delete/merge, and similarity-data rebuild.",Candidate creation is reviewable and journaled; no file mutation occurs before confirmed plan.,,KEEP,"Requirement CAN-LAM-ARCH-251 shares the Duplicate/similarity detection, comparison evidence, reviewable candidates, burst grouping, and duplicate data control surface and reviewed package evidence with 21 other members.",PASS_B_MULTI_REVIEWER,2026-08-06-pass-b-final,REVIEWED_CONFIRMED
WP-I10-011,CAN-LAM-ARCH-252,Duplicates,Duplicate and similarity candidates,All members produce or compare duplicate/similarity evidence and keep every destructive outcome behind explicit review/plan approval.,Codebase/docs/docs/overview/comparison.md;Codebase/web/src/lib/utils/duplicate-utils.ts;Codebase/web/src/routes/(user)/utilities/duplicates/[[photos=photos]]/[[assetId=id]]/+page.svelte;Codebase/web/src/routes/(user)/utilities/duplicates/[[photos=photos]]/[[assetId=id]]/+page.ts,"Duplicate candidate, comparison, burst, preview, retained-file, and AI-data-control contracts","Duplicate candidate, comparison evidence, burst group, and similarity projection records",,reviewed package state,"Fixture suite covering hash/similarity detection, comparison evidence for each dimension, burst grouping, preview, retained selection, no-auto-delete/merge, and similarity-data rebuild.",Candidate creation is reviewable and journaled; no file mutation occurs before confirmed plan.,,KEEP,"Requirement CAN-LAM-ARCH-252 shares the Duplicate/similarity detection, comparison evidence, reviewable candidates, burst grouping, and duplicate data control surface and reviewed package evidence with 21 other members.",PASS_B_MULTI_REVIEWER,2026-08-06-pass-b-final,REVIEWED_CONFIRMED
WP-I10-011,CAN-LAM-ARCH-253,Duplicates,Duplicate and similarity candidates,All members produce or compare duplicate/similarity evidence and keep every destructive outcome behind explicit review/plan approval.,Codebase/docs/docs/overview/comparison.md;Codebase/web/src/lib/utils/duplicate-utils.ts;Codebase/web/src/routes/(user)/utilities/duplicates/[[photos=photos]]/[[assetId=id]]/+page.svelte;Codebase/web/src/routes/(user)/utilities/duplicates/[[photos=photos]]/[[assetId=id]]/+page.ts,"Duplicate candidate, comparison, burst, preview, retained-file, and AI-data-control contracts","Duplicate candidate, comparison evidence, burst group, and similarity projection records",,reviewed package state,"Fixture suite covering hash/similarity detection, comparison evidence for each dimension, burst grouping, preview, retained selection, no-auto-delete/merge, and similarity-data rebuild.",Candidate creation is reviewable and journaled; no file mutation occurs before confirmed plan.,,KEEP,"Requirement CAN-LAM-ARCH-253 shares the Duplicate/similarity detection, comparison evidence, reviewable candidates, burst grouping, and duplicate data control surface and reviewed package evidence with 21 other members.",PASS_B_MULTI_REVIEWER,2026-08-06-pass-b-final,REVIEWED_CONFIRMED
WP-I10-011,CAN-LAM-ARCH-254,Albums and favorites,Duplicate and similarity candidates,All members produce or compare duplicate/similarity evidence and keep every destructive outcome behind explicit review/plan approval.,Codebase/web/src/lib/components/album-page/AlbumsList.svelte;Codebase/web/src/routes/(user)/albums/+page.svelte;Codebase/web/src/routes/(user)/albums/+page.ts;Codebase/web/src/routes/(user)/albums/AlbumsControls.svelte,"Duplicate candidate, comparison, burst, preview, retained-file, and AI-data-control contracts","Duplicate candidate, comparison evidence, burst group, and similarity projection records",,reviewed package state,"Fixture suite covering hash/similarity detection, comparison evidence for each dimension, burst grouping, preview, retained selection, no-auto-delete/merge, and similarity-data rebuild.",Candidate creation is reviewable and journaled; no file mutation occurs before confirmed plan.,,KEEP,"Requirement CAN-LAM-ARCH-254 shares the Duplicate/similarity detection, comparison evidence, reviewable candidates, burst grouping, and duplicate data control surface and reviewed package evidence with 21 other members.",PASS_B_MULTI_REVIEWER,2026-08-06-pass-b-final,REVIEWED_CONFIRMED
WP-I10-011,CAN-LAM-ARCH-255,Tags,Duplicate and similarity candidates,All members produce or compare duplicate/similarity evidence and keep every destructive outcome behind explicit review/plan approval.,Codebase/docs/docs/overview/comparison.md;Codebase/web/src/lib/components/asset-viewer/DetailPanelTags.svelte;Codebase/web/src/lib/utils/duplicate-utils.ts;Codebase/web/src/routes/(user)/tags/[[photos=photos]]/[[assetId=id]]/+page.ts,"Duplicate candidate, comparison, burst, preview, retained-file, and AI-data-control contracts","Duplicate candidate, comparison evidence, burst group, and similarity projection records",,reviewed package state,"Fixture suite covering hash/similarity detection, comparison evidence for each dimension, burst grouping, preview, retained selection, no-auto-delete/merge, and similarity-data rebuild.",Candidate creation is reviewable and journaled; no file mutation occurs before confirmed plan.,,KEEP,"Requirement CAN-LAM-ARCH-255 shares the Duplicate/similarity detection, comparison evidence, reviewable candidates, burst grouping, and duplicate data control surface and reviewed package evidence with 21 other members.",PASS_B_MULTI_REVIEWER,2026-08-06-pass-b-final,REVIEWED_CONFIRMED
WP-I10-011,CAN-LAM-ARCH-256,Duplicates,Duplicate and similarity candidates,All members produce or compare duplicate/similarity evidence and keep every destructive outcome behind explicit review/plan approval.,Codebase/server/src/services/duplicate.service.ts;Codebase/web/src/routes/(user)/utilities/duplicates/[[photos=photos]]/[[assetId=id]]/+page.svelte;Codebase/web/src/routes/(user)/utilities/duplicates/[[photos=photos]]/[[assetId=id]]/+page.ts;Codebase/web/src/routes/(user)/utilities/duplicates/[[photos=photos]]/[[assetId=id]]/DuplicatesCompareControl.svelte,"Duplicate candidate, comparison, burst, preview, retained-file, and AI-data-control contracts","Duplicate candidate, comparison evidence, burst group, and similarity projection records",,reviewed package state,"Fixture suite covering hash/similarity detection, comparison evidence for each dimension, burst grouping, preview, retained selection, no-auto-delete/merge, and similarity-data rebuild.",Candidate creation is reviewable and journaled; no file mutation occurs before confirmed plan.,,KEEP,"Requirement CAN-LAM-ARCH-256 shares the Duplicate/similarity detection, comparison evidence, reviewable candidates, burst grouping, and duplicate data control surface and reviewed package evidence with 21 other members.",PASS_B_MULTI_REVIEWER,2026-08-06-pass-b-final,REVIEWED_CONFIRMED
