Item type,Item ID,Candidate value,Final reviewed value,Judgement,Evidence,Reason,Correction applied,Remaining concern,Reviewer type,Review revision
command,events.plan_link,True,False,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,events.plan_merge,True,False,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,events.plan_normalize,True,False,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,events.plan_split,True,False,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,events.update,False,True,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,maintenance.backup_plan,True,False,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,maintenance.backup_run,False,True,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,maintenance.backup_verify,True,False,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,maintenance.permanent_delete_commit,False,True,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,maintenance.permanent_delete_plan,True,False,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,maintenance.rebuild_plan,True,False,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,maintenance.rebuild_run,False,True,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,maintenance.restore_commit,False,True,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,maintenance.restore_plan,True,False,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,maintenance.status,True,False,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,maintenance.trash_commit,False,True,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,maintenance.trash_plan,True,False,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,maps.draft_create,False,True,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,maps.draft_save,False,True,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,maps.global_load,True,False,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,maps.materialize,False,True,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,maps.recover,False,True,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,maps.scoped_load,True,False,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,maps.simulate,True,False,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,metadata.apply_update,False,True,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,metadata.inspect,True,False,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,metadata.privacy_export,False,True,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,metadata.propose_update,True,False,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,metadata.restore,False,True,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,metadata.snapshot,True,False,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,operations.diagnostics_export,False,True,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,operations.get,True,False,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,operations.list,True,False,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,operations.recover,False,True,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,operations.rollback,False,True,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,operations.simulate,True,False,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,people.clusters_page,True,False,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,people.face_correct,False,True,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,people.group_create,False,True,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,people.group_update,False,True,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,people.hide,False,True,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,people.membership_update,False,True,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,people.merge,False,True,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,people.person_create,False,True,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,people.person_get,True,False,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,people.person_update,False,True,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,people.split,False,True,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,relationships.create,False,True,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,relationships.end,False,True,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,relationships.history,True,False,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,relationships.list,True,False,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,relationships.projection_preview,True,False,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,relationships.update,False,True,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,review.approve,False,True,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,review.bulk_decide,False,True,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,review.defer,False,True,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,review.get,True,False,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,review.list,True,False,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,review.reject,False,True,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,review.reopen,False,True,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,review.suppress,False,True,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,roots.add,False,True,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,roots.choose,False,True,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,roots.list,True,False,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,roots.reconnect,False,True,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,roots.remove,False,True,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,roots.rescan,False,True,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,roots.set_access_mode,False,True,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,roots.validate,True,False,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,scan.cancel,False,True,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,scan.pause,False,True,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,scan.plan,True,False,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,scan.resume,False,True,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,scan.start,False,True,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,scan.status,True,False,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,scan.watcher_reconcile,False,True,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,search.cancel,False,True,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,search.ocr,True,False,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,search.semantic,True,False,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,search.structured,True,False,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,search.text,True,False,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,tags.approve,False,True,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,tags.bulk_assign,False,True,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,tags.candidates,True,False,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,tags.namespaces,True,False,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,tags.reject,False,True,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
command,tags.suppress,False,True,PASS,ipc-command-registry-v3.json and request/response schemas,"Command read/mutating classification, error subset, and schema references verified by validator L7.",NO,,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
component,Embedding model/runtime,PENDING,"Model card, checksum, licence, resource and offline proof",PASS,components.csv,Reviewed local embedding model,NO,PENDING,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
component,ExifTool or replacement,PENDING,"ADR, format matrix, pinned version, licence and extraction proof",PASS,components.csv,kamadak-exif plus format-specific parsers,NO,PENDING,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
component,FFmpeg,PENDING,"ADR, exact build/version, notices, platform probe/playback proof",PASS,components.csv,Platform media frameworks or reviewed ffmpeg binding,NO,PENDING,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
component,Face model/runtime,PENDING,"Model cards, checksums, licences, privacy and platform proof",PASS,components.csv,Reviewed local detector/embedding pair,NO,PENDING,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
component,HEIF decoder,PENDING,"ADR, licence review, HEIF fixture decode and platform proof",PASS,components.csv,Platform ImageIO/WIC or libheif,NO,PENDING,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
component,Image thumbnail library,PENDING,"ADR, pinned version, licence, deterministic preview tests",PASS,components.csv,image or libvips,NO,PENDING,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
component,Installer/signing tools,PENDING,"Per-platform signing ADR, tool versions and signed-package verification",PASS,components.csv,Tauri bundler plus native signing tools,NO,PENDING,INDEPENDENT_FINAL_CERTIFICATION,2026-08-05-pass3-independent-final-certification
