Item type,Item ID,Review status,Provenance found,Result
requirement,CAN-LAM-AI-015,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-AI-016,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-AI-017,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-AI-018,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-AI-019,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-AI-020,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-AI-021,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-AI-022,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-AI-023,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-AI-024,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-AI-025,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-AI-026,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-AI-027,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-AI-028,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-AI-029,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-AI-030,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-AI-031,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-AI-032,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-AI-033,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-AI-034,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-AI-035,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-AI-036,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-AI-037,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-AI-038,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-AI-039,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-AI-040,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-AI-041,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-AI-042,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-AI-043,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-AI-044,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-AI-045,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-AI-046,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-AI-047,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-AI-048,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-AI-049,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-AI-050,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-AI-051,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-AI-052,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-AI-053,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-AI-054,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-AI-055,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-AI-056,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-AI-057,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-AI-058,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-AI-059,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-AI-060,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-AI-061,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-AI-062,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-AI-063,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-AI-064,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-AI-065,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-AI-066,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-AI-067,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-AI-068,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-AI-069,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-AI-070,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-AI-071,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-AI-072,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-AI-073,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-AI-074,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-AI-075,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-AI-076,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-AI-077,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-AI-078,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-AI-079,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-AI-080,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-AI-081,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-AI-082,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-AI-083,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-AI-084,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-AI-085,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-AI-086,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-AI-087,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-AI-088,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-AI-089,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-ARCH-001,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-002,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-ARCH-003,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-ARCH-004,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-ARCH-005,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-ARCH-006,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-ARCH-007,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-ARCH-008,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-ARCH-009,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-ARCH-010,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-ARCH-011,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-ARCH-012,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-ARCH-013,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-ARCH-014,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-015,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-ARCH-016,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-ARCH-017,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-ARCH-018,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-ARCH-019,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-ARCH-020,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-021,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-022,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-ARCH-023,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-ARCH-024,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-025,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-ARCH-026,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-027,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-ARCH-028,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-029,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-030,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-031,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-ARCH-032,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-ARCH-033,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-ARCH-034,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-035,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-ARCH-036,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-037,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-038,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-039,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-040,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-041,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-042,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-043,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-044,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-045,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-046,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-ARCH-047,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-ARCH-048,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-049,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-050,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-051,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-052,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-053,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-054,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-055,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-056,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-057,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-ARCH-058,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-ARCH-059,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-ARCH-060,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-ARCH-061,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-062,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-063,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-064,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-065,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-066,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-067,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-068,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-ARCH-069,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-070,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-071,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-072,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-073,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-074,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-075,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-076,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-077,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-078,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-079,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-080,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-081,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-082,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-083,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-084,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-085,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-086,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-087,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-088,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-089,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-090,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-091,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-092,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-093,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-094,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-095,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-096,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-097,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-098,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-ARCH-099,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-ARCH-100,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-ARCH-101,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-ARCH-102,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-ARCH-103,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-104,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-105,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-106,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-ARCH-107,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-ARCH-108,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-ARCH-109,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-ARCH-110,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-ARCH-111,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-ARCH-112,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-ARCH-113,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-ARCH-114,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-ARCH-115,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-ARCH-116,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-117,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-ARCH-118,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-ARCH-119,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-ARCH-120,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-ARCH-121,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-122,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-ARCH-123,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-ARCH-124,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-ARCH-125,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-ARCH-126,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-ARCH-127,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-ARCH-128,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-ARCH-129,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-ARCH-130,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-ARCH-131,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-ARCH-132,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-ARCH-133,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-ARCH-134,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-135,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-136,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-ARCH-137,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-ARCH-138,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-ARCH-139,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-ARCH-140,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-ARCH-141,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-142,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-ARCH-143,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-ARCH-144,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-145,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-ARCH-146,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-ARCH-147,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-148,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-149,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-150,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-151,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-152,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-ARCH-153,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-ARCH-154,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-ARCH-155,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-ARCH-156,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-ARCH-157,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-ARCH-158,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-ARCH-159,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-ARCH-160,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-ARCH-161,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-ARCH-162,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-ARCH-163,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-ARCH-164,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-ARCH-165,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-166,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-ARCH-167,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-ARCH-168,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-169,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-170,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-ARCH-171,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-172,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-173,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-174,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-ARCH-175,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-ARCH-176,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-ARCH-177,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-178,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-ARCH-179,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-ARCH-180,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-ARCH-181,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-ARCH-182,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-ARCH-183,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-ARCH-184,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-ARCH-185,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-ARCH-186,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-ARCH-187,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-ARCH-188,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-189,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-ARCH-190,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-ARCH-191,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-192,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-193,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-194,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-ARCH-195,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-196,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-ARCH-197,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-ARCH-198,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-ARCH-199,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-ARCH-200,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-ARCH-201,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-ARCH-202,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-ARCH-203,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-ARCH-204,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-ARCH-205,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-ARCH-206,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-ARCH-207,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-ARCH-208,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-ARCH-209,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-ARCH-210,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-ARCH-211,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-ARCH-212,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-ARCH-213,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-214,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-ARCH-215,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-216,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-217,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-218,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-219,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-220,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-221,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-222,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-223,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-ARCH-224,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-ARCH-225,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-ARCH-226,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-ARCH-227,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-ARCH-228,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-229,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-230,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-231,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-232,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-233,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-234,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-235,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-236,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-237,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-238,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-239,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-240,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-241,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-242,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-ARCH-243,REVIEWED_CORRECTED,YES,PASS
