Package ID,Existing files expected to change,Existing directories involved,New planned files,Existing interfaces or symbols,Existing schemas,Existing tests,New tests,Platform-specific files,Migration files,Configuration files,Known obsolete files,Path status,Evidence,Reviewer role,Review revision,Review status
WP-I10-004,Codebase/machine-learning/immich_ml/config.py;Codebase/machine-learning/immich_ml/models/__init__.py;Codebase/machine-learning/immich_ml/models/base.py;Codebase/machine-learning/immich_ml/models/cache.py;Codebase/mobile/lib/domain/models/timeline.model.dart;Codebase/mobile/lib/models/auth/auth_state.model.dart;Codebase/mobile/lib/models/map/map_state.model.dart;Codebase/mobile/lib/models/server_info/server_version.model.dart;Codebase/mobile/openapi/lib/model/version_check_state_response_dto.dart;Codebase/server/src/repositories/machine-learning.repository.ts,,,,,,,,,,,EXISTING_VERIFIED,Derived from Codebase references in 3 member requirements; paths verified: 10.,PASS_B_CODEBASE_REVIEWER,2026-08-06-pass-b,REVIEWED_CONFIRMED
WP-I10-005,Codebase/docs/docs/administration/jobs-workers.md;Codebase/docs/docs/features/hardware-transcoding.md;Codebase/docs/docs/features/ml-hardware-acceleration.md;Codebase/docs/docs/features/supported-formats.md;Codebase/machine-learning/immich_ml/models/__init__.py;Codebase/machine-learning/immich_ml/models/base.py;Codebase/machine-learning/immich_ml/models/cache.py;Codebase/server/src/controllers/memory.controller.ts;Codebase/server/src/dtos/system-config.dto.ts;Codebase/server/src/repositories/machine-learning.repository.ts;Codebase/server/src/repositories/memory.repository.ts;Codebase/server/src/services/memory.service.ts;Codebase/web/src/lib/components/admin-settings/SupportedDatetimePanel.svelte;Codebase/web/src/lib/components/admin-settings/SupportedVariablesPanel.svelte;Codebase/web/src/lib/components/asset-viewer/PhotoSphereViewerAdapter.svelte;Codebase/web/src/lib/components/asset-viewer/PhotoViewer.svelte;Codebase/web/src/lib/components/asset-viewer/VideoNativeViewer.svelte;Codebase/web/src/lib/components/asset-viewer/VideoPanoramaViewer.svelte;Codebase/web/src/lib/components/asset-viewer/VideoRemoteViewer.svelte;Codebase/web/src/routes/(user)/memory/[[photos=photos]]/[[assetId=id]]/+page.ts,,,,,,,,,,,EXISTING_VERIFIED,Derived from Codebase references in 13 member requirements; paths verified: 23.,PASS_B_CODEBASE_REVIEWER,2026-08-06-pass-b,REVIEWED_CONFIRMED
WP-I10-006,Codebase/machine-learning/immich_ml/models/base.py;Codebase/mobile/ios/Runner/Sync/PHAssetExtensions.swift;Codebase/mobile/ios/Runner/Sync/PHAssetResourceExtensions.swift;Codebase/server/src/controllers/job.controller.ts;Codebase/server/src/repositories/machine-learning.repository.ts;Codebase/web/src/routes/admin/queues/+page.svelte;Codebase/web/src/routes/admin/queues/+page.ts;Codebase/web/src/routes/admin/queues/QueueStorageMigrationDescription.svelte,,,,,,,,,,,EXISTING_VERIFIED,Derived from Codebase references in 3 member requirements; paths verified: 8.,PASS_B_CODEBASE_REVIEWER,2026-08-06-pass-b,REVIEWED_CONFIRMED
WP-I10-007,Codebase/machine-learning/immich_ml/models/base.py;Codebase/mobile/lib/models/auth/auth_state.model.dart;Codebase/mobile/lib/models/download/download_state.model.dart;Codebase/mobile/lib/models/map/map_state.model.dart;Codebase/mobile/lib/services/search.service.dart;Codebase/mobile/openapi/lib/api/search_api.dart;Codebase/server/src/services/search.service.ts,,,,,,,,,,,EXISTING_VERIFIED,Derived from Codebase references in 2 member requirements; paths verified: 7.,PASS_B_CODEBASE_REVIEWER,2026-08-06-pass-b,REVIEWED_CONFIRMED
WP-I10-008,Codebase/machine-learning/immich_ml/models/base.py;Codebase/mobile/lib/providers/backup/asset_upload_progress.provider.dart;Codebase/mobile/lib/services/search.service.dart;Codebase/mobile/lib/widgets/memories/memory_progress_indicator.dart;Codebase/mobile/openapi/lib/api/search_api.dart;Codebase/server/src/schema/migrations/1769441657564-AddIsProgressiveColumn.ts;Codebase/server/src/services/search.service.ts;Codebase/web/src/lib/components/shared-components/progress-bar/ProgressBar.svelte,,,,,,,,,,,EXISTING_VERIFIED,Derived from Codebase references in 2 member requirements; paths verified: 8.,PASS_B_CODEBASE_REVIEWER,2026-08-06-pass-b,REVIEWED_CONFIRMED
WP-I10-009,Codebase/machine-learning/immich_ml/models/clip/textual.py;Codebase/machine-learning/immich_ml/models/clip/visual.py;Codebase/machine-learning/immich_ml/models/ocr/detection.py;Codebase/machine-learning/immich_ml/models/ocr/recognition.py;Codebase/machine-learning/immich_ml/models/ocr/schemas.py;Codebase/mobile/openapi/lib/model/metadata_search_dto.dart;Codebase/mobile/packages/ui/lib/src/previews/form.dart;Codebase/mobile/packages/ui/lib/src/previews/text_button.dart;Codebase/mobile/packages/ui/lib/src/previews/text_input.dart;Codebase/mobile/packages/ui/lib/src/previews/url_input.dart;Codebase/server/src/controllers/search.controller.ts;Codebase/server/src/dtos/system-metadata.dto.ts;Codebase/server/src/repositories/machine-learning.repository.ts;Codebase/server/src/repositories/search.repository.ts;Codebase/server/src/services/metadata.service.ts;Codebase/server/src/services/search.service.ts;Codebase/web/src/lib/components/asset-viewer/SlideshowMetadataOverlay.svelte,,,,,,,,,,,EXISTING_VERIFIED,Derived from Codebase references in 6 member requirements; paths verified: 17.,PASS_B_CODEBASE_REVIEWER,2026-08-06-pass-b,REVIEWED_CONFIRMED
WP-I10-010,Codebase/machine-learning/immich_ml/models/clip/visual.py;Codebase/mobile/ios/WidgetExtension/ImmichAPI.swift;Codebase/mobile/lib/presentation/pages/search/drift_search.page.dart;Codebase/mobile/lib/widgets/photo_view/photo_view.dart;Codebase/mobile/lib/widgets/photo_view/photo_view_gallery.dart;Codebase/server/src/controllers/search.controller.ts;Codebase/server/src/dtos/search.dto.ts;Codebase/server/src/repositories/database.repository.ts;Codebase/server/src/repositories/search.repository.ts;Codebase/server/src/services/search.service.ts;Codebase/web/src/lib/components/faces-page/AssignFaceSidePanel.svelte;Codebase/web/src/lib/components/faces-page/PeopleSearch.svelte;Codebase/web/src/routes/(user)/people/[personId]/[[photos=photos]]/[[assetId=id]]/MergeFaceSelector.svelte;Codebase/web/src/routes/(user)/people/[personId]/[[photos=photos]]/[[assetId=id]]/UnmergeFaceSelector.svelte;Codebase/web/src/routes/(user)/search/[[photos=photos]]/[[assetId=id]]/+page.ts,,,,,,,,,,,EXISTING_VERIFIED,Derived from Codebase references in 9 member requirements; paths verified: 15.,PASS_B_CODEBASE_REVIEWER,2026-08-06-pass-b,REVIEWED_CONFIRMED
WP-I10-011,Codebase/docs/docs/overview/comparison.md;Codebase/e2e/src/specs/web/duplicates.e2e-spec.ts;Codebase/e2e/tsconfig.json;Codebase/machine-learning/immich_ml/models/facial_recognition/detection.py;Codebase/machine-learning/immich_ml/models/ocr/detection.py;Codebase/mobile/lib/services/background_upload.service.dart;Codebase/mobile/lib/services/cleanup.service.dart;Codebase/mobile/lib/services/foreground_upload.service.dart;Codebase/mobile/openapi/lib/api/duplicates_api.dart;Codebase/mobile/openapi/lib/model/duplicate_detection_config.dart;Codebase/server/src/dtos/duplicate.dto.ts;Codebase/server/src/dtos/system-metadata.dto.ts;Codebase/server/src/repositories/asset-job.repository.ts;Codebase/server/src/repositories/duplicate.repository.ts;Codebase/server/src/repositories/metadata.repository.ts;Codebase/server/src/schema/migrations/1773956345315-DuplicateSharedLinkAssets.ts;Codebase/server/src/services/asset.service.ts;Codebase/server/src/services/duplicate.service.ts;Codebase/server/src/services/metadata.service.spec.ts;Codebase/server/src/services/metadata.service.ts,,,,,,,,,,,EXISTING_VERIFIED,Derived from Codebase references in 21 member requirements; paths verified: 37.,PASS_B_CODEBASE_REVIEWER,2026-08-06-pass-b,REVIEWED_CONFIRMED
WP-I10-012,Codebase/web/src/lib/managers/geolocation.manager.svelte.ts;Codebase/web/src/lib/modals/GeolocationPointPickerModal.svelte;Codebase/web/src/lib/modals/GeolocationUpdateConfirmModal.svelte;Codebase/web/src/routes/(user)/utilities/geolocation/+page.ts,,,,,,,,,,,EXISTING_VERIFIED,Derived from Codebase references in 1 member requirements; paths verified: 4.,PASS_B_CODEBASE_REVIEWER,2026-08-06-pass-b,REVIEWED_CONFIRMED
WP-I10-013,Codebase/mobile/lib/models/server_info/server_version.model.dart;Codebase/mobile/lib/models/sessions/session_create_response.model.dart;Codebase/mobile/lib/presentation/pages/drift_create_album.page.dart;Codebase/mobile/lib/providers/backup/drift_backup.provider.dart,,,,,,,,,,,EXISTING_VERIFIED,Derived from Codebase references in 1 member requirements; paths verified: 4.,PASS_B_CODEBASE_REVIEWER,2026-08-06-pass-b,REVIEWED_CONFIRMED
WP-I11-001,Codebase/server/src/dtos/exif.dto.ts;Codebase/server/src/dtos/system-metadata.dto.ts;Codebase/server/src/repositories/metadata.repository.ts;Codebase/server/src/services/metadata.service.spec.ts;Codebase/server/src/services/metadata.service.ts;Codebase/web/src/lib/managers/edit/transform-manager.svelte.ts;Codebase/web/src/lib/utils/album-utils.ts;Codebase/web/src/lib/utils/exif-utils.ts;Codebase/web/src/lib/utils/places-utils.ts,,,,,,,,,,,EXISTING_VERIFIED,Derived from Codebase references in 4 member requirements; paths verified: 9.,PASS_B_CODEBASE_REVIEWER,2026-08-06-pass-b,REVIEWED_CONFIRMED
WP-I11-002,Codebase/server/src/controllers/asset.controller.ts;Codebase/server/src/repositories/metadata.repository.ts;Codebase/server/src/services/metadata.service.ts;Codebase/web/src/lib/components/asset-viewer/DetailPanelDate.svelte,,,,,,,,,,,EXISTING_VERIFIED,Derived from Codebase references in 1 member requirements; paths verified: 4.,PASS_B_CODEBASE_REVIEWER,2026-08-06-pass-b,REVIEWED_CONFIRMED
WP-I11-003,Codebase/e2e/src/ui/generators/timeline/timeline-config.ts;Codebase/e2e/tsconfig.json;Codebase/mobile/lib/presentation/pages/drift_create_album.page.dart;Codebase/mobile/lib/presentation/widgets/asset_viewer/asset_details/date_time_details.widget.dart;Codebase/mobile/lib/presentation/widgets/timeline/fixed/segment.model.dart;Codebase/mobile/lib/providers/cleanup.provider.dart;Codebase/mobile/lib/widgets/common/selection_sliver_app_bar.dart;Codebase/packages/cli/tsconfig.json;Codebase/packages/plugin-sdk/tsconfig.json;Codebase/server/src/controllers/asset.controller.ts;Codebase/server/src/dtos/system-metadata.dto.ts;Codebase/server/src/repositories/metadata.repository.ts;Codebase/server/src/services/metadata.service.spec.ts;Codebase/server/src/services/metadata.service.ts;Codebase/server/tsconfig.json;Codebase/web/src/lib/components/asset-viewer/DetailPanelDate.svelte;Codebase/web/src/lib/components/shared-components/settings/SettingInputField.svelte;Codebase/web/src/lib/managers/asset-multi-select-manager.svelte.ts;Codebase/web/src/routes/admin/system-settings/SettingTextarea.svelte,,,,,,,,,,,EXISTING_VERIFIED,Derived from Codebase references in 9 member requirements; paths verified: 19.,PASS_B_CODEBASE_REVIEWER,2026-08-06-pass-b,REVIEWED_CONFIRMED
WP-I11-004,Codebase/mobile/lib/widgets/photo_view/src/core/photo_view_core.dart;Codebase/mobile/openapi/lib/model/asset_edits_create_dto.dart;Codebase/mobile/openapi/lib/model/asset_edits_response_dto.dart;Codebase/packages/sdk/src/index.ts;Codebase/server/src/dtos/editing.dto.ts;Codebase/server/src/repositories/asset-edit.repository.ts;Codebase/server/src/schema/migrations/1771873813973-AssetEditSync.ts;Codebase/server/tsconfig.json;Codebase/web/src/lib/components/asset-viewer/actions/RestoreAction.svelte;Codebase/web/src/lib/components/asset-viewer/editor/transform-tool/CropArea.svelte;Codebase/web/src/lib/components/asset-viewer/editor/transform-tool/CropPreset.svelte;Codebase/web/src/lib/utils.ts,,,,,,,,,,,EXISTING_VERIFIED,Derived from Codebase references in 4 member requirements; paths verified: 12.,PASS_B_CODEBASE_REVIEWER,2026-08-06-pass-b,REVIEWED_CONFIRMED
WP-I11-006,Codebase/mobile/lib/domain/models/user_metadata.model.dart;Codebase/mobile/lib/infrastructure/entities/asset_edit.entity.drift.dart;Codebase/mobile/lib/infrastructure/entities/user_metadata.entity.drift.dart;Codebase/mobile/lib/models/download/livephotos_medatada.model.dart;Codebase/server/src/dtos/editing.dto.ts;Codebase/server/src/repositories/asset-edit.repository.ts;Codebase/web/src/lib/components/asset-viewer/editor/transform-tool/CropArea.svelte;Codebase/web/src/lib/components/asset-viewer/editor/transform-tool/CropPreset.svelte,,,,,,,,,,,EXISTING_VERIFIED,Derived from Codebase references in 2 member requirements; paths verified: 8.,PASS_B_CODEBASE_REVIEWER,2026-08-06-pass-b,REVIEWED_CONFIRMED
WP-I11-009,Codebase/server/src/controllers/asset.controller.ts;Codebase/server/src/repositories/metadata.repository.ts;Codebase/server/src/services/metadata.service.ts;Codebase/web/src/lib/components/asset-viewer/DetailPanelDate.svelte,,,,,,,,,,,EXISTING_VERIFIED,Derived from Codebase references in 2 member requirements; paths verified: 4.,PASS_B_CODEBASE_REVIEWER,2026-08-06-pass-b,REVIEWED_CONFIRMED
WP-I11-010,Codebase/e2e/src/specs/server/immich-admin/immich-admin.e2e-spec.ts;Codebase/machine-learning/conftest.py;Codebase/mobile/openapi/lib/model/asset_response_dto.dart;Codebase/mobile/openapi/lib/model/metadata_search_dto.dart;Codebase/mobile/openapi/lib/model/sync_asset_v1.dart;Codebase/mobile/openapi/lib/model/sync_asset_v2.dart;Codebase/server/src/controllers/asset.controller.ts;Codebase/server/src/dtos/system-metadata.dto.ts;Codebase/server/src/repositories/metadata.repository.ts;Codebase/server/src/repositories/version-history.repository.ts;Codebase/server/src/services/metadata.service.spec.ts;Codebase/server/src/services/metadata.service.ts;Codebase/server/test/small.factory.ts;Codebase/web/src/lib/managers/queue-manager.svelte.ts,,,,,,,,,,,EXISTING_VERIFIED,Derived from Codebase references in 5 member requirements; paths verified: 14.,PASS_B_CODEBASE_REVIEWER,2026-08-06-pass-b,REVIEWED_CONFIRMED
WP-I11-011,Codebase/mobile/lib/utils/editor.utils.dart;Codebase/server/src/dtos/editing.dto.ts;Codebase/server/src/repositories/asset-edit.repository.ts;Codebase/web/src/lib/components/asset-viewer/editor/EditorPanel.svelte,,,,,,,,,,,EXISTING_VERIFIED,Derived from Codebase references in 1 member requirements; paths verified: 4.,PASS_B_CODEBASE_REVIEWER,2026-08-06-pass-b,REVIEWED_CONFIRMED
WP-I11-012,Codebase/server/src/controllers/asset.controller.ts;Codebase/web/src/lib/components/asset-viewer/DetailPanelDate.svelte;Codebase/web/src/lib/components/asset-viewer/DetailPanelPeople.svelte;Codebase/web/src/lib/components/asset-viewer/DetailPanelTags.svelte,,,,,,,,,,,EXISTING_VERIFIED,Derived from Codebase references in 1 member requirements; paths verified: 4.,PASS_B_CODEBASE_REVIEWER,2026-08-06-pass-b,REVIEWED_CONFIRMED
WP-I12-001,Codebase/mobile/lib/domain/models/settings_key.dart;Codebase/mobile/lib/infrastructure/repositories/db.repository.drift.dart;Codebase/mobile/lib/utils/matrix.utils.dart;Codebase/mobile/packages/ui/lib/src/previews/form.dart;Codebase/server/src/controllers/asset.controller.ts;Codebase/server/src/dtos/user-preferences.dto.ts;Codebase/server/src/repositories/metadata.repository.ts;Codebase/server/src/services/metadata.service.ts;Codebase/server/src/utils/preferences.ts;Codebase/web/src/lib/components/asset-viewer/DetailPanelDate.svelte;Codebase/web/src/lib/components/asset-viewer/actions/DeleteAction.svelte;Codebase/web/src/lib/components/asset-viewer/actions/KeepThisDeleteOthers.svelte;Codebase/web/src/lib/components/timeline/actions/DeleteAssetsAction.svelte;Codebase/web/src/lib/stores/preferences.store.ts;Codebase/web/src/lib/utils/persisted.ts;Codebase/web/src/test-data/factories/preferences-factory.ts,,,,,,,,,,,EXISTING_VERIFIED,Derived from Codebase references in 5 member requirements; paths verified: 16.,PASS_B_CODEBASE_REVIEWER,2026-08-06-pass-b,REVIEWED_CONFIRMED
WP-I12-004,Codebase/mobile/lib/domain/models/user_metadata.model.dart;Codebase/mobile/lib/presentation/widgets/timeline/fixed/segment.model.dart;Codebase/mobile/lib/presentation/widgets/timeline/segment.model.dart;Codebase/mobile/lib/providers/cast.provider.dart;Codebase/mobile/lib/providers/websocket.provider.dart;Codebase/mobile/lib/services/gcast.service.dart;Codebase/mobile/lib/utils/migration.dart;Codebase/mobile/openapi/lib/model/version_check_state_response_dto.dart;Codebase/server/src/constants.ts;Codebase/server/src/controllers/library.controller.ts;Codebase/server/src/repositories/library.repository.ts;Codebase/server/src/services/library.service.ts;Codebase/server/src/services/storage.service.ts;Codebase/web/src/lib/components/asset-viewer/SlideshowMetadataOverlay.svelte;Codebase/web/src/lib/managers/cast-manager.svelte.ts;Codebase/web/src/lib/stores/slideshow.store.ts,,,,,,,,,,,EXISTING_VERIFIED,Derived from Codebase references in 7 member requirements; paths verified: 16.,PASS_B_CODEBASE_REVIEWER,2026-08-06-pass-b,REVIEWED_CONFIRMED
WP-I12-005,Codebase/mobile/lib/domain/models/user_metadata.model.dart;Codebase/mobile/lib/models/server_info/server_version.model.dart;Codebase/mobile/openapi/lib/model/storage_folder.dart;Codebase/mobile/openapi/lib/model/system_config_template_storage_option_dto.dart;Codebase/server/src/repositories/workflow.repository.ts;Codebase/server/src/services/workflow.service.ts;Codebase/web/src/lib/components/asset-viewer/PhotoSphereViewerAdapter.svelte,,,,,,,,,,,EXISTING_VERIFIED,Derived from Codebase references in 2 member requirements; paths verified: 7.,PASS_B_CODEBASE_REVIEWER,2026-08-06-pass-b,REVIEWED_CONFIRMED
WP-I12-006,Codebase/docs/docs/guides/external-library.md;Codebase/mobile/ios/Runner/Sync/MessagesImpl.swift;Codebase/mobile/lib/domain/models/settings_key.dart;Codebase/mobile/lib/infrastructure/repositories/db.repository.drift.dart;Codebase/mobile/lib/utils/matrix.utils.dart;Codebase/mobile/lib/widgets/settings/networking_settings/external_network_preference.dart;Codebase/mobile/openapi/lib/model/system_config_generated_fullsize_image_dto.dart;Codebase/mobile/pigeon/native_sync_api.dart;Codebase/server/src/controllers/library.controller.ts;Codebase/server/src/dtos/duplicate.dto.ts;Codebase/server/src/repositories/library.repository.ts;Codebase/server/src/repositories/storage.repository.ts;Codebase/server/src/services/library.service.ts;Codebase/server/src/services/storage-template.service.ts;Codebase/server/src/services/storage.service.ts;Codebase/server/src/types.ts;Codebase/server/src/utils/duplicate.spec.ts;Codebase/server/src/utils/duplicate.ts;Codebase/server/src/utils/misc.ts;Codebase/web/src/lib/utils/duplicate-utils.ts,,,,,,,,,,,EXISTING_VERIFIED,Derived from Codebase references in 16 member requirements; paths verified: 21.,PASS_B_CODEBASE_REVIEWER,2026-08-06-pass-b,REVIEWED_CONFIRMED
WP-I12-007,Codebase/server/src/controllers/library.controller.ts;Codebase/server/src/repositories/storage.repository.ts;Codebase/server/src/services/library.service.ts;Codebase/server/src/services/storage.service.ts,,,,,,,,,,,EXISTING_VERIFIED,Derived from Codebase references in 1 member requirements; paths verified: 4.,PASS_B_CODEBASE_REVIEWER,2026-08-06-pass-b,REVIEWED_CONFIRMED
