Package ID,Canonical ID,Candidate placement,Final placement,Exact authority owner,Exact implementation owner,Exact shared mechanism,Exact Codebase evidence,Exact contract evidence,Exact schema evidence,Exact test evidence,Exact failure/recovery evidence,Alternative considered,Final decision,Item-specific rationale,Evidence sources,Reviewer role,Review revision,Verification status
WP-I10-008,CAN-LAM-ARCH-213,WP-I10-008,WP-I10-008,AI progress cancellation and retry,"Implement the reviewed AI progress cancellation and retry for requirements CAN-LAM-ARCH-141, CAN-LAM-ARCH-213 covering 2 requirements: Save progress; Object/content suggestions.","WP-I10-008 is the architectural owner because its objective — Implement and verify the bounded ai progress cancellation and retry surface. — is the surface that must execute the obligation 'When object or content suggestions are generated by the local worker, Lamha must produce r'; prerequisite packages WP-I10-007 supply the underlying schema/identity/journal it needs.",EXTRACTED current evidence: Codebase/machine-learning/immich_ml/models/base.py:L19-L19 (InferenceModel); Codebase/server/src/services/search.service.ts:L170-L170 (.getSearchSuggestions()); Codebase/mobile/openapi/lib/api/search_api.dart:L1-L938 (getSearchSuggestionsWithHttpInfo); Codebase/mobile/lib/services/search.service.dart:L1-L59 (getSearchSuggestions),ai.jobs.pause; ai.jobs.resume,"job progress, pause checkpoint, and resume DTOs","Run reviewed fixtures for requirements CAN-LAM-ARCH-141, CAN-LAM-ARCH-213; verification methods include Progress-save fixture with state and success checks.; Suggestion fixture with provenance checks; CAN-LAM-AI-090 compatible-stronger-model, slow-estimate, exact-hard-block, no-silent-fallback, quantized-identity, provenance, scheduling/scope, pause/resume, and invalidation fixtures; CAN-LAM-AI-090 compatible-stronger-model, slow-estimate, exact-hard-block, no-silent-fallback, quantized-identity, provenance, scheduling/scope, pause/resume, and invalidation fixtures; CAN-LAM-AI-090 compatible-stronger-model, slow-estimate, exact-hard-block, no-silent-fallback, quantized-identity, provenance, scheduling/scope, pause/resume, and invalidation fixtures; CAN-LAM-AI-090 compatible-stronger-model, slow-estimate, exact-hard-block, no-silent-fallback, quantized-identity, provenance, scheduling/scope, pause/resume, and invalidation fixtures.","Failures must preserve authoritative state for requirements CAN-LAM-ARCH-141, CAN-LAM-ARCH-213; invalid input returns typed errors and no partial commit. No partial authoritative state; use the package-specific transaction/recovery contract for mutations.",No other package owns the same bounded surface and phase obligation.,VERIFIED,"WP-I10-008 is the final owner of CAN-LAM-ARCH-213 because its bounded surface 'AI progress cancellation and retry' executes the requirement obligation in phase I10. Ownership is implemented through 'WP-I10-008 is the architectural owner because its objective — Implement and verify the bounded ai progress cancellation and retry surface. — is the surface that must execute the obligation 'When object or content suggestions are generated by the local worker, Lamha must produce r'; prerequisite packages WP-I10-007 supply the underlying schema/identity/journal it needs.'. The package tests and exit gate jointly require the canonical ID, the observable criterion, typed failure, and preservation evidence.",requirements.csv:CAN-LAM-ARCH-213;requirement-membership.csv:CAN-LAM-ARCH-213;work-packages.json:WP-I10-008,GPT_5_6_FINAL_PACKAGE_MEMBER_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED
WP-I10-012,CAN-LAM-ARCH-215,WP-I10-012,WP-I10-012,Location proposals,Implement the reviewed Location proposals for requirements CAN-LAM-ARCH-215 covering 1 requirements: Location suggestions.,"WP-I10-012 is the architectural owner because its objective — Implement and verify the bounded location proposals surface. — is the surface that must execute the obligation 'When location suggestions are generated by the local worker, Lamha must produce reviewable'; prerequisite packages WP-I10-003 supply the underlying schema/identity/journal it needs.",EXTRACTED current evidence: Codebase/web/src/lib/managers/geolocation.manager.svelte.ts:L1-L1 (geolocation.manager.svelte.ts); Codebase/web/src/routes/(user)/utilities/geolocation/+page.ts:L1-L1 (geolocation/+page.ts); Codebase/web/src/lib/modals/GeolocationPointPickerModal.svelte:L1-L1 (lib/modals/GeolocationPointPickerModal.svelte); Codebase/web/src/lib/modals/GeolocationUpdateConfirmModal.svelte:L1-L1 (lib/modals/GeolocationUpdateConfirmModal.svelte),Contracts affected by requirements CAN-LAM-ARCH-215; registry references are resolved in the package packet.,Schemas affected by requirements CAN-LAM-ARCH-215; schema paths are resolved in the package packet.,Run reviewed fixtures for requirements CAN-LAM-ARCH-215; verification methods include Location-suggestion fixture with approval checks..,Failures must preserve authoritative state for requirements CAN-LAM-ARCH-215; invalid input returns typed errors and no partial commit. No partial authoritative state; use the package-specific transaction/recovery contract for mutations.,No other package owns the same bounded surface and phase obligation.,VERIFIED,"WP-I10-012 is the final owner of CAN-LAM-ARCH-215 because its bounded surface 'Location proposals' executes the requirement obligation in phase I10. Ownership is implemented through 'WP-I10-012 is the architectural owner because its objective — Implement and verify the bounded location proposals surface. — is the surface that must execute the obligation 'When location suggestions are generated by the local worker, Lamha must produce reviewable'; prerequisite packages WP-I10-003 supply the underlying schema/identity/journal it needs.'. The package tests and exit gate jointly require the canonical ID, the observable criterion, typed failure, and preservation evidence.",requirements.csv:CAN-LAM-ARCH-215;requirement-membership.csv:CAN-LAM-ARCH-215;work-packages.json:WP-I10-012,GPT_5_6_FINAL_PACKAGE_MEMBER_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED
WP-I10-005,CAN-LAM-ARCH-216,WP-I10-005,WP-I10-005,"AI hardware assessment, local hardware metrics, and acceleration selection evidence","Detect and record CPU, core count, RAM, GPU/GPU memory, OS, disk, acceleration, library counts, and benchmark results from local OS data for AI hardware assessment.","WP-I10-005 is the architectural owner because its objective — Detect and record CPU, core count, RAM, GPU/GPU memory, OS, disk, acceleration, library counts, and benchmark results from local OS data for AI hardware assessm — is the surface that must execute the obligation 'When hardware assessment runs, Lamha must report the detected CPU from local OS data and r'; prerequisite packages WP-I10-003 supply the underlying schema/identity/journal it needs.",EXTRACTED current evidence: Codebase/machine-learning/immich_ml/models/base.py:L19-L19 (InferenceModel); Codebase/server/src/repositories/machine-learning.repository.ts:L1-L1 (machine-learning.repository.ts); Codebase/machine-learning/immich_ml/models/cache.py:L13-L13 (ModelCache); Codebase/machine-learning/immich_ml/models/__init__.py:L1-L1 (models/__init__.py),ai.hardware_assess; ai.models.estimates,hardware assessment and model estimate DTOs,"Fixture suite covering CPU/core/RAM/GPU/OS/disk/acceleration/library-count reporting and benchmark latency/resource recording on declared hardware; CAN-LAM-AI-090 compatible-stronger-model, slow-estimate, exact-hard-block, no-silent-fallback, quantized-identity, provenance, scheduling/scope, pause/resume, and invalidation fixtures; CAN-LAM-AI-090 compatible-stronger-model, slow-estimate, exact-hard-block, no-silent-fallback, quantized-identity, provenance, scheduling/scope, pause/resume, and invalidation fixtures; CAN-LAM-AI-090 compatible-stronger-model, slow-estimate, exact-hard-block, no-silent-fallback, quantized-identity, provenance, scheduling/scope, pause/resume, and invalidation fixtures; CAN-LAM-AI-090 compatible-stronger-model, slow-estimate, exact-hard-block, no-silent-fallback, quantized-identity, provenance, scheduling/scope, pause/resume, and invalidation fixtures.","Unavailable OS APIs, unsupported GPUs, benchmark interruption, missing acceleration metadata. Read-only assessment; failures return typed unavailable states without partial claims.",No other package owns the same bounded surface and phase obligation.,VERIFIED,"WP-I10-005 is the final owner of CAN-LAM-ARCH-216 because its bounded surface 'AI hardware assessment, local hardware metrics, and acceleration selection evidence' executes the requirement obligation in phase I10. Ownership is implemented through 'WP-I10-005 is the architectural owner because its objective — Detect and record CPU, core count, RAM, GPU/GPU memory, OS, disk, acceleration, library counts, and benchmark results from local OS data for AI hardware assessm — is the surface that must execute the obligation 'When hardware assessment runs, Lamha must report the detected CPU from local OS data and r'; prerequisite packages WP-I10-003 supply the underlying schema/identity/journal it needs.'. The package tests and exit gate jointly require the canonical ID, the observable criterion, typed failure, and preservation evidence.",requirements.csv:CAN-LAM-ARCH-216;requirement-membership.csv:CAN-LAM-ARCH-216;work-packages.json:WP-I10-005,GPT_5_6_FINAL_PACKAGE_MEMBER_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED
WP-I10-005,CAN-LAM-ARCH-217,WP-I10-005,WP-I10-005,"AI hardware assessment, local hardware metrics, and acceleration selection evidence","Detect and record CPU, core count, RAM, GPU/GPU memory, OS, disk, acceleration, library counts, and benchmark results from local OS data for AI hardware assessment.","WP-I10-005 is the architectural owner because its objective — Detect and record CPU, core count, RAM, GPU/GPU memory, OS, disk, acceleration, library counts, and benchmark results from local OS data for AI hardware assessm — is the surface that must execute the obligation 'When hardware assessment runs, Lamha must report the detected core count from local OS dat'; prerequisite packages WP-I10-003 supply the underlying schema/identity/journal it needs.",EXTRACTED current evidence: Codebase/machine-learning/immich_ml/models/base.py:L19-L19 (InferenceModel); Codebase/server/src/repositories/machine-learning.repository.ts:L1-L1 (machine-learning.repository.ts); Codebase/machine-learning/immich_ml/models/cache.py:L13-L13 (ModelCache); Codebase/machine-learning/immich_ml/models/__init__.py:L1-L1 (models/__init__.py),ai.hardware_assess; ai.models.estimates,hardware assessment and model estimate DTOs,"Fixture suite covering CPU/core/RAM/GPU/OS/disk/acceleration/library-count reporting and benchmark latency/resource recording on declared hardware; CAN-LAM-AI-090 compatible-stronger-model, slow-estimate, exact-hard-block, no-silent-fallback, quantized-identity, provenance, scheduling/scope, pause/resume, and invalidation fixtures; CAN-LAM-AI-090 compatible-stronger-model, slow-estimate, exact-hard-block, no-silent-fallback, quantized-identity, provenance, scheduling/scope, pause/resume, and invalidation fixtures; CAN-LAM-AI-090 compatible-stronger-model, slow-estimate, exact-hard-block, no-silent-fallback, quantized-identity, provenance, scheduling/scope, pause/resume, and invalidation fixtures; CAN-LAM-AI-090 compatible-stronger-model, slow-estimate, exact-hard-block, no-silent-fallback, quantized-identity, provenance, scheduling/scope, pause/resume, and invalidation fixtures.","Unavailable OS APIs, unsupported GPUs, benchmark interruption, missing acceleration metadata. Read-only assessment; failures return typed unavailable states without partial claims.",No other package owns the same bounded surface and phase obligation.,VERIFIED,"WP-I10-005 is the final owner of CAN-LAM-ARCH-217 because its bounded surface 'AI hardware assessment, local hardware metrics, and acceleration selection evidence' executes the requirement obligation in phase I10. Ownership is implemented through 'WP-I10-005 is the architectural owner because its objective — Detect and record CPU, core count, RAM, GPU/GPU memory, OS, disk, acceleration, library counts, and benchmark results from local OS data for AI hardware assessm — is the surface that must execute the obligation 'When hardware assessment runs, Lamha must report the detected core count from local OS dat'; prerequisite packages WP-I10-003 supply the underlying schema/identity/journal it needs.'. The package tests and exit gate jointly require the canonical ID, the observable criterion, typed failure, and preservation evidence.",requirements.csv:CAN-LAM-ARCH-217;requirement-membership.csv:CAN-LAM-ARCH-217;work-packages.json:WP-I10-005,GPT_5_6_FINAL_PACKAGE_MEMBER_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED
WP-I10-005,CAN-LAM-ARCH-218,WP-I10-005,WP-I10-005,"AI hardware assessment, local hardware metrics, and acceleration selection evidence","Detect and record CPU, core count, RAM, GPU/GPU memory, OS, disk, acceleration, library counts, and benchmark results from local OS data for AI hardware assessment.","WP-I10-005 is the architectural owner because its objective — Detect and record CPU, core count, RAM, GPU/GPU memory, OS, disk, acceleration, library counts, and benchmark results from local OS data for AI hardware assessm — is the surface that must execute the obligation 'When hardware assessment runs, Lamha must report the detected RAM from local OS data and r'; prerequisite packages WP-I10-003 supply the underlying schema/identity/journal it needs.",EXTRACTED current evidence: Codebase/machine-learning/immich_ml/models/base.py:L19-L19 (InferenceModel); Codebase/server/src/repositories/machine-learning.repository.ts:L1-L1 (machine-learning.repository.ts); Codebase/machine-learning/immich_ml/models/cache.py:L13-L13 (ModelCache); Codebase/machine-learning/immich_ml/models/__init__.py:L1-L1 (models/__init__.py),ai.hardware_assess; ai.models.estimates,hardware assessment and model estimate DTOs,"Fixture suite covering CPU/core/RAM/GPU/OS/disk/acceleration/library-count reporting and benchmark latency/resource recording on declared hardware; CAN-LAM-AI-090 compatible-stronger-model, slow-estimate, exact-hard-block, no-silent-fallback, quantized-identity, provenance, scheduling/scope, pause/resume, and invalidation fixtures; CAN-LAM-AI-090 compatible-stronger-model, slow-estimate, exact-hard-block, no-silent-fallback, quantized-identity, provenance, scheduling/scope, pause/resume, and invalidation fixtures; CAN-LAM-AI-090 compatible-stronger-model, slow-estimate, exact-hard-block, no-silent-fallback, quantized-identity, provenance, scheduling/scope, pause/resume, and invalidation fixtures; CAN-LAM-AI-090 compatible-stronger-model, slow-estimate, exact-hard-block, no-silent-fallback, quantized-identity, provenance, scheduling/scope, pause/resume, and invalidation fixtures.","Unavailable OS APIs, unsupported GPUs, benchmark interruption, missing acceleration metadata. Read-only assessment; failures return typed unavailable states without partial claims.",No other package owns the same bounded surface and phase obligation.,VERIFIED,"WP-I10-005 is the final owner of CAN-LAM-ARCH-218 because its bounded surface 'AI hardware assessment, local hardware metrics, and acceleration selection evidence' executes the requirement obligation in phase I10. Ownership is implemented through 'WP-I10-005 is the architectural owner because its objective — Detect and record CPU, core count, RAM, GPU/GPU memory, OS, disk, acceleration, library counts, and benchmark results from local OS data for AI hardware assessm — is the surface that must execute the obligation 'When hardware assessment runs, Lamha must report the detected RAM from local OS data and r'; prerequisite packages WP-I10-003 supply the underlying schema/identity/journal it needs.'. The package tests and exit gate jointly require the canonical ID, the observable criterion, typed failure, and preservation evidence.",requirements.csv:CAN-LAM-ARCH-218;requirement-membership.csv:CAN-LAM-ARCH-218;work-packages.json:WP-I10-005,GPT_5_6_FINAL_PACKAGE_MEMBER_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED
WP-I10-005,CAN-LAM-ARCH-219,WP-I10-005,WP-I10-005,"AI hardware assessment, local hardware metrics, and acceleration selection evidence","Detect and record CPU, core count, RAM, GPU/GPU memory, OS, disk, acceleration, library counts, and benchmark results from local OS data for AI hardware assessment.","WP-I10-005 is the architectural owner because its objective — Detect and record CPU, core count, RAM, GPU/GPU memory, OS, disk, acceleration, library counts, and benchmark results from local OS data for AI hardware assessm — is the surface that must execute the obligation 'When hardware assessment runs, Lamha must report the detected GPU and its available memory'; prerequisite packages WP-I10-003 supply the underlying schema/identity/journal it needs.",EXTRACTED current evidence: Codebase/machine-learning/immich_ml/models/base.py:L19-L19 (InferenceModel); Codebase/server/src/repositories/machine-learning.repository.ts:L1-L1 (machine-learning.repository.ts); Codebase/machine-learning/immich_ml/models/cache.py:L13-L13 (ModelCache); Codebase/machine-learning/immich_ml/models/__init__.py:L1-L1 (models/__init__.py),ai.hardware_assess; ai.models.estimates,hardware assessment and model estimate DTOs,"Fixture suite covering CPU/core/RAM/GPU/OS/disk/acceleration/library-count reporting and benchmark latency/resource recording on declared hardware; CAN-LAM-AI-090 compatible-stronger-model, slow-estimate, exact-hard-block, no-silent-fallback, quantized-identity, provenance, scheduling/scope, pause/resume, and invalidation fixtures; CAN-LAM-AI-090 compatible-stronger-model, slow-estimate, exact-hard-block, no-silent-fallback, quantized-identity, provenance, scheduling/scope, pause/resume, and invalidation fixtures; CAN-LAM-AI-090 compatible-stronger-model, slow-estimate, exact-hard-block, no-silent-fallback, quantized-identity, provenance, scheduling/scope, pause/resume, and invalidation fixtures; CAN-LAM-AI-090 compatible-stronger-model, slow-estimate, exact-hard-block, no-silent-fallback, quantized-identity, provenance, scheduling/scope, pause/resume, and invalidation fixtures.","Unavailable OS APIs, unsupported GPUs, benchmark interruption, missing acceleration metadata. Read-only assessment; failures return typed unavailable states without partial claims.",No other package owns the same bounded surface and phase obligation.,VERIFIED,"WP-I10-005 is the final owner of CAN-LAM-ARCH-219 because its bounded surface 'AI hardware assessment, local hardware metrics, and acceleration selection evidence' executes the requirement obligation in phase I10. Ownership is implemented through 'WP-I10-005 is the architectural owner because its objective — Detect and record CPU, core count, RAM, GPU/GPU memory, OS, disk, acceleration, library counts, and benchmark results from local OS data for AI hardware assessm — is the surface that must execute the obligation 'When hardware assessment runs, Lamha must report the detected GPU and its available memory'; prerequisite packages WP-I10-003 supply the underlying schema/identity/journal it needs.'. The package tests and exit gate jointly require the canonical ID, the observable criterion, typed failure, and preservation evidence.",requirements.csv:CAN-LAM-ARCH-219;requirement-membership.csv:CAN-LAM-ARCH-219;work-packages.json:WP-I10-005,GPT_5_6_FINAL_PACKAGE_MEMBER_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED
WP-I10-005,CAN-LAM-ARCH-220,WP-I10-005,WP-I10-005,"AI hardware assessment, local hardware metrics, and acceleration selection evidence","Detect and record CPU, core count, RAM, GPU/GPU memory, OS, disk, acceleration, library counts, and benchmark results from local OS data for AI hardware assessment.","WP-I10-005 is the architectural owner because its objective — Detect and record CPU, core count, RAM, GPU/GPU memory, OS, disk, acceleration, library counts, and benchmark results from local OS data for AI hardware assessm — is the surface that must execute the obligation 'When hardware assessment runs, Lamha must report the detected operating system from local '; prerequisite packages WP-I10-003 supply the underlying schema/identity/journal it needs.",EXTRACTED current evidence: Codebase/machine-learning/immich_ml/models/base.py:L19-L19 (InferenceModel); Codebase/server/src/repositories/machine-learning.repository.ts:L1-L1 (machine-learning.repository.ts); Codebase/machine-learning/immich_ml/models/cache.py:L13-L13 (ModelCache); Codebase/machine-learning/immich_ml/models/__init__.py:L1-L1 (models/__init__.py),ai.hardware_assess; ai.models.estimates,hardware assessment and model estimate DTOs,"Fixture suite covering CPU/core/RAM/GPU/OS/disk/acceleration/library-count reporting and benchmark latency/resource recording on declared hardware; CAN-LAM-AI-090 compatible-stronger-model, slow-estimate, exact-hard-block, no-silent-fallback, quantized-identity, provenance, scheduling/scope, pause/resume, and invalidation fixtures; CAN-LAM-AI-090 compatible-stronger-model, slow-estimate, exact-hard-block, no-silent-fallback, quantized-identity, provenance, scheduling/scope, pause/resume, and invalidation fixtures; CAN-LAM-AI-090 compatible-stronger-model, slow-estimate, exact-hard-block, no-silent-fallback, quantized-identity, provenance, scheduling/scope, pause/resume, and invalidation fixtures; CAN-LAM-AI-090 compatible-stronger-model, slow-estimate, exact-hard-block, no-silent-fallback, quantized-identity, provenance, scheduling/scope, pause/resume, and invalidation fixtures.","Unavailable OS APIs, unsupported GPUs, benchmark interruption, missing acceleration metadata. Read-only assessment; failures return typed unavailable states without partial claims.",No other package owns the same bounded surface and phase obligation.,VERIFIED,"WP-I10-005 is the final owner of CAN-LAM-ARCH-220 because its bounded surface 'AI hardware assessment, local hardware metrics, and acceleration selection evidence' executes the requirement obligation in phase I10. Ownership is implemented through 'WP-I10-005 is the architectural owner because its objective — Detect and record CPU, core count, RAM, GPU/GPU memory, OS, disk, acceleration, library counts, and benchmark results from local OS data for AI hardware assessm — is the surface that must execute the obligation 'When hardware assessment runs, Lamha must report the detected operating system from local '; prerequisite packages WP-I10-003 supply the underlying schema/identity/journal it needs.'. The package tests and exit gate jointly require the canonical ID, the observable criterion, typed failure, and preservation evidence.",requirements.csv:CAN-LAM-ARCH-220;requirement-membership.csv:CAN-LAM-ARCH-220;work-packages.json:WP-I10-005,GPT_5_6_FINAL_PACKAGE_MEMBER_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED
WP-I10-005,CAN-LAM-ARCH-221,WP-I10-005,WP-I10-005,"AI hardware assessment, local hardware metrics, and acceleration selection evidence","Detect and record CPU, core count, RAM, GPU/GPU memory, OS, disk, acceleration, library counts, and benchmark results from local OS data for AI hardware assessment.","WP-I10-005 is the architectural owner because its objective — Detect and record CPU, core count, RAM, GPU/GPU memory, OS, disk, acceleration, library counts, and benchmark results from local OS data for AI hardware assessm — is the surface that must execute the obligation 'When hardware assessment runs, Lamha must report the detected disk space from local OS dat'; prerequisite packages WP-I10-003 supply the underlying schema/identity/journal it needs.",EXTRACTED current evidence: Codebase/machine-learning/immich_ml/models/base.py:L19-L19 (InferenceModel); Codebase/server/src/repositories/machine-learning.repository.ts:L1-L1 (machine-learning.repository.ts); Codebase/machine-learning/immich_ml/models/cache.py:L13-L13 (ModelCache); Codebase/machine-learning/immich_ml/models/__init__.py:L1-L1 (models/__init__.py),ai.hardware_assess; ai.models.estimates,hardware assessment and model estimate DTOs,"Fixture suite covering CPU/core/RAM/GPU/OS/disk/acceleration/library-count reporting and benchmark latency/resource recording on declared hardware; CAN-LAM-AI-090 compatible-stronger-model, slow-estimate, exact-hard-block, no-silent-fallback, quantized-identity, provenance, scheduling/scope, pause/resume, and invalidation fixtures; CAN-LAM-AI-090 compatible-stronger-model, slow-estimate, exact-hard-block, no-silent-fallback, quantized-identity, provenance, scheduling/scope, pause/resume, and invalidation fixtures; CAN-LAM-AI-090 compatible-stronger-model, slow-estimate, exact-hard-block, no-silent-fallback, quantized-identity, provenance, scheduling/scope, pause/resume, and invalidation fixtures; CAN-LAM-AI-090 compatible-stronger-model, slow-estimate, exact-hard-block, no-silent-fallback, quantized-identity, provenance, scheduling/scope, pause/resume, and invalidation fixtures.","Unavailable OS APIs, unsupported GPUs, benchmark interruption, missing acceleration metadata. Read-only assessment; failures return typed unavailable states without partial claims.",No other package owns the same bounded surface and phase obligation.,VERIFIED,"WP-I10-005 is the final owner of CAN-LAM-ARCH-221 because its bounded surface 'AI hardware assessment, local hardware metrics, and acceleration selection evidence' executes the requirement obligation in phase I10. Ownership is implemented through 'WP-I10-005 is the architectural owner because its objective — Detect and record CPU, core count, RAM, GPU/GPU memory, OS, disk, acceleration, library counts, and benchmark results from local OS data for AI hardware assessm — is the surface that must execute the obligation 'When hardware assessment runs, Lamha must report the detected disk space from local OS dat'; prerequisite packages WP-I10-003 supply the underlying schema/identity/journal it needs.'. The package tests and exit gate jointly require the canonical ID, the observable criterion, typed failure, and preservation evidence.",requirements.csv:CAN-LAM-ARCH-221;requirement-membership.csv:CAN-LAM-ARCH-221;work-packages.json:WP-I10-005,GPT_5_6_FINAL_PACKAGE_MEMBER_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED
WP-I10-005,CAN-LAM-ARCH-222,WP-I10-005,WP-I10-005,"AI hardware assessment, local hardware metrics, and acceleration selection evidence","Detect and record CPU, core count, RAM, GPU/GPU memory, OS, disk, acceleration, library counts, and benchmark results from local OS data for AI hardware assessment.","WP-I10-005 is the architectural owner because its objective — Detect and record CPU, core count, RAM, GPU/GPU memory, OS, disk, acceleration, library counts, and benchmark results from local OS data for AI hardware assessm — is the surface that must execute the obligation 'When hardware assessment runs, Lamha must report which acceleration providers are supporte'; prerequisite packages WP-I10-003 supply the underlying schema/identity/journal it needs.",EXTRACTED current evidence: Codebase/docs/docs/features/ml-hardware-acceleration.md:L1-L176 (ml-hardware-acceleration.md); Codebase/web/src/lib/components/admin-settings/SupportedDatetimePanel.svelte:L1-L1 (lib/components/admin-settings/SupportedDatetimePanel.svelte); Codebase/web/src/lib/components/admin-settings/SupportedVariablesPanel.svelte:L1-L1 (lib/components/admin-settings/SupportedVariablesPanel.svelte); Codebase/docs/docs/features/supported-formats.md:L1-L45 (supported-formats.md),ai.hardware_assess; ai.models.estimates,hardware assessment and model estimate DTOs,"Fixture suite covering CPU/core/RAM/GPU/OS/disk/acceleration/library-count reporting and benchmark latency/resource recording on declared hardware; CAN-LAM-AI-090 compatible-stronger-model, slow-estimate, exact-hard-block, no-silent-fallback, quantized-identity, provenance, scheduling/scope, pause/resume, and invalidation fixtures; CAN-LAM-AI-090 compatible-stronger-model, slow-estimate, exact-hard-block, no-silent-fallback, quantized-identity, provenance, scheduling/scope, pause/resume, and invalidation fixtures; CAN-LAM-AI-090 compatible-stronger-model, slow-estimate, exact-hard-block, no-silent-fallback, quantized-identity, provenance, scheduling/scope, pause/resume, and invalidation fixtures; CAN-LAM-AI-090 compatible-stronger-model, slow-estimate, exact-hard-block, no-silent-fallback, quantized-identity, provenance, scheduling/scope, pause/resume, and invalidation fixtures.","Unavailable OS APIs, unsupported GPUs, benchmark interruption, missing acceleration metadata. Read-only assessment; failures return typed unavailable states without partial claims.",No other package owns the same bounded surface and phase obligation.,VERIFIED,"WP-I10-005 is the final owner of CAN-LAM-ARCH-222 because its bounded surface 'AI hardware assessment, local hardware metrics, and acceleration selection evidence' executes the requirement obligation in phase I10. Ownership is implemented through 'WP-I10-005 is the architectural owner because its objective — Detect and record CPU, core count, RAM, GPU/GPU memory, OS, disk, acceleration, library counts, and benchmark results from local OS data for AI hardware assessm — is the surface that must execute the obligation 'When hardware assessment runs, Lamha must report which acceleration providers are supporte'; prerequisite packages WP-I10-003 supply the underlying schema/identity/journal it needs.'. The package tests and exit gate jointly require the canonical ID, the observable criterion, typed failure, and preservation evidence.",requirements.csv:CAN-LAM-ARCH-222;requirement-membership.csv:CAN-LAM-ARCH-222;work-packages.json:WP-I10-005,GPT_5_6_FINAL_PACKAGE_MEMBER_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED
WP-I10-010,CAN-LAM-ARCH-228,WP-I10-010,WP-I10-010,Embeddings and semantic search,"Implement the reviewed Embeddings and semantic search for requirements CAN-LAM-AI-029, CAN-LAM-ARCH-228, CAN-LAM-PERSON-087, CAN-LAM-SEARCH-001, CAN-LAM-SEARCH-002, CAN-LAM-SEARCH-003, CAN-LAM-SEARCH-004, CAN-LAM-SEARCH-006... covering 9 requirements: AI state; Semantic embeddings; Face embeddings; Semantic image search; Search; Search results; Produce semantic-search embeddings; Semantic search.","WP-I10-010 is the architectural owner because its objective — Implement and verify the bounded embeddings and semantic search surface. — is the surface that must execute the obligation 'When AI data control runs, Lamha must let the user export or delete semantic embeddings an'; prerequisite packages WP-I10-001, WP-I10-003 supply the underlying schema/identity/journal it needs.",EXTRACTED current evidence: Codebase/server/src/repositories/search.repository.ts:L138-L138 (FaceEmbeddingSearch); Codebase/server/src/repositories/database.repository.ts:L333-L333 (.deleteAllSearchEmbeddings()); Codebase/mobile/lib/widgets/photo_view/photo_view.dart:L1-L673 (semanticLabel); Codebase/mobile/lib/widgets/photo_view/photo_view_gallery.dart:L1-L493 (semanticLabel),"Contracts affected by requirements CAN-LAM-AI-029, CAN-LAM-ARCH-228, CAN-LAM-PERSON-087, CAN-LAM-SEARCH-001, CAN-LAM-SEARCH-002, CAN-LAM-SEARCH-003, CAN-LAM-SEARCH-004, CAN-LAM-SEARCH-006...; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-AI-029, CAN-LAM-ARCH-228, CAN-LAM-PERSON-087, CAN-LAM-SEARCH-001, CAN-LAM-SEARCH-002, CAN-LAM-SEARCH-003, CAN-LAM-SEARCH-004, CAN-LAM-SEARCH-006...; schema paths are resolved in the package packet.","Run reviewed fixtures for requirements CAN-LAM-AI-029, CAN-LAM-ARCH-228, CAN-LAM-PERSON-087, CAN-LAM-SEARCH-001, CAN-LAM-SEARCH-002, CAN-LAM-SEARCH-003, CAN-LAM-SEARCH-004, CAN-LAM-SEARCH-006, CAN-LAM-SEARCH-013; verification methods include AI-state search fixture.; AI-data-control fixture with rebuild checks.; Face-embedding control fixture.; Semantic-search fixture with stale-index case..","Failures must preserve authoritative state for requirements CAN-LAM-AI-029, CAN-LAM-ARCH-228, CAN-LAM-PERSON-087, CAN-LAM-SEARCH-001, CAN-LAM-SEARCH-002, CAN-LAM-SEARCH-003, CAN-LAM-SEARCH-004, CAN-LAM-SEARCH-006...; invalid input returns typed errors and no partial commit. No partial authoritative state; use the package-specific transaction/recovery contract for mutations.",No other package owns the same bounded surface and phase obligation.,VERIFIED,"WP-I10-010 is the final owner of CAN-LAM-ARCH-228 because its bounded surface 'Embeddings and semantic search' executes the requirement obligation in phase I10. Ownership is implemented through 'WP-I10-010 is the architectural owner because its objective — Implement and verify the bounded embeddings and semantic search surface. — is the surface that must execute the obligation 'When AI data control runs, Lamha must let the user export or delete semantic embeddings an'; prerequisite packages WP-I10-001, WP-I10-003 supply the underlying schema/identity/journal it needs.'. The package tests and exit gate jointly require the canonical ID, the observable criterion, typed failure, and preservation evidence.",requirements.csv:CAN-LAM-ARCH-228;requirement-membership.csv:CAN-LAM-ARCH-228;work-packages.json:WP-I10-010,GPT_5_6_FINAL_PACKAGE_MEMBER_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED
