Package ID,Commands expected,Commands verified,Request schemas expected,Request schemas verified,Response schemas expected,Response schemas verified,Record schemas expected,Record schemas verified,SQLite objects expected,SQLite objects verified,Authority decisions expected,Authority decisions verified,Missing references,Incorrect references,Stale references,Final result,Evidence,Reviewer role,Review revision,Verification status,Item-specific rationale
WP-I0-011,,,,,,,Completion tracker and planning evidence records,Completion tracker and planning evidence records,,,,,0,0,0,VERIFIED,Exact IPC ownership and request/response paths recomputed from ipc-command-registry-v3.json for WP-I0-011.,GPT_5_6_FINAL_CONTRACT_SCHEMA_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED,"WP-I0-011 owns exactly 0 commands (none); every listed request and response schema is closed, versioned, and command-linked."
WP-I1-001,,,,,,,"Schemas affected by requirements CAN-LAM-ARCH-001, CAN-LAM-ARCH-368, CAN-LAM-ARCH-434, CAN-LAM-ARCH-439, CAN-LAM-ARCH-442, CAN-LAM-ARCH-443, CAN-LAM-LEGAL-010; schema paths are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ARCH-001, CAN-LAM-ARCH-368, CAN-LAM-ARCH-434, CAN-LAM-ARCH-439, CAN-LAM-ARCH-442, CAN-LAM-ARCH-443, CAN-LAM-LEGAL-010; schema paths are resolved in the package packet.",,,,,0,0,0,VERIFIED,Exact IPC ownership and request/response paths recomputed from ipc-command-registry-v3.json for WP-I1-001.,GPT_5_6_FINAL_CONTRACT_SCHEMA_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED,"WP-I1-001 owns exactly 0 commands (none); every listed request and response schema is closed, versioned, and command-linked."
WP-I1-002,,,,,,,"Schemas affected by requirements CAN-LAM-ARCH-440, CAN-LAM-LEGAL-014; schema paths are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ARCH-440, CAN-LAM-LEGAL-014; schema paths are resolved in the package packet.",,,,,0,0,0,VERIFIED,Exact IPC ownership and request/response paths recomputed from ipc-command-registry-v3.json for WP-I1-002.,GPT_5_6_FINAL_CONTRACT_SCHEMA_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED,"WP-I1-002 owns exactly 0 commands (none); every listed request and response schema is closed, versioned, and command-linked."
WP-I1-003,,,,,,,"Schemas affected by requirements CAN-LAM-ARCH-437, CAN-LAM-ARCH-438; schema paths are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ARCH-437, CAN-LAM-ARCH-438; schema paths are resolved in the package packet.",,,,,0,0,0,VERIFIED,Exact IPC ownership and request/response paths recomputed from ipc-command-registry-v3.json for WP-I1-003.,GPT_5_6_FINAL_CONTRACT_SCHEMA_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED,"WP-I1-003 owns exactly 0 commands (none); every listed request and response schema is closed, versioned, and command-linked."
WP-I1-004,,,,,,,"Schemas affected by requirements CAN-LAM-ARCH-435, CAN-LAM-ARCH-436; schema paths are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ARCH-435, CAN-LAM-ARCH-436; schema paths are resolved in the package packet.",,,,,0,0,0,VERIFIED,Exact IPC ownership and request/response paths recomputed from ipc-command-registry-v3.json for WP-I1-004.,GPT_5_6_FINAL_CONTRACT_SCHEMA_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED,"WP-I1-004 owns exactly 0 commands (none); every listed request and response schema is closed, versioned, and command-linked."
WP-I1-005,,,,,,,Licence/attribution and model-provenance records,Licence/attribution and model-provenance records,,,,,0,0,0,VERIFIED,Exact IPC ownership and request/response paths recomputed from ipc-command-registry-v3.json for WP-I1-005.,GPT_5_6_FINAL_CONTRACT_SCHEMA_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED,"WP-I1-005 owns exactly 0 commands (none); every listed request and response schema is closed, versioned, and command-linked."
WP-I10-001,ai.cancel;ai.invalidate;ai.pause;ai.plan;ai.resume;ai.retry;ai.start,ai.cancel;ai.invalidate;ai.pause;ai.plan;ai.resume;ai.retry;ai.start,./ipc/requests/ai.cancel.schema.json;./ipc/requests/ai.invalidate.schema.json;./ipc/requests/ai.pause.schema.json;./ipc/requests/ai.plan.schema.json;./ipc/requests/ai.resume.schema.json;./ipc/requests/ai.retry.schema.json;./ipc/requests/ai.start.schema.json,./ipc/requests/ai.cancel.schema.json;./ipc/requests/ai.invalidate.schema.json;./ipc/requests/ai.pause.schema.json;./ipc/requests/ai.plan.schema.json;./ipc/requests/ai.resume.schema.json;./ipc/requests/ai.retry.schema.json;./ipc/requests/ai.start.schema.json,./ipc/responses/ai.cancel.schema.json;./ipc/responses/ai.invalidate.schema.json;./ipc/responses/ai.pause.schema.json;./ipc/responses/ai.plan.schema.json;./ipc/responses/ai.resume.schema.json;./ipc/responses/ai.retry.schema.json;./ipc/responses/ai.start.schema.json,./ipc/responses/ai.cancel.schema.json;./ipc/responses/ai.invalidate.schema.json;./ipc/responses/ai.pause.schema.json;./ipc/responses/ai.plan.schema.json;./ipc/responses/ai.resume.schema.json;./ipc/responses/ai.retry.schema.json;./ipc/responses/ai.start.schema.json,Schemas affected by requirements CAN-LAM-META-034; schema paths are resolved in the package packet.,Schemas affected by requirements CAN-LAM-META-034; schema paths are resolved in the package packet.,,,,,0,0,0,VERIFIED,Exact IPC ownership and request/response paths recomputed from ipc-command-registry-v3.json for WP-I10-001.,GPT_5_6_FINAL_CONTRACT_SCHEMA_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED,"WP-I10-001 owns exactly 7 commands (ai.cancel;ai.invalidate;ai.pause;ai.plan;ai.resume;ai.retry;ai.start); every listed request and response schema is closed, versioned, and command-linked."
WP-I10-002,,,,,,,"Schemas affected by requirements CAN-FAIL-07, CAN-LAM-AI-028, CAN-LAM-AI-046, CAN-LAM-INV-AI-02-B; schema paths are resolved in the package packet.","Schemas affected by requirements CAN-FAIL-07, CAN-LAM-AI-028, CAN-LAM-AI-046, CAN-LAM-INV-AI-02-B; schema paths are resolved in the package packet.",,,,,0,0,0,VERIFIED,Exact IPC ownership and request/response paths recomputed from ipc-command-registry-v3.json for WP-I10-002.,GPT_5_6_FINAL_CONTRACT_SCHEMA_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED,"WP-I10-002 owns exactly 0 commands (none); every listed request and response schema is closed, versioned, and command-linked."
WP-I10-003,ai.models;ai.models.estimates;ai.models.list_compatible;ai.models.override;ai.models.select,ai.models;ai.models.estimates;ai.models.list_compatible;ai.models.override;ai.models.select,./ipc/requests/ai.models.schema.json;./ipc/requests/ai.models.estimates.schema.json;./ipc/requests/ai.models.list_compatible.schema.json;./ipc/requests/ai.models.override.schema.json;./ipc/requests/ai.models.select.schema.json,./ipc/requests/ai.models.schema.json;./ipc/requests/ai.models.estimates.schema.json;./ipc/requests/ai.models.list_compatible.schema.json;./ipc/requests/ai.models.override.schema.json;./ipc/requests/ai.models.select.schema.json,./ipc/responses/ai.models.schema.json;./ipc/responses/ai.models.estimates.schema.json;./ipc/responses/ai.models.list_compatible.schema.json;./ipc/responses/ai.models.override.schema.json;./ipc/responses/ai.models.select.schema.json,./ipc/responses/ai.models.schema.json;./ipc/responses/ai.models.estimates.schema.json;./ipc/responses/ai.models.list_compatible.schema.json;./ipc/responses/ai.models.override.schema.json;./ipc/responses/ai.models.select.schema.json,"model_registry plus command request/response schemas for compatibility, estimates, selection, override, provenance, and hard-block reasons","model_registry plus command request/response schemas for compatibility, estimates, selection, override, provenance, and hard-block reasons",,,,,0,0,0,VERIFIED,Exact IPC ownership and request/response paths recomputed from ipc-command-registry-v3.json for WP-I10-003.,GPT_5_6_FINAL_CONTRACT_SCHEMA_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED,"WP-I10-003 owns exactly 5 commands (ai.models;ai.models.estimates;ai.models.list_compatible;ai.models.override;ai.models.select); every listed request and response schema is closed, versioned, and command-linked."
WP-I10-004,,,,,,,"Schemas affected by requirements CAN-LAM-AI-033, CAN-LAM-ARCH-230, CAN-LAM-INV-AI-04; schema paths are resolved in the package packet.","Schemas affected by requirements CAN-LAM-AI-033, CAN-LAM-ARCH-230, CAN-LAM-INV-AI-04; schema paths are resolved in the package packet.",,,,,0,0,0,VERIFIED,Exact IPC ownership and request/response paths recomputed from ipc-command-registry-v3.json for WP-I10-004.,GPT_5_6_FINAL_CONTRACT_SCHEMA_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED,"WP-I10-004 owns exactly 0 commands (none); every listed request and response schema is closed, versioned, and command-linked."
WP-I10-005,ai.hardware_assess,ai.hardware_assess,./ipc/requests/ai.hardware_assess.schema.json,./ipc/requests/ai.hardware_assess.schema.json,./ipc/responses/ai.hardware_assess.schema.json,./ipc/responses/ai.hardware_assess.schema.json,hardware assessment and model estimate DTOs,hardware assessment and model estimate DTOs,,,,,0,0,0,VERIFIED,Exact IPC ownership and request/response paths recomputed from ipc-command-registry-v3.json for WP-I10-005.,GPT_5_6_FINAL_CONTRACT_SCHEMA_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED,"WP-I10-005 owns exactly 1 commands (ai.hardware_assess); every listed request and response schema is closed, versioned, and command-linked."
WP-I10-006,ai.jobs.schedule;ai.jobs.scope,ai.jobs.schedule;ai.jobs.scope,./ipc/requests/ai.jobs.schedule.schema.json;./ipc/requests/ai.jobs.scope.schema.json,./ipc/requests/ai.jobs.schedule.schema.json;./ipc/requests/ai.jobs.scope.schema.json,./ipc/responses/ai.jobs.schedule.schema.json;./ipc/responses/ai.jobs.scope.schema.json,./ipc/responses/ai.jobs.schedule.schema.json;./ipc/responses/ai.jobs.scope.schema.json,job scheduling and selected-folder scope DTOs,job scheduling and selected-folder scope DTOs,,,,,0,0,0,VERIFIED,Exact IPC ownership and request/response paths recomputed from ipc-command-registry-v3.json for WP-I10-006.,GPT_5_6_FINAL_CONTRACT_SCHEMA_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED,"WP-I10-006 owns exactly 2 commands (ai.jobs.schedule;ai.jobs.scope); every listed request and response schema is closed, versioned, and command-linked."
WP-I10-007,,,,,,,"Schemas affected by requirements CAN-FAIL-29, CAN-LAM-ARCH-229; schema paths are resolved in the package packet.","Schemas affected by requirements CAN-FAIL-29, CAN-LAM-ARCH-229; schema paths are resolved in the package packet.",,,,,0,0,0,VERIFIED,Exact IPC ownership and request/response paths recomputed from ipc-command-registry-v3.json for WP-I10-007.,GPT_5_6_FINAL_CONTRACT_SCHEMA_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED,"WP-I10-007 owns exactly 0 commands (none); every listed request and response schema is closed, versioned, and command-linked."
WP-I10-008,ai.jobs.pause;ai.jobs.resume,ai.jobs.pause;ai.jobs.resume,./ipc/requests/ai.jobs.pause.schema.json;./ipc/requests/ai.jobs.resume.schema.json,./ipc/requests/ai.jobs.pause.schema.json;./ipc/requests/ai.jobs.resume.schema.json,./ipc/responses/ai.jobs.pause.schema.json;./ipc/responses/ai.jobs.resume.schema.json,./ipc/responses/ai.jobs.pause.schema.json;./ipc/responses/ai.jobs.resume.schema.json,"job progress, pause checkpoint, and resume DTOs","job progress, pause checkpoint, and resume DTOs",,,,,0,0,0,VERIFIED,Exact IPC ownership and request/response paths recomputed from ipc-command-registry-v3.json for WP-I10-008.,GPT_5_6_FINAL_CONTRACT_SCHEMA_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED,"WP-I10-008 owns exactly 2 commands (ai.jobs.pause;ai.jobs.resume); every listed request and response schema is closed, versioned, and command-linked."
WP-I10-009,search.ocr,search.ocr,./ipc/requests/search.ocr.schema.json,./ipc/requests/search.ocr.schema.json,./ipc/responses/search.ocr.schema.json,./ipc/responses/search.ocr.schema.json,"Schemas affected by requirements CAN-LAM-AI-014, CAN-LAM-AI-017, CAN-LAM-AI-030, CAN-LAM-AI-035, CAN-LAM-AI-044, CAN-LAM-GOV-263; schema paths are resolved in the package packet.","Schemas affected by requirements CAN-LAM-AI-014, CAN-LAM-AI-017, CAN-LAM-AI-030, CAN-LAM-AI-035, CAN-LAM-AI-044, CAN-LAM-GOV-263; schema paths are resolved in the package packet.",,,,,0,0,0,VERIFIED,Exact IPC ownership and request/response paths recomputed from ipc-command-registry-v3.json for WP-I10-009.,GPT_5_6_FINAL_CONTRACT_SCHEMA_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED,"WP-I10-009 owns exactly 1 commands (search.ocr); every listed request and response schema is closed, versioned, and command-linked."
WP-I10-010,search.cancel;search.semantic;search.structured;search.text,search.cancel;search.semantic;search.structured;search.text,./ipc/requests/search.cancel.schema.json;./ipc/requests/search.semantic.schema.json;./ipc/requests/search.structured.schema.json;./ipc/requests/search.text.schema.json,./ipc/requests/search.cancel.schema.json;./ipc/requests/search.semantic.schema.json;./ipc/requests/search.structured.schema.json;./ipc/requests/search.text.schema.json,./ipc/responses/search.cancel.schema.json;./ipc/responses/search.semantic.schema.json;./ipc/responses/search.structured.schema.json;./ipc/responses/search.text.schema.json,./ipc/responses/search.cancel.schema.json;./ipc/responses/search.semantic.schema.json;./ipc/responses/search.structured.schema.json;./ipc/responses/search.text.schema.json,"Schemas affected by requirements CAN-LAM-AI-029, CAN-LAM-ARCH-228, CAN-LAM-PERSON-087, CAN-LAM-SEARCH-001, CAN-LAM-SEARCH-002, CAN-LAM-SEARCH-003, CAN-LAM-SEARCH-004, CAN-LAM-SEARCH-006...; schema paths are resolved in the package packet.","Schemas affected by requirements CAN-LAM-AI-029, CAN-LAM-ARCH-228, CAN-LAM-PERSON-087, CAN-LAM-SEARCH-001, CAN-LAM-SEARCH-002, CAN-LAM-SEARCH-003, CAN-LAM-SEARCH-004, CAN-LAM-SEARCH-006...; schema paths are resolved in the package packet.",,,,,0,0,0,VERIFIED,Exact IPC ownership and request/response paths recomputed from ipc-command-registry-v3.json for WP-I10-010.,GPT_5_6_FINAL_CONTRACT_SCHEMA_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED,"WP-I10-010 owns exactly 4 commands (search.cancel;search.semantic;search.structured;search.text); every listed request and response schema is closed, versioned, and command-linked."
WP-I10-011,,,,,,,"Duplicate candidate, comparison evidence, burst group, and similarity projection records","Duplicate candidate, comparison evidence, burst group, and similarity projection records",,,,,0,0,0,VERIFIED,Exact IPC ownership and request/response paths recomputed from ipc-command-registry-v3.json for WP-I10-011.,GPT_5_6_FINAL_CONTRACT_SCHEMA_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED,"WP-I10-011 owns exactly 0 commands (none); every listed request and response schema is closed, versioned, and command-linked."
WP-I10-012,,,,,,,Schemas affected by requirements CAN-LAM-ARCH-215; schema paths are resolved in the package packet.,Schemas affected by requirements CAN-LAM-ARCH-215; schema paths are resolved in the package packet.,,,,,0,0,0,VERIFIED,Exact IPC ownership and request/response paths recomputed from ipc-command-registry-v3.json for WP-I10-012.,GPT_5_6_FINAL_CONTRACT_SCHEMA_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED,"WP-I10-012 owns exactly 0 commands (none); every listed request and response schema is closed, versioned, and command-linked."
WP-I10-013,,,,,,,model identity/version/checksum/licence provenance and invalidation records,model identity/version/checksum/licence provenance and invalidation records,,,,,0,0,0,VERIFIED,Exact IPC ownership and request/response paths recomputed from ipc-command-registry-v3.json for WP-I10-013.,GPT_5_6_FINAL_CONTRACT_SCHEMA_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED,"WP-I10-013 owns exactly 0 commands (none); every listed request and response schema is closed, versioned, and command-linked."
WP-I11-001,editing.export_commit;editing.export_plan;editing.recipe_get;editing.recipe_update;editing.render_preview;editing.reset;metadata.apply_update;metadata.inspect;metadata.propose_update;metadata.restore;metadata.snapshot,editing.export_commit;editing.export_plan;editing.recipe_get;editing.recipe_update;editing.render_preview;editing.reset;metadata.apply_update;metadata.inspect;metadata.propose_update;metadata.restore;metadata.snapshot,./ipc/requests/editing.export_commit.schema.json;./ipc/requests/editing.export_plan.schema.json;./ipc/requests/editing.recipe_get.schema.json;./ipc/requests/editing.recipe_update.schema.json;./ipc/requests/editing.render_preview.schema.json;./ipc/requests/editing.reset.schema.json;./ipc/requests/metadata.apply_update.schema.json;./ipc/requests/metadata.inspect.schema.json;./ipc/requests/metadata.propose_update.schema.json;./ipc/requests/metadata.restore.schema.json;./ipc/requests/metadata.snapshot.schema.json,./ipc/requests/editing.export_commit.schema.json;./ipc/requests/editing.export_plan.schema.json;./ipc/requests/editing.recipe_get.schema.json;./ipc/requests/editing.recipe_update.schema.json;./ipc/requests/editing.render_preview.schema.json;./ipc/requests/editing.reset.schema.json;./ipc/requests/metadata.apply_update.schema.json;./ipc/requests/metadata.inspect.schema.json;./ipc/requests/metadata.propose_update.schema.json;./ipc/requests/metadata.restore.schema.json;./ipc/requests/metadata.snapshot.schema.json,./ipc/responses/editing.export_commit.schema.json;./ipc/responses/editing.export_plan.schema.json;./ipc/responses/editing.recipe_get.schema.json;./ipc/responses/editing.recipe_update.schema.json;./ipc/responses/editing.render_preview.schema.json;./ipc/responses/editing.reset.schema.json;./ipc/responses/metadata.apply_update.schema.json;./ipc/responses/metadata.inspect.schema.json;./ipc/responses/metadata.propose_update.schema.json;./ipc/responses/metadata.restore.schema.json;./ipc/responses/metadata.snapshot.schema.json,./ipc/responses/editing.export_commit.schema.json;./ipc/responses/editing.export_plan.schema.json;./ipc/responses/editing.recipe_get.schema.json;./ipc/responses/editing.recipe_update.schema.json;./ipc/responses/editing.render_preview.schema.json;./ipc/responses/editing.reset.schema.json;./ipc/responses/metadata.apply_update.schema.json;./ipc/responses/metadata.inspect.schema.json;./ipc/responses/metadata.propose_update.schema.json;./ipc/responses/metadata.restore.schema.json;./ipc/responses/metadata.snapshot.schema.json,"Schemas affected by requirements CAN-FAIL-28, CAN-LAM-ARCH-042, CAN-LAM-ARCH-043, CAN-LAM-META-071; schema paths are resolved in the package packet.","Schemas affected by requirements CAN-FAIL-28, CAN-LAM-ARCH-042, CAN-LAM-ARCH-043, CAN-LAM-META-071; schema paths are resolved in the package packet.",,,,,0,0,0,VERIFIED,Exact IPC ownership and request/response paths recomputed from ipc-command-registry-v3.json for WP-I11-001.,GPT_5_6_FINAL_CONTRACT_SCHEMA_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED,"WP-I11-001 owns exactly 11 commands (editing.export_commit;editing.export_plan;editing.recipe_get;editing.recipe_update;editing.render_preview;editing.reset;metadata.apply_update;metadata.inspect;metadata.propose_update;metadata.restore;metadata.snapshot); every listed request and response schema is closed, versioned, and command-linked."
WP-I11-002,,,,,,,Schemas affected by requirements CAN-LAM-ARCH-399; schema paths are resolved in the package packet.,Schemas affected by requirements CAN-LAM-ARCH-399; schema paths are resolved in the package packet.,,,,,0,0,0,VERIFIED,Exact IPC ownership and request/response paths recomputed from ipc-command-registry-v3.json for WP-I11-002.,GPT_5_6_FINAL_CONTRACT_SCHEMA_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED,"WP-I11-002 owns exactly 0 commands (none); every listed request and response schema is closed, versioned, and command-linked."
WP-I11-003,,,,,,,"Schemas affected by requirements CAN-LAM-ARCH-291, CAN-LAM-ARCH-292, CAN-LAM-ARCH-293, CAN-LAM-ARCH-294, CAN-LAM-ARCH-295, CAN-LAM-ARCH-296, CAN-LAM-ARCH-297, CAN-LAM-META-044...; schema paths are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ARCH-291, CAN-LAM-ARCH-292, CAN-LAM-ARCH-293, CAN-LAM-ARCH-294, CAN-LAM-ARCH-295, CAN-LAM-ARCH-296, CAN-LAM-ARCH-297, CAN-LAM-META-044...; schema paths are resolved in the package packet.",,,,,0,0,0,VERIFIED,Exact IPC ownership and request/response paths recomputed from ipc-command-registry-v3.json for WP-I11-003.,GPT_5_6_FINAL_CONTRACT_SCHEMA_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED,"WP-I11-003 owns exactly 0 commands (none); every listed request and response schema is closed, versioned, and command-linked."
WP-I11-004,,,,,,,Edit recipe and edit-revision records,Edit recipe and edit-revision records,,,,,0,0,0,VERIFIED,Exact IPC ownership and request/response paths recomputed from ipc-command-registry-v3.json for WP-I11-004.,GPT_5_6_FINAL_CONTRACT_SCHEMA_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED,"WP-I11-004 owns exactly 0 commands (none); every listed request and response schema is closed, versioned, and command-linked."
WP-I11-006,,,,,,,Derivative manifest and export provenance records,Derivative manifest and export provenance records,,,,,0,0,0,VERIFIED,Exact IPC ownership and request/response paths recomputed from ipc-command-registry-v3.json for WP-I11-006.,GPT_5_6_FINAL_CONTRACT_SCHEMA_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED,"WP-I11-006 owns exactly 0 commands (none); every listed request and response schema is closed, versioned, and command-linked."
WP-I11-009,metadata.privacy_export,metadata.privacy_export,./ipc/requests/metadata.privacy_export.schema.json,./ipc/requests/metadata.privacy_export.schema.json,./ipc/responses/metadata.privacy_export.schema.json,./ipc/responses/metadata.privacy_export.schema.json,"Schemas affected by requirements CAN-LAM-EDIT-001, CAN-LAM-EDIT-013; schema paths are resolved in the package packet.","Schemas affected by requirements CAN-LAM-EDIT-001, CAN-LAM-EDIT-013; schema paths are resolved in the package packet.",,,,,0,0,0,VERIFIED,Exact IPC ownership and request/response paths recomputed from ipc-command-registry-v3.json for WP-I11-009.,GPT_5_6_FINAL_CONTRACT_SCHEMA_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED,"WP-I11-009 owns exactly 1 commands (metadata.privacy_export); every listed request and response schema is closed, versioned, and command-linked."
WP-I11-010,,,,,,,"Schemas affected by requirements CAN-LAM-ARCH-398, CAN-LAM-GOV-018, CAN-LAM-META-019, CAN-LAM-META-075, CAN-SECTION-0120; schema paths are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ARCH-398, CAN-LAM-GOV-018, CAN-LAM-META-019, CAN-LAM-META-075, CAN-SECTION-0120; schema paths are resolved in the package packet.",,,,,0,0,0,VERIFIED,Exact IPC ownership and request/response paths recomputed from ipc-command-registry-v3.json for WP-I11-010.,GPT_5_6_FINAL_CONTRACT_SCHEMA_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED,"WP-I11-010 owns exactly 0 commands (none); every listed request and response schema is closed, versioned, and command-linked."
